GEOID,Popln_2017,Popln_2018,Popln_2019,Popln_2020,Popln_2021,Popln_2022,Popln_2023,Popln_2024
02105,706248.0,702070.0,697180.0,693463.0,694860.0,750027.0,745869.0,
04001,789968.0,797151.0,801857.0,806758.0,822185.0,792397.0,799564.0,
04003,773867.0,776845.0,778159.0,778830.0,783317.0,792662.0,797954.0,
04005,803924.0,811988.0,817284.0,821362.0,818375.0,793633.0,799003.0,
05101,776151.0,785774.0,793627.0,800745.0,816464.0,789933.0,796108.0,
05103,738417.0,738833.0,739947.0,740270.0,752479.0,778421.0,776669.0,
05105,733693.0,734216.0,735069.0,739280.0,741491.0,789918.0,792934.0,
05107,769141.0,777354.0,785194.0,798194.0,811302.0,786030.0,797241.0,
05109,714326.0,711468.0,707798.0,705034.0,698788.0,785903.0,783052.0,
05111,787515.0,791509.0,793878.0,800969.0,803157.0,780750.0,781648.0,
10001,176824.0,178550.0,180786.0,183643.0,180078.0,182400.0,185043.0,192690.0
10003,559793.0,559335.0,558753.0,570719.0,567769.0,570567.0,573030.0,588093.0
10005,225322.0,229286.0,234225.0,241635.0,234045.0,240668.0,247799.0,271134.0
11001,693972.0,702455.0,705749.0,712816.0,683154.0,670587.0,672079.0,702250.0
12001,266944.0,269956.0,269043.0,271218.0,276171.0,279729.0,281751.0,291782.0
12003,28254.0,28353.0,29210.0,29566.0,28003.0,27969.0,28186.0,29325.0
12005,183563.0,185287.0,174705.0,171322.0,181384.0,181055.0,181368.0,199718.0
12007,27133.0,27732.0,28201.0,28593.0,27928.0,27816.0,27888.0,28075.0
12009,589162.0,596849.0,601942.0,608459.0,601573.0,610723.0,620533.0,658447.0
12011,1935878.0,1951260.0,1952778.0,1944375.0,1934551.0,1940907.0,1946127.0,2037472.0
12013,14437.0,14587.0,14105.0,14078.0,13863.0,13753.0,13593.0,13278.0
12015,182033.0,184998.0,188910.0,194711.0,184837.0,189900.0,195083.0,212122.0
12017,145647.0,147929.0,149657.0,153010.0,151888.0,155173.0,158693.0,170174.0
12019,212230.0,216072.0,219252.0,221770.0,216308.0,219650.0,223436.0,236760.0
12021,372880.0,378488.0,384902.0,392973.0,372797.0,380221.0,387681.0,416233.0
12023,69612.0,70503.0,71686.0,72654.0,69265.0,69832.0,70755.0,73977.0
12027,37241.0,37368.0,38001.0,38520.0,34027.0,34258.0,34719.0,36744.0
12029,16636.0,16700.0,16826.0,17057.0,16701.0,16737.0,16952.0,17614.0
12031,937934.0,950181.0,957755.0,966728.0,983153.0,995708.0,1007189.0,1055159.0
12033,313512.0,315534.0,318316.0,322364.0,318828.0,321296.0,323275.0,331275.0
12035,110510.0,112067.0,115081.0,118451.0,113888.0,117515.0,121710.0,136744.0
12037,11752.0,11736.0,12125.0,12201.0,12232.0,12276.0,12418.0,12979.0
12039,45993.0,45927.0,45660.0,45277.0,44233.0,43746.0,43642.0,44151.0
12041,17900.0,18284.0,18582.0,18885.0,17759.0,18070.0,18494.0,20233.0
12043,13608.0,13724.0,13811.0,14198.0,12183.0,12179.0,12324.0,13132.0
12045,16122.0,16164.0,13639.0,13534.0,15205.0,15002.0,14772.0,15876.0
12047,14389.0,14310.0,14428.0,14521.0,13973.0,13492.0,13445.0,14334.0
12049,27154.0,27168.0,26937.0,26822.0,25632.0,25528.0,25508.0,26068.0
12051,41018.0,41336.0,42022.0,42813.0,39439.0,39902.0,40798.0,46130.0
12053,186553.0,190865.0,193920.0,198792.0,192128.0,196621.0,201512.0,218150.0
12055,102883.0,105424.0,106221.0,106639.0,101174.0,102339.0,103808.0,109778.0
12057,1408566.0,1436888.0,1471968.0,1459762.0,1444359.0,1468560.0,1489634.0,1581426.0
12059,19448.0,19477.0,19617.0,19594.0,19622.0,19529.0,19626.0,19876.0
12061,154383.0,157413.0,159923.0,162518.0,158002.0,160986.0,163856.0,172139.0
12063,48360.0,48305.0,46414.0,46085.0,48067.0,47704.0,47652.0,49980.0
12065,14165.0,14321.0,14246.0,14543.0,14405.0,14458.0,14713.0,15921.0
12067,8623.0,8732.0,8422.0,8482.0,8343.0,8107.0,8035.0,8640.0
12069,346017.0,356495.0,367118.0,375492.0,375059.0,386829.0,398696.0,444204.0
12071,739224.0,754610.0,770577.0,790767.0,752251.0,772902.0,792692.0,860959.0
12073,290292.0,292502.0,293582.0,295460.0,290965.0,294128.0,295335.0,300488.0
12075,40276.0,40798.0,41503.0,42214.0,42392.0,43268.0,44276.0,47765.0
12077,8242.0,8457.0,8354.0,8364.0,7987.0,7704.0,7650.0,7955.0
12079,18465.0,18529.0,18493.0,18707.0,18051.0,17986.0,18113.0,18364.0
12081,385571.0,394855.0,403253.0,411219.0,394824.0,405069.0,416020.0,458352.0
12083,354353.0,359977.0,365579.0,373513.0,370372.0,378225.0,387697.0,428905.0
12085,159923.0,160912.0,161000.0,162088.0,158323.0,159399.0,160464.0,165666.0
12086,2751796.0,2761581.0,2716940.0,2701767.0,2690113.0,2688237.0,2685296.0,2838461.0
12087,77013.0,75027.0,74228.0,73900.0,82244.0,82044.0,81840.0,80908.0
12089,82721.0,85832.0,88625.0,91113.0,88492.0,91538.0,94653.0,104376.0
12091,202970.0,207269.0,210738.0,212820.0,209230.0,212021.0,214281.0,220483.0
12093,41275.0,41654.0,42168.0,42297.0,39716.0,39870.0,40249.0,42369.0
12095,1348975.0,1380645.0,1393452.0,1429908.0,1409949.0,1427403.0,1440471.0,1533646.0
12097,352180.0,367990.0,375751.0,385315.0,380331.0,393745.0,406943.0,468058.0
12099,1471150.0,1485941.0,1496770.0,1492191.0,1481233.0,1494805.0,1507453.0,1582055.0
12101,525643.0,539630.0,553947.0,570412.0,551598.0,569211.0,588758.0,659114.0
12103,970637.0,975280.0,974996.0,976802.0,957989.0,959918.0,960565.0,965870.0
12105,686483.0,708009.0,724777.0,744552.0,713148.0,736229.0,760961.0,852878.0
12107,73464.0,74163.0,74521.0,74815.0,73147.0,73604.0,74235.0,77301.0
12109,243812.0,254261.0,264672.0,278715.0,265724.0,278722.0,292243.0,334928.0
12111,313506.0,321128.0,328297.0,337186.0,324599.0,334682.0,346237.0,390670.0
12113,174272.0,179349.0,184313.0,189139.0,184345.0,188994.0,193719.0,207653.0
12115,419119.0,426718.0,433742.0,443465.0,429336.0,439392.0,449011.0,476604.0
12117,462659.0,467832.0,471826.0,474171.0,467382.0,471321.0,474912.0,494605.0
12119,125165.0,128754.0,132420.0,139018.0,127335.0,131832.0,137536.0,154693.0
12121,44136.0,44191.0,44417.0,44851.0,43514.0,43881.0,44484.0,47536.0
12123,21815.0,21623.0,21569.0,21600.0,21762.0,21421.0,21422.0,21843.0
12125,15469.0,14940.0,15237.0,15182.0,16141.0,15524.0,15551.0,15738.0
12127,538692.0,547538.0,553284.0,561497.0,548783.0,558520.0,568229.0,602772.0
12129,32050.0,32413.0,33739.0,34319.0,33144.0,33732.0,34608.0,37115.0
12131,68376.0,71375.0,74071.0,76648.0,73456.0,76618.0,79846.0,89666.0
12133,24618.0,24880.0,25473.0,25932.0,24906.0,25014.0,25259.0,26503.0
13001,18438.0,18507.0,18386.0,18325.0,18509.0,18441.0,18426.0,18669.0
13003,8182.0,8262.0,8165.0,8393.0,8269.0,8265.0,8261.0,8435.0
13005,11236.0,11185.0,11164.0,11036.0,11163.0,11138.0,11129.0,11045.0
13007,3180.0,3092.0,3132.0,2971.0,2928.0,2878.0,2830.0,2732.0
13009,44963.0,44893.0,44890.0,45099.0,43876.0,43778.0,43669.0,43644.0
13011,18638.0,18988.0,19234.0,19352.0,18061.0,18381.0,18757.0,20318.0
13013,79061.0,80809.0,83240.0,85588.0,82138.0,84399.0,86982.0,96294.0
13015,105054.0,106408.0,107738.0,109426.0,107868.0,109410.0,111153.0,117508.0
13017,17037.0,16822.0,16700.0,16614.0,17237.0,17169.0,17138.0,16945.0
13019,19113.0,19252.0,19397.0,19408.0,18195.0,18187.0,18257.0,18666.0
13021,152862.0,153095.0,153159.0,152737.0,156711.0,156554.0,156543.0,157056.0
13023,12775.0,12838.0,12873.0,12955.0,12562.0,12413.0,12414.0,12626.0
13025,18832.0,18985.0,19109.0,19202.0,18072.0,18105.0,18171.0,18795.0
13027,15617.0,15479.0,15457.0,15357.0,16254.0,16275.0,16285.0,16344.0
13029,36999.0,38059.0,39627.0,40755.0,43278.0,44995.0,46681.0,51105.0
13031,76149.0,77296.0,79608.0,80839.0,79635.0,79829.0,81372.0,85454.0
13033,22545.0,22439.0,22383.0,22648.0,24231.0,24337.0,24427.0,24472.0
13035,24067.0,24192.0,24936.0,25426.0,24950.0,25522.0,26074.0,27127.0
13037,6399.0,6352.0,6189.0,6231.0,5668.0,5594.0,5528.0,5441.0
13039,53005.0,53651.0,54666.0,55388.0,54256.0,55105.0,56036.0,59099.0
13043,10725.0,10836.0,10803.0,10985.0,10885.0,10946.0,10972.0,11130.0
13045,117812.0,118121.0,119992.0,121633.0,118402.0,120060.0,122187.0,129911.0
13047,66550.0,67420.0,67580.0,67996.0,67579.0,68052.0,68356.0,68940.0
13049,12822.0,12968.0,13392.0,13430.0,12416.0,12547.0,12711.0,13021.0
13051,290501.0,289195.0,289430.0,289463.0,294815.0,296266.0,298143.0,307336.0
13053,10205.0,10600.0,10907.0,10551.0,9533.0,9402.0,9181.0,8548.0
13055,24746.0,24782.0,24789.0,24843.0,24898.0,24902.0,24975.0,25306.0
13057,247573.0,254149.0,258773.0,265274.0,262155.0,268567.0,274539.0,293513.0
13059,127064.0,127330.0,128331.0,127795.0,128195.0,128864.0,129267.0,129995.0
13061,2962.0,2887.0,2834.0,2866.0,2883.0,2855.0,2853.0,2815.0
13063,285153.0,289615.0,292256.0,292646.0,294335.0,296312.0,298771.0,297703.0
13065,6684.0,6648.0,6618.0,6582.0,6737.0,6713.0,6722.0,6871.0
13067,755754.0,756865.0,760141.0,762944.0,762500.0,765813.0,769152.0,787538.0
13069,42880.0,43055.0,43273.0,43218.0,43048.0,43056.0,43161.0,43851.0
13071,45480.0,45455.0,45600.0,45542.0,45800.0,45813.0,45907.0,46977.0
13073,151579.0,154291.0,156714.0,160377.0,154274.0,156921.0,159638.0,167472.0
13075,17230.0,17162.0,17270.0,17291.0,17188.0,17242.0,17363.0,17984.0
13077,143114.0,145864.0,148509.0,150849.0,144928.0,147449.0,150071.0,158233.0
13079,12263.0,12334.0,12404.0,12231.0,12159.0,12156.0,12183.0,12349.0
13081,22710.0,22617.0,22372.0,22034.0,20524.0,20255.0,19995.0,19468.0
13083,16254.0,16227.0,16116.0,16057.0,16313.0,16239.0,16196.0,16068.0
13085,24406.0,25127.0,26108.0,27113.0,26202.0,27355.0,28704.0,33748.0
13087,26706.0,26573.0,26404.0,26457.0,29020.0,29063.0,29118.0,29391.0
13089,753253.0,756558.0,759297.0,762009.0,758634.0,761209.0,762105.0,770307.0
13091,20741.0,20705.0,20605.0,20452.0,20089.0,19977.0,19909.0,19630.0
13093,13690.0,13706.0,13390.0,13174.0,11546.0,11236.0,11026.0,11186.0
13095,89502.0,91243.0,87956.0,86477.0,86825.0,85038.0,83915.0,82418.0
13097,143882.0,145331.0,146343.0,147988.0,143520.0,144735.0,146141.0,151887.0
13099,10304.0,10247.0,10190.0,10037.0,10813.0,10753.0,10683.0,10444.0
13101,3914.0,4000.0,4006.0,4002.0,3691.0,3707.0,3705.0,3698.0
13103,60086.0,62228.0,64296.0,65765.0,63448.0,65314.0,67265.0,73148.0
13105,19108.0,19120.0,19194.0,19335.0,19453.0,19570.0,19725.0,20152.0
13107,22501.0,22612.0,22646.0,22507.0,22739.0,22907.0,22961.0,23224.0
13109,10756.0,10721.0,10654.0,10638.0,10761.0,10759.0,10740.0,10869.0
13111,25336.0,25964.0,26188.0,26521.0,25198.0,25436.0,25605.0,25854.0
13113,112549.0,113459.0,114421.0,115821.0,117828.0,119259.0,120689.0,125107.0
13115,97613.0,97927.0,98498.0,98604.0,98210.0,98541.0,98985.0,101390.0
13117,227967.0,236612.0,244252.0,250847.0,245754.0,253225.0,260062.0,280096.0
13119,22815.0,23023.0,23349.0,23504.0,23256.0,23480.0,23840.0,25208.0
13121,1041423.0,1050114.0,1063937.0,1077402.0,1054286.0,1061944.0,1068507.0,1090354.0
13123,30409.0,30816.0,31369.0,31978.0,31047.0,31519.0,31976.0,33327.0
13125,3050.0,2995.0,2971.0,2984.0,2903.0,2903.0,2913.0,3008.0
13127,85282.0,85219.0,85292.0,85568.0,84373.0,84566.0,84987.0,86540.0
13129,57164.0,57628.0,57963.0,58780.0,57274.0,57785.0,58336.0,60765.0
13131,24749.0,24748.0,24633.0,24491.0,26076.0,26075.0,26056.0,26271.0
13133,17220.0,17698.0,18324.0,18837.0,18461.0,19020.0,19586.0,21091.0
13135,920260.0,927781.0,936250.0,942627.0,948505.0,957977.0,966972.0,1003869.0
13137,44535.0,45373.0,45328.0,46047.0,45767.0,46326.0,46948.0,49665.0
13139,199335.0,202148.0,204441.0,206591.0,201703.0,204953.0,208395.0,221745.0
13141,8539.0,8368.0,8457.0,8494.0,8652.0,8588.0,8630.0,8683.0
13143,29248.0,29561.0,29792.0,30383.0,29685.0,30178.0,30720.0,32404.0
13145,33943.0,34560.0,35236.0,36080.0,34316.0,34914.0,35509.0,36929.0
13147,25756.0,26099.0,26205.0,26406.0,25808.0,26110.0,26484.0,28052.0
13149,11751.0,11871.0,11923.0,11973.0,11440.0,11489.0,11616.0,12119.0
13151,225813.0,230220.0,234561.0,239139.0,236615.0,240853.0,245417.0,259315.0
13153,153479.0,155469.0,157863.0,160110.0,161177.0,164117.0,166902.0,174897.0
13155,9383.0,9398.0,9416.0,9387.0,9615.0,9487.0,9385.0,9155.0
13157,67519.0,70422.0,72977.0,76199.0,73839.0,77033.0,80640.0,93825.0
13159,13882.0,14029.0,14219.0,14483.0,14478.0,14882.0,15345.0,17219.0
13161,15013.0,15029.0,15115.0,15213.0,14753.0,14791.0,14838.0,15119.0
13163,15613.0,15430.0,15362.0,15267.0,15708.0,15591.0,15468.0,15019.0
13165,8774.0,8683.0,8676.0,8746.0,8693.0,8704.0,8674.0,8836.0
13167,9737.0,9706.0,9643.0,9667.0,9272.0,9225.0,9192.0,9178.0
13169,28466.0,28680.0,28735.0,28787.0,28297.0,28382.0,28526.0,29047.0
13171,18600.0,18961.0,19077.0,19261.0,18482.0,18676.0,19098.0,20690.0
13173,10425.0,10355.0,10423.0,10737.0,9874.0,9964.0,10094.0,10464.0
13175,47376.0,47336.0,47546.0,47512.0,49202.0,49407.0,49619.0,50287.0
13177,29410.0,29751.0,29992.0,30234.0,32547.0,32968.0,33337.0,34073.0
13179,61619.0,60606.0,61435.0,63004.0,64334.0,65550.0,66826.0,68607.0
13181,7856.0,7925.0,7921.0,8031.0,7686.0,7726.0,7773.0,8049.0
13183,18780.0,19091.0,19559.0,20171.0,16398.0,16804.0,17512.0,20439.0
13185,115489.0,116321.0,117406.0,118268.0,117437.0,118257.0,119055.0,122082.0
13187,32822.0,32955.0,33610.0,34186.0,33188.0,33405.0,33931.0,36016.0
13189,21511.0,21532.0,21312.0,21162.0,21727.0,21715.0,21687.0,21764.0
13191,14080.0,14322.0,14378.0,14387.0,11291.0,11183.0,11187.0,11800.0
13193,13251.0,13143.0,12947.0,12712.0,12330.0,12099.0,11953.0,11831.0
13195,29295.0,29642.0,29880.0,30457.0,29906.0,30378.0,30914.0,32771.0
13197,8403.0,8373.0,8359.0,8516.0,7563.0,7508.0,7474.0,7635.0
13199,21021.0,21094.0,21167.0,21164.0,20659.0,20679.0,20757.0,21439.0
13201,5833.0,5686.0,5718.0,5622.0,5984.0,5923.0,5873.0,5824.0
13205,22333.0,22192.0,21863.0,21602.0,21940.0,21634.0,21441.0,20329.0
13207,27163.0,27503.0,27578.0,28042.0,27825.0,28287.0,28919.0,31437.0
13209,9024.0,9168.0,9172.0,9012.0,8701.0,8687.0,8675.0,8566.0
13211,18373.0,18831.0,19276.0,19636.0,19694.0,20171.0,20614.0,21940.0
13213,39803.0,39943.0,40096.0,40032.0,39853.0,40063.0,40282.0,41316.0
13215,194058.0,194160.0,195769.0,196442.0,204366.0,204572.0,204383.0,201830.0
13217,108078.0,109541.0,111744.0,113295.0,111262.0,113298.0,115530.0,124010.0
13219,38122.0,39478.0,40280.0,41124.0,41006.0,41978.0,42788.0,44751.0
13221,14874.0,15080.0,15259.0,15383.0,14779.0,14974.0,15221.0,16172.0
13223,159445.0,164044.0,168667.0,173359.0,165688.0,169898.0,174292.0,188549.0
13225,26961.0,27363.0,27546.0,27950.0,27822.0,28054.0,28269.0,29213.0
13227,31541.0,32014.0,32591.0,33127.0,32814.0,33439.0,34197.0,36580.0
13229,19197.0,19388.0,19465.0,19522.0,19644.0,19822.0,19996.0,20669.0
13231,18204.0,18647.0,18962.0,19121.0,18754.0,19145.0,19540.0,20669.0
13233,41818.0,42346.0,42613.0,42840.0,42692.0,43019.0,43365.0,44610.0
13235,11208.0,11069.0,11137.0,11191.0,10001.0,9887.0,9893.0,10180.0
13237,21706.0,21809.0,22119.0,22520.0,21870.0,22206.0,22524.0,23383.0
13239,2333.0,2260.0,2299.0,2271.0,2249.0,2180.0,2092.0,2323.0
13241,16557.0,16867.0,17137.0,17273.0,16731.0,16915.0,17107.0,17711.0
13243,6991.0,6833.0,6778.0,6682.0,6503.0,6365.0,6270.0,6085.0
13245,201800.0,201554.0,202518.0,202079.0,205772.0,206153.0,206040.0,206303.0
13247,90312.0,90594.0,90896.0,90939.0,92983.0,93641.0,94293.0,97610.0
13249,5235.0,5230.0,5257.0,5196.0,4622.0,4565.0,4539.0,4503.0
13251,13959.0,13938.0,13966.0,14012.0,14028.0,14026.0,14057.0,14325.0
13253,8287.0,8315.0,8090.0,8060.0,9108.0,9117.0,9117.0,9274.0
13255,65380.0,66100.0,66703.0,67414.0,66722.0,67415.0,68215.0,70292.0
13257,25736.0,26007.0,25925.0,26107.0,26641.0,26732.0,26842.0,27498.0
13259,6314.0,6435.0,6621.0,6689.0,5347.0,5121.0,4978.0,4809.0
13261,29901.0,29796.0,29524.0,29282.0,29690.0,29378.0,29174.0,28972.0
13263,6256.0,6290.0,6195.0,6143.0,5837.0,5793.0,5753.0,5755.0
13265,1622.0,1608.0,1537.0,1596.0,1574.0,1635.0,1740.0,1620.0
13267,25353.0,25391.0,25286.0,25365.0,23211.0,24309.0,24215.0,24275.0
13269,8114.0,8039.0,8020.0,8074.0,7857.0,7799.0,7786.0,7783.0
13271,15890.0,15876.0,15860.0,15781.0,12860.0,12619.0,12174.0,11000.0
13273,8695.0,8587.0,8531.0,8523.0,9102.0,9004.0,8941.0,8698.0
13275,44619.0,44334.0,44451.0,44372.0,45669.0,45665.0,45696.0,46054.0
13277,40431.0,40571.0,40644.0,40719.0,41148.0,41247.0,41322.0,41708.0
13279,26859.0,26902.0,26830.0,26973.0,26956.0,26946.0,26943.0,27488.0
13281,11539.0,11852.0,12037.0,12247.0,12300.0,12546.0,12739.0,13184.0
13283,6746.0,6813.0,6901.0,6822.0,6410.0,6411.0,6387.0,6420.0
13285,69786.0,70034.0,69922.0,70214.0,69483.0,69527.0,69821.0,71513.0
13287,7915.0,7912.0,7985.0,7882.0,8856.0,8894.0,8915.0,9023.0
13289,8253.0,8174.0,8120.0,8103.0,8034.0,7955.0,7869.0,7728.0
13291,23427.0,24001.0,24511.0,25358.0,24183.0,24880.0,25598.0,27601.0
13293,26201.0,26185.0,26320.0,26527.0,27424.0,27638.0,27856.0,28358.0
13295,68939.0,69410.0,69761.0,70116.0,67772.0,68065.0,68449.0,69340.0
13297,91600.0,93503.0,94593.0,96875.0,95453.0,97752.0,100361.0,109792.0
13299,35668.0,35587.0,35734.0,35826.0,36084.0,35917.0,35958.0,36222.0
13301,5292.0,5251.0,5254.0,5232.0,5218.0,5197.0,5175.0,5148.0
13303,20294.0,20386.0,20374.0,20150.0,20052.0,19975.0,19893.0,19834.0
13305,29797.0,29810.0,29927.0,30023.0,30118.0,30277.0,30519.0,32132.0
13307,2596.0,2611.0,2610.0,2587.0,2372.0,2354.0,2348.0,2315.0
13309,7952.0,7879.0,7855.0,7751.0,7568.0,7550.0,7434.0,7076.0
13311,29455.0,29970.0,30798.0,31094.0,27886.0,28165.0,28454.0,29668.0
13313,104658.0,104062.0,104628.0,103837.0,103076.0,103033.0,103118.0,105070.0
13315,8794.0,8812.0,8635.0,8502.0,8841.0,8839.0,8784.0,8904.0
13317,9877.0,9876.0,9777.0,9694.0,9643.0,9610.0,9553.0,9567.0
13319,8967.0,9036.0,8954.0,8812.0,8931.0,8852.0,8795.0,8667.0
13321,20528.0,20302.0,20247.0,19972.0,20824.0,20706.0,20575.0,20262.0
15001,200381.0,200983.0,201513.0,203340.0,200468.0,202163.0,203684.0,209790.0
15003,988650.0,980080.0,974563.0,1016508.0,1015167.0,1010100.0,1003666.0,998747.0
15005,88.0,88.0,66.0,436.0,48.0,50.0,43.0,81.0
15007,72159.0,72133.0,72293.0,71851.0,73247.0,73511.0,73610.0,73840.0
15009,166271.0,167218.0,167488.0,167902.0,164568.0,164765.0,164632.0,163688.0
16001,456849.0,469966.0,481587.0,494399.0,485246.0,497494.0,508052.0,535799.0
16003,4132.0,4250.0,4294.0,4447.0,4321.0,4464.0,4599.0,4998.0
16005,85269.0,87138.0,87808.0,88795.0,86362.0,87434.0,88457.0,91010.0
16007,6031.0,6050.0,6125.0,6143.0,6327.0,6436.0,6552.0,6779.0
16009,9165.0,9226.0,9298.0,9430.0,9509.0,9731.0,9913.0,10529.0
16011,45884.0,46129.0,46811.0,47202.0,47540.0,48253.0,48993.0,50889.0
16013,22373.0,22771.0,23021.0,23426.0,23868.0,24248.0,24579.0,25261.0
16015,7347.0,7655.0,7831.0,8065.0,7549.0,7809.0,8045.0,8581.0
16017,43654.0,44705.0,45739.0,46817.0,46481.0,47976.0,49456.0,53955.0
16019,114595.0,116854.0,119062.0,122134.0,121771.0,124490.0,127056.0,133644.0
16021,11914.0,11948.0,12245.0,12656.0,11966.0,12335.0,12695.0,14040.0
16023,2585.0,2587.0,2597.0,2646.0,2573.0,2605.0,2654.0,2735.0
16025,1096.0,1121.0,1106.0,1069.0,1044.0,1133.0,1155.0,1247.0
16027,216699.0,223499.0,229849.0,237053.0,227367.0,235006.0,242405.0,266892.0
16029,7027.0,7060.0,7155.0,7123.0,7003.0,7058.0,7118.0,7239.0
16031,23650.0,23791.0,24030.0,24277.0,24469.0,24859.0,25165.0,25976.0
16033,885.0,852.0,913.0,885.0,839.0,756.0,776.0,794.0
16035,8654.0,8758.0,8756.0,8846.0,8719.0,8810.0,8921.0,9151.0
16037,4152.0,4280.0,4315.0,4249.0,4273.0,4344.0,4411.0,4597.0
16039,26881.0,27362.0,27511.0,27448.0,28396.0,28752.0,29046.0,29729.0
16041,13467.0,13704.0,13876.0,14215.0,14036.0,14376.0,14715.0,15638.0
16043,13122.0,13155.0,13099.0,13218.0,13370.0,13519.0,13701.0,14399.0
16045,17311.0,17587.0,18112.0,18703.0,18692.0,19250.0,19854.0,21857.0
16047,15170.0,15196.0,15179.0,15618.0,15422.0,15520.0,15740.0,16189.0
16049,16373.0,16513.0,16667.0,16823.0,16494.0,16787.0,17120.0,17912.0
16051,28439.0,29405.0,29871.0,30581.0,30427.0,31383.0,32234.0,34854.0
16053,23768.0,24066.0,24412.0,24578.0,24081.0,24474.0,24788.0,26056.0
16055,157637.0,161505.0,165697.0,170628.0,168317.0,173396.0,177736.0,188323.0
16057,39741.0,39829.0,40108.0,40830.0,39464.0,39872.0,40315.0,42180.0
16059,7861.0,7961.0,8027.0,8054.0,7948.0,8043.0,8166.0,8397.0
16061,3902.0,3861.0,3838.0,3838.0,3613.0,3630.0,3649.0,3728.0
16063,5338.0,5360.0,5366.0,5342.0,5184.0,5203.0,5276.0,5556.0
16065,39370.0,39261.0,39907.0,40318.0,50979.0,52487.0,53578.0,55549.0
16067,20722.0,20719.0,21039.0,21216.0,21393.0,21626.0,21922.0,22691.0
16069,40289.0,40256.0,40408.0,40755.0,41820.0,42200.0,42477.0,42847.0
16071,4412.0,4488.0,4531.0,4520.0,4514.0,4572.0,4681.0,4976.0
16073,11618.0,11669.0,11823.0,12133.0,11815.0,12043.0,12284.0,12748.0
16075,23163.0,23507.0,23951.0,24771.0,24928.0,25571.0,26190.0,27662.0
16077,7606.0,7700.0,7681.0,7643.0,7854.0,7918.0,8018.0,8381.0
16079,12552.0,12796.0,12882.0,12911.0,13124.0,13399.0,13580.0,14074.0
16081,11445.0,11651.0,12142.0,12501.0,11490.0,11813.0,12101.0,12932.0
16083,85124.0,86081.0,86878.0,88411.0,89128.0,90592.0,92121.0,96509.0
16085,10693.0,11041.0,11392.0,11792.0,11476.0,11830.0,12136.0,12777.0
16087,10061.0,10161.0,10194.0,10360.0,10425.0,10612.0,10866.0,11539.0
17001,66234.0,65691.0,65435.0,64783.0,65878.0,65583.0,65166.0,64109.0
17003,6278.0,6041.0,5761.0,5497.0,5488.0,5261.0,5042.0,4594.0
17005,16648.0,16637.0,16426.0,16262.0,16804.0,16750.0,16627.0,16576.0
17007,53513.0,53480.0,53544.0,52777.0,53592.0,53459.0,53316.0,53313.0
17009,6611.0,6556.0,6578.0,6546.0,6330.0,6334.0,6320.0,6307.0
17011,33137.0,32959.0,32628.0,32303.0,33338.0,33203.0,33027.0,32486.0
17013,4851.0,4829.0,4739.0,4616.0,4537.0,4472.0,4406.0,4224.0
17015,14481.0,14312.0,14305.0,14241.0,15586.0,15594.0,15621.0,15444.0
17017,12461.0,12260.0,12147.0,11925.0,13058.0,12955.0,12826.0,12713.0
17019,209399.0,209983.0,209689.0,205865.0,206583.0,206525.0,206098.0,212374.0
17021,33007.0,32653.0,32304.0,32075.0,34038.0,33893.0,33684.0,33247.0
17023,15809.0,15596.0,15441.0,15268.0,15587.0,15467.0,15328.0,15076.0
17025,13272.0,13253.0,13184.0,13079.0,13313.0,13248.0,13173.0,12821.0
17027,37645.0,37697.0,37562.0,37398.0,37048.0,36998.0,36899.0,37087.0
17029,51353.0,50829.0,50621.0,50383.0,47542.0,47076.0,46689.0,46423.0
17031,5211263.0,5180493.0,5150233.0,5275541.0,5265398.0,5225367.0,5185812.0,5182617.0
17033,18955.0,18807.0,18667.0,18512.0,18825.0,18729.0,18588.0,18388.0
17035,10880.0,10804.0,10766.0,10649.0,10528.0,10447.0,10378.0,10305.0
17037,104733.0,104143.0,104897.0,104491.0,100922.0,100686.0,100512.0,101335.0
17039,15909.0,15769.0,15638.0,15368.0,15653.0,15535.0,15461.0,15319.0
17041,19639.0,19479.0,19465.0,19510.0,19708.0,19714.0,19686.0,19824.0
17043,930128.0,928589.0,922921.0,917481.0,934094.0,930559.0,927263.0,937142.0
17045,17411.0,17360.0,17161.0,16858.0,16998.0,16852.0,16637.0,16398.0
17047,6471.0,6392.0,6395.0,6356.0,6233.0,6182.0,6118.0,5984.0
17049,34123.0,34181.0,34008.0,34065.0,34576.0,34594.0,34505.0,34602.0
17051,21535.0,21416.0,21336.0,21264.0,21514.0,21464.0,21380.0,21157.0
17053,13317.0,13264.0,12961.0,12949.0,13589.0,13484.0,13396.0,13451.0
17055,39004.0,38701.0,38469.0,38060.0,38068.0,37810.0,37541.0,37033.0
17057,35104.0,34830.0,34340.0,33690.0,34022.0,33691.0,33259.0,32510.0
17059,5069.0,5058.0,4828.0,4793.0,5038.0,4967.0,4857.0,4690.0
17061,13168.0,13044.0,12969.0,12702.0,12187.0,12015.0,11837.0,11417.0
17063,50622.0,50973.0,51054.0,50993.0,52364.0,52624.0,52920.0,53835.0
17065,8195.0,8163.0,8116.0,8084.0,8021.0,8008.0,7972.0,7818.0
17067,17958.0,17828.0,17708.0,17422.0,17750.0,17582.0,17434.0,17008.0
17069,3935.0,3910.0,3821.0,3808.0,3700.0,3665.0,3623.0,3550.0
