County,GEOID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,Cases_2024,2024_population,Cases_2024_normalized
Adams,17001.0,-0.084717794592194,-0.0445511114312482,0.0264531145361183,-0.1115716719811424,0.0587881639223884,-0.0956483513687873,-0.0021015060732031,0.1105509191426408,0.0143507918229169,-0.1738477772597066,0.0659444654915366,-0.0254178836049049,-0.0417012149962932,0.0166162230054341,-0.1048332193847396,0.1147656265305591,-0.1403219003256229,0.0912537136670041,-0.0960990107616259,0.0483633734811134,-0.0519567360611857,-0.0255894575317213,0.0286549770964029,0.0994975147542848,0.0202314988981595,0.0893783240161556,-0.0718901593251053,-0.0716918436834363,0.0508589005131428,-0.1385100047418081,-0.1709511911760494,-0.0867142878414826,0.070489927491509,0.012586940154815,-0.0696920051225415,-0.0261646333950983,-0.1117064515843422,-0.1123982927727547,0.077248989463753,-0.050196507000327,-0.0145425209430476,0.0603527938471427,0.1634843538701198,-0.0985203354397225,-0.0664443987663209,0.0209419386424219,0.1959027119226783,-0.0253527665376052,0.1653873841089444,-0.1215138233018477,0.0247771934475235,0.0608807949149624,-0.1219426429683473,0.1057097076301767,0.123654611270196,0.1733552287669437,-0.0308049940186951,0.1039912359408693,0.0189588388811867,-0.0370055087111632,-0.1274859041099874,-0.1150164788391186,-0.1696030785446486,0.0447545123464494,0.0,64109,0.0
Alexander,17003.0,-0.0753149794645942,-0.0549048559045748,-0.0240826826823,-0.071601137051585,0.0159413400395436,-0.0598536965403216,0.0690096844401394,0.0816130524603494,0.0042681139896109,-0.0908850242971933,0.0888271840094939,-0.0850735994781546,-0.0824266172030535,-0.0645744846092035,-0.1144326618217348,0.076640845307213,-0.1894147458291084,-0.0016485416442962,-0.1624252592049124,0.0474630239895309,-0.0371298958918377,0.0472216253016613,-0.0584985931334177,0.044103286269879,0.0330810931492788,0.0998378473993716,-0.0602704036960233,-0.0635689033290099,0.0116368100396,-0.0249335907000717,-0.1199494250560732,-0.0549986224253697,0.0225400955093344,0.0023094757522045,-0.0546560990311892,-0.1358557700242657,-0.0940664371795489,-0.1748703164032275,0.0847366274188912,-0.0631672621314632,-0.0456294785202196,0.0536115586563728,0.2264846021813179,-0.0762065059337098,0.0453852591352896,0.087752280663889,0.1280174249339067,-0.0660526179123854,0.2079352726929483,-0.0899520906682235,-0.0808302191218412,0.0313694301443236,-0.0949254525791492,0.0866940736432736,0.0961610083827431,0.204087621249369,-0.0379508106514343,0.0857135058350884,0.0602718935624382,-0.0348003202155015,-0.0778959723644527,-0.1523507384821523,-0.1126170618818419,0.0588523258454223,0.0,4594,0.0
Bond,17005.0,-0.0886348326352698,-0.0428359787005236,0.0139541447485543,-0.1184150423315556,0.0386441358783165,-0.0718310557535227,0.043003580011336,0.0802392697154662,0.0081901104614168,-0.17941913267035,0.0795185447717451,-0.0356112320988665,-0.043449652103543,0.0147904629621229,-0.0840706281948789,0.0815812789370109,-0.1865232475118954,0.0588014906240913,-0.0881842604792813,0.0678278767225241,-0.0522271451006138,-0.0024187569016157,0.0286696372295966,0.0750840215007594,-0.0113444679724067,0.1108294087628316,-0.0380878079073107,-0.0385566031104594,0.0156167803394809,-0.1277390956131515,-0.1790835629677943,-0.0824582642761102,0.0625448146910643,0.0201651659868857,-0.0585414880863705,-0.0862911035937832,-0.1161801662027404,-0.1267122578840414,0.0960946254781975,-0.0287524509603901,-0.0106527870092406,0.0715284843748982,0.1835336840049894,-0.1014306348327849,-0.0431062323531463,0.0366797993631662,0.1764673029294501,-0.0256308014515237,0.2063374700707197,-0.0977465273794838,-0.019054943015453,0.0418875115345759,-0.1307202018810491,0.051131654105279,0.1498462085019826,0.18928100864101,-0.0565118230522649,0.1075681252099571,0.0094454951246675,-0.0570467381640043,-0.111550618560463,-0.1273861294610453,-0.1435090064432171,0.0498859877401046,0.0,16576,0.0
Boone,17007.0,-0.0635404085797701,-0.0451579487378233,0.0716573119344407,-0.1596601194097903,0.0532008098348736,-0.1157428519133935,-0.0012962424087209,0.0832322112870058,0.0211630052197994,-0.2057879367379557,0.0760060717231851,-0.0389371585499281,0.0106498984229727,0.0524844795969655,-0.1399081828592494,0.061943634021219,-0.134304278904377,0.0545470226587104,-0.0878643035492042,0.0697366950357098,-0.0467050715461557,-0.0295952532343514,0.0557161280314011,0.0625268279493489,-0.0491111582130761,0.1328169887087227,0.0281520281607152,-0.0451841700546077,0.0786506119292897,-0.1675602620305771,-0.1697007925210941,-0.1167317184288146,0.0202372656861212,0.0176797500803984,-0.0481840378429467,-0.0025063861819505,-0.064883032190075,-0.0546549422013444,0.1207234791938082,-0.0213886582901894,-0.0455259556506363,0.0795236847119888,0.1268461951993616,-0.1661375022395807,-0.0532214635068828,0.0309072985065061,0.1950363221881306,-0.0271338837901538,0.154438867999653,-0.1131190517391996,0.0546400205538327,0.0567606710089879,-0.1467454823944234,0.0526852588989723,0.1683248474916537,0.166562335754136,-0.0295644344700278,0.0748050981361057,0.0136419195968922,-0.1169867507532672,-0.1216913064781354,-0.0934309536065918,-0.1338402665306594,0.0529840632135628,0.0,53313,0.0
Brown,17009.0,-0.087276841316091,-0.0241073231968607,0.0132416594847698,-0.0807291061852115,0.0619568321803657,-0.1166366184831813,-0.0008432622421572,0.1385998039801291,0.0327869403168896,-0.1438472616187078,0.0878829183568389,-0.0471721921390876,-0.0493900385915196,-0.006527279490463,-0.124117724555381,0.1355889337591379,-0.1448415711120667,0.0792732272130668,-0.1428951554833538,0.0433889822179076,-0.0441982026506751,-0.0153809672417642,0.0050969346827525,0.0960467405546264,0.0589590650887219,0.076906222789519,-0.1240726230234068,-0.0844469151325822,0.0483900889784056,-0.0929444802087004,-0.1710623755184078,-0.0561304237399109,0.0675613479477111,0.005016582549539,-0.0560350350515096,-0.0251369160491198,-0.120494304803632,-0.1538654163932315,0.0739599261186448,-0.0841222306416772,-0.0160265241167121,0.0495323647114717,0.1845702948577367,-0.0770874935805278,-0.0559449501137915,0.034278455044656,0.216616945842686,-0.0530648503226528,0.1687734412450417,-0.126316311813268,0.0012175598735969,0.058656382789999,-0.0958480349620985,0.1276773967973336,0.1006161196581925,0.1808816267349982,0.0020406109203232,0.1005241690189031,0.0182723727017869,-0.0105904363953297,-0.1254956271863464,-0.1265640579000852,-0.164847433328924,0.0325058259448628,0.0,6307,0.0
Bureau,17011.0,-0.0687310221145764,-0.0562159544615556,0.0241151504545631,-0.1489865410393045,0.0346472166204569,-0.1277454106261151,-0.0109810572216125,0.1205152497937911,0.0294415220695276,-0.2089410746770654,0.0930913948289255,9.68285139831679e-05,0.0021266348663996,0.036398244565049,-0.0812966304799806,0.0690896973944657,-0.1592814241749789,0.0710480737344476,-0.0914889790251109,0.0423308313904371,-0.046975079946441,0.000685448101965,0.0403788891261018,0.0875766484730263,-0.0512736667556805,0.1190023961590257,0.0270581766718003,-0.0013179819379344,0.0355697511986864,-0.1825220159502744,-0.1826645730804288,-0.1295418633637381,0.0434834597740146,0.0330558157982995,-0.029459799460944,-0.0192165961687184,-0.0953024119898121,-0.0486000119679509,0.1097146883421966,-0.0360058342915015,-0.031151381993119,0.0768861168771887,0.1499632813009737,-0.1772831997965512,-0.090326251997692,0.0412940228918272,0.2183549751104181,-0.0506833057459911,0.1581820470029297,-0.0878969284607171,0.0753115039944109,0.0786208729740101,-0.1412927903634717,0.0553968104304461,0.1418990562334476,0.1901368188873756,-0.0336047966429025,0.0875329093806289,-0.0014718474567118,-0.1156074525379877,-0.1129575768925597,-0.0758408273556335,-0.1377324531546863,0.0659507199227723,0.0,32486,0.0
Calhoun,17013.0,-0.0928977922461422,-0.0467030516706524,-0.0134315789769929,-0.0527649566628214,0.0429153762487263,-0.111063948581088,0.0099662947434966,0.1235118133411278,0.0246099055214221,-0.1142618239491893,0.0892854043789092,-0.0646220200639986,-0.0662689268682819,-0.0364851468255848,-0.1175806730095298,0.1121340150350528,-0.1435862416960477,0.0478494734198522,-0.1671165024087765,0.0312795546638439,-0.0323672077155817,-0.0098382849099802,-0.0505813057982214,0.0911502907566475,0.0564662499265403,0.0479424013721622,-0.1325298034815266,-0.104517560242697,0.0497986690642889,-0.0355629006045119,-0.1507442526365197,-0.0088592699590616,0.0591317001373866,-0.0070586455651667,-0.0547587171447364,-0.0331598669169542,-0.1003585330468167,-0.1833451022205974,0.0549180462059305,-0.0762969623121969,-0.0407425105311934,0.0452355963603684,0.2175202986582189,-0.044876617230427,-0.0133218613479716,0.0651330329983769,0.1592799449050176,-0.0412387879507327,0.1697531973140773,-0.1408465175657776,-0.0515499860234935,0.0639348319585282,-0.0807485830767113,0.1244376913114898,0.1043670114341229,0.1843439854114403,0.0065541498673723,0.1056396752285223,0.0329272755019226,0.0117361869167308,-0.1139289654857843,-0.1637808154404616,-0.1302236319220858,0.0585158970297661,0.0,4224,0.0
Carroll,17015.0,-0.0768155518096027,-0.0479595943800797,0.0450499023745883,-0.1144478407824161,0.0252848662617503,-0.1313263246159735,-0.01500156612972,0.1639554029673146,0.0559634831108189,-0.16283126381812,0.0911363278641818,-0.0069843321363888,0.0143653056835239,0.0249076639308724,-0.105350292031434,0.0636406998714276,-0.1356373365536428,0.060692811531837,-0.1031728919416735,0.0176615338274449,-0.0388554442531959,-0.0513107677763239,0.0371286113155244,0.097128613373816,0.0049518892042554,0.1006839969792963,-0.0533093266485985,-0.0357599352072558,0.0662439408376248,-0.1502692793741732,-0.1596455842379102,-0.0919332715340766,0.0476473830221543,-0.0020493632941847,-0.0425333039754212,0.05937454669357,-0.0757054696467005,-0.0801688070992303,0.0920029071454462,-0.051921427474073,-0.0290063077457062,0.0601518852521519,0.1298725074337173,-0.1593026030217108,-0.0976432466637586,0.027121971741125,0.2145692781610196,-0.039288604180744,0.1160912283455945,-0.119795103062097,0.050661306962992,0.0975004111534166,-0.1246513010237494,0.0654857744404274,0.1362230049964668,0.1630627288094657,0.0046990501449746,0.1020836107094599,-0.0214119105037165,-0.0711001114122047,-0.1171316228587356,-0.1058355055170407,-0.1433653426592278,0.0488697278572777,0.0,15444,0.0
Cass,17017.0,-0.074898683155872,-0.0648759128807234,0.0203450613951635,-0.117618893854352,0.0324896931478352,-0.1320861369356142,-0.0218289037184092,0.113244121126496,0.0203813340263996,-0.1700361503167658,0.0924457755165881,-0.0377229015290828,-0.006950607340956,0.0049727112742553,-0.1051289744047139,0.0458740837121262,-0.1817266697516609,0.0631500631069221,-0.128935810480874,0.0389811375849062,-0.0668031148917572,-0.0112040520463538,0.0184452122392019,0.0993453833431407,-0.0165634154982566,0.1054855225982851,-0.0162969432681779,-0.0223987134555252,0.0376071584892951,-0.1412670335673759,-0.1724022357807903,-0.1010735412743042,0.0488459791635286,0.0187050563677767,-0.0477762606200665,-0.0214386360259083,-0.0950400522242854,-0.0771952127065726,0.132302390584216,-0.0685457618114288,-0.0277612580573336,0.0502373591497613,0.1605190463650151,-0.1497292910369967,-0.0678259199443277,0.0452683914780725,0.2058627067667857,-0.0526876541237507,0.163271957290633,-0.1097482546897888,0.0292578024276381,0.0874099230531122,-0.1234863658222185,0.0786272023369979,0.1360001141206304,0.1646119283407365,-0.0253706030624813,0.0900361776898062,-9.692231020976227e-05,-0.0685595638644641,-0.1249282834795582,-0.1186502373765778,-0.1298877732857876,0.0587843038708489,0.0,12713,0.0
Champaign,17019.0,-0.0643206988626233,-0.0722347914659447,0.0088930793082868,-0.156689749489098,0.0180017659798656,-0.0900429130965706,0.0215811727957338,0.0429835385216741,0.004746030579678,-0.2225980340343437,0.1023968443040775,0.0018309740342378,-0.0178741470840124,0.0162317460672753,-0.0729206503840444,0.0401214680708606,-0.173133089980258,0.0935697689428758,-0.0793291760912621,0.0516780719902227,-0.0853545035204961,0.0440337427421834,0.0179816647411973,0.0864126549337207,-0.0804350036380869,0.1668733139654144,0.0628616434901935,0.0183428164315085,-1.615483569314271e-05,-0.2103495092325192,-0.1873106003434305,-0.1423557252655563,0.0506011953429241,0.048930925434416,-0.0307732968138453,-0.0698745942080123,-0.0892431604749266,-0.06176443437758,0.1338267377523486,-0.0269245179972665,-0.0182873816807137,0.090212085826659,0.174985745624554,-0.1792382687057941,-0.080943619210699,0.0463001731559315,0.1921382829815113,-0.0424652342185741,0.190898503163128,-0.0623877064692521,0.0673685066280493,0.0526024441669733,-0.1457841852755996,0.0429598049445825,0.1658029916653067,0.1788931434586439,-0.0474749491689688,0.0821598859676147,0.0003902529147005,-0.1360826748026921,-0.0772087320238757,-0.0733154504379549,-0.128601663168175,0.0593777312869239,1.0,212374,0.47086743198319947
