,County,County,2020,Cases_2020,Hum_20,Pre_20,Tmax_20,Tmin_20,LSTMean_2020,WS_20,Chlorophyll_2020,Ag_MEAN_2020,Fs_MEAN_2020,Rn_MEAN_2020,Cases_normalized_2020
0,Adams,Adams,65622,0,92.37030173,3.153757639,28.03056487,17.06124708,23.285,3.564110968,1.487578291,0.73,0.77,0.74,0.0
1,Alexander,Alexander,5172,0,95.7510072,3.810848079,29.43386739,18.57764971,24.185000000000002,2.939468935,1.548022547,0.71,0.82,0.68,0.0
2,Bond,Bond,16856,0,95.13529741,3.190252771,28.8691192,17.0600427,23.715,3.511251988,1.778664916,0.73,0.76,0.75,0.0
3,Boone,Boone,53339,0,92.79567843,3.497108712,27.29448732,14.75983709,22.405,4.06674539,1.418312108,0.74,0.76,0.74,0.0
4,Brown,Brown,6237,0,94.699153,2.975417994,28.06360517,16.52473088,23.009999999999998,3.645824757,1.735941886,0.75,0.8,0.75,0.0
5,Bureau,Bureau,33225,0,90.94754525,3.115395304,27.74003324,15.60283427,22.380000000000003,3.60977729,1.591829155,0.75,0.77,0.76,0.0
6,Calhoun,Calhoun,4403,0,94.38856734,3.492924929,29.10424327,17.58130759,23.305,3.337479363,1.941569359,0.74,0.8,0.79,0.0
7,Carroll,Carroll,15678,0,91.68253083,3.232816785,27.45541426,15.11385346,21.975,3.779175458,1.612978684,0.76,0.79,0.73,0.0
8,Cass,Cass,12976,0,94.17509594,2.540772902,28.63825988,16.38990216,23.225,3.721504263,1.835609709,0.73,0.78,0.73,0.0
9,Champaign,Champaign,206252,0,92.7614764,3.110303033,28.00506238,15.99228295,0.0,3.453715895,1.674981663,0.73,0.76,0.7,0.0
10,Christian,Christian,33982,0,93.88344294,2.604866296,28.47237289,16.5474707,23.314999999999998,3.58799909,1.637396347,0.72,0.75,0.72,0.0
11,Clark,Clark,15448,0,94.65672983,3.197186422,28.43449177,16.41985428,22.63,3.334522911,1.460566073,0.74,0.78,0.73,0.0
12,Clay,Clay,13273,0,95.33390818,3.417311664,29.18343574,17.09596501,0.0,3.335514728,1.576911068,0.72,0.77,0.76,0.0
13,Clinton,Clinton,36913,0,94.97333436,3.522532961,29.03736256,17.62061917,24.02,3.41926691,1.461866798,0.72,0.77,0.67,0.0
14,Coles,Coles,47084,0,92.42685133,3.256169538,28.56290922,16.8426758,22.494999999999997,3.487225909,1.692730083,0.74,0.78,0.57,0.0
15,Cook,Cook,5267072,34,84.61355603,2.716444544,27.43310234,17.03958186,24.53,3.881133377,0.92161504,0.64,0.71,0.78,0.6455199397312207
16,Crawford,Crawford,18637,0,96.39232448,3.318016983,28.54138033,16.53402636,23.009999999999998,3.059309384,1.464452304,0.76,0.78,0.71,0.0
17,Cumberland,Cumberland,10437,0,94.59788219,3.619201902,28.60901782,16.66927772,22.595,3.503741077,1.426709677,0.74,0.77,0.73,0.0
18,DeKalb,DeKalb,100368,0,91.53273033,3.04351028,27.24227289,14.98195411,22.880000000000003,4.073757407,1.172323318,0.74,0.74,0.6,0.0
19,De Witt,De Witt,15464,0,92.17413825,2.25487504,28.26846268,16.17918602,23.2,3.607652289,1.635061379,0.73,0.75,0.0,0.0
20,Douglas,Douglas,19780,0,92.35059365,2.968156416,28.45254419,16.53913883,0.0,3.485208506,1.549374316,0.74,0.76,0.78,0.0
21,DuPage,DuPage,931508,4,88.32557239,2.468563112,27.84374185,16.16754198,23.65,4.031417639,0.737333598,0.68,0.69,0.75,0.4294112342567106
22,Edgar,Edgar,16808,0,93.8892787,3.58247349,28.63560479,16.29141005,0.0,3.406841704,1.584700955,0.74,0.78,0.73,0.0
23,Edwards,Edwards,6209,0,95.86086447,2.976660576,29.33428507,17.57542905,0.0,3.084563815,1.63982972,0.74,0.77,0.76,0.0
24,Effingham,Effingham,34707,0,94.91346333,3.107923452,28.71497772,16.81730956,23.72,3.534507726,1.461543191,0.72,0.76,0.7,0.0
25,Fayette,Fayette,21485,0,95.04736389,3.083690521,28.61551512,16.72513716,23.689999999999998,3.520937039,1.765017171,0.72,0.77,0.75,0.0
26,Ford,Ford,13511,0,92.90159891,3.165805974,28.03492447,15.63830318,0.0,3.54163474,1.754554307,0.73,0.73,0.75,0.0
27,Franklin,Franklin,37717,0,94.66931769,2.853284537,29.19076976,18.20141875,24.195,2.741990958,1.394588297,0.73,0.76,0.74,0.0
28,Fulton,Fulton,33554,0,93.94115333,2.957664692,27.97880952,15.98403695,23.485,3.822573405,1.695702573,0.77,0.79,0.77,0.0
29,Gallatin,Gallatin,4945,0,96.99471354,4.345247853,28.96347375,17.62526357,23.035,2.881095984,1.41212486,0.71,0.8,0.68,0.0
30,Greene,Greene,11935,0,94.96145221,3.102566424,28.84349138,17.07673325,22.770000000000003,3.443906533,1.574410246,0.74,0.78,0.75,0.0
31,Grundy,Grundy,52535,1,90.51051257,3.110195643,28.06991111,15.85648006,22.96,3.481050409,1.556655184,0.73,0.74,0.77,1.9034929094889121
32,Hamilton,Hamilton,7993,0,95.67975112,3.289714547,29.20119461,17.76262574,0.0,2.953468023,1.527715178,0.72,0.78,0.8,0.0
33,Hancock,Hancock,17558,0,92.32318628,3.357260801,27.89238965,16.90001364,22.869999999999997,3.720979309,1.511636434,0.76,0.79,0.76,0.0
