,County,County,2020,Cases_2020,Hum_20,Pre_20,Tmax_20,Tmin_20,LSTMean_2020,WS_20,Chlorophyll_2020,Ag_MEAN_2020,Fs_MEAN_2020,Rn_MEAN_2020,Cases_normalized_2020
34,Hardin,Hardin,3646,0,96.74107652,4.509621899,28.51873733,17.73963639,23.03,3.130040759,1.905058093,0.77,0.83,0.76,0.0
35,Henderson,Henderson,6335,0,92.68503879,2.999336021,27.86224711,16.27902032,22.97,3.783074925,1.466735785,0.76,0.76,0.75,0.0
36,Henry,Henry,49178,0,91.94908925,3.708462667,27.73933442,15.6588737,22.265,3.718366956,1.610793353,0.75,0.77,0.77,0.0
37,Iroquois,Iroquois,26966,0,92.18909492,3.120088603,28.0267728,15.59634108,22.66,3.572903283,1.672012751,0.72,0.76,0.72,0.0
38,Jackson,Jackson,53264,0,95.64075869,3.238326531,29.37912433,18.02613962,23.439999999999998,2.82710609,1.67206643,0.73,0.81,0.73,0.0
39,Jasper,Jasper,9255,0,95.06341796,3.554982092,28.62768663,16.96979986,23.415,3.419908477,1.437923897,0.73,0.77,0.77,0.0
40,Jefferson,Jefferson,37000,0,94.85780641,2.452261493,29.24894578,17.66435948,24.25,3.024098959,1.48683621,0.73,0.76,0.75,0.0
41,Jersey,Jersey,21492,0,94.83268687,2.937476041,29.04203269,17.42807717,23.505000000000003,3.341038163,1.729152085,0.75,0.8,0.79,0.0
42,Jo Daviess,Jo Daviess,22098,0,93.34498027,4.113570006,26.66410996,14.78818495,21.854999999999997,3.782529413,1.835846864,0.78,0.79,0.66,0.0
43,Johnson,Johnson,13322,0,96.08559619,4.179994971,29.2749269,18.25632823,23.259999999999998,2.834109313,1.797013711,0.79,0.82,0.68,0.0
44,Kane,Kane,516403,0,91.71962297,2.910992693,27.42508082,15.15563918,24.525,4.060875354,1.064203015,0.73,0.72,0.69,0.0
45,Kankakee,Kankakee,107403,0,91.55962946,2.876183596,27.94451317,15.79613006,23.355,3.503659435,1.432757125,0.72,0.76,0.76,0.0
46,Kendall,Kendall,132351,0,90.58947347,2.434159438,27.79515208,15.58694668,23.175,3.621822354,1.266521626,0.72,0.74,0.65,0.0
47,Knox,Knox,49806,1,93.30343562,3.149626187,27.67470904,15.58092109,22.57,3.841714877,1.637685412,0.77,0.78,0.69,2.007790226077179
48,Lake,Lake,713426,0,90.25671198,3.038993346,26.72407886,15.76747515,22.259999999999998,4.298013866,1.753472075,0.69,0.7,0.68,0.0
49,LaSalle,LaSalle,109409,0,89.80374501,3.048132533,27.74455076,15.75903671,24.32,3.62473416,1.447739604,0.73,0.75,0.72,0.0
50,Lawrence,Lawrence,15283,0,95.91741339,3.047535752,29.0024539,17.10781256,23.32,3.062531142,1.431964932,0.74,0.77,0.73,0.0
51,Lee,Lee,34063,0,91.91240995,2.937955044,27.47517801,15.08504595,22.285,3.892763389,1.386779697,0.74,0.75,0.75,0.0
52,Livingston,Livingston,35816,0,91.77903563,3.300786018,28.15760949,16.04427855,22.895,3.47018382,1.576832838,0.72,0.74,0.77,0.0
53,Logan,Logan,27905,0,92.3401905,2.335210277,28.64349622,16.36990196,23.045,3.632731607,1.637005616,0.73,0.75,0.71,0.0
54,McDonough,McDonough,27116,0,95.61962541,3.207061975,27.71147272,16.06339279,22.229999999999997,3.806543863,1.582924597,0.76,0.79,0.71,0.0
55,McHenry,McHenry,309973,0,94.43308875,3.306819071,27.19139107,14.5395272,22.549999999999997,4.124363106,1.244989758,0.73,0.74,0.71,0.0
56,McLean,McLean,171236,0,92.46040129,3.075367632,28.27546311,16.02714496,22.689999999999998,3.776563508,1.611132594,0.75,0.77,0.76,0.0
57,Macon,Macon,103764,0,91.52863612,2.391586691,28.45873269,16.69655539,24.145000000000003,3.569843114,1.538592752,0.72,0.75,0.65,0.0
58,Macoupin,Macoupin,44924,0,94.87693647,3.095240439,28.77030039,16.88324362,23.195,3.518880126,1.570593336,0.73,0.77,0.74,0.0
59,Madison,Madison,265749,0,95.29321661,3.585589532,29.00664214,17.61945723,25.035,3.344825229,1.474131297,0.71,0.74,0.76,0.0
60,Marion,Marion,37657,0,94.54048171,3.304998481,29.13676193,17.31938877,23.64,3.333712396,1.56894407,0.73,0.78,0.73,0.0
61,Marshall,Marshall,11710,0,91.25973094,3.429633545,27.98949708,15.93291707,22.880000000000003,3.637081277,1.716271246,0.75,0.78,0.78,0.0
62,Mason,Mason,13053,0,92.84006902,2.518575364,28.56601763,16.29983862,23.479999999999997,3.755408925,1.659122562,0.72,0.74,0.73,0.0
63,Massac,Massac,14137,0,96.54714902,4.050449,29.17571422,18.41862632,24.09,2.85942344,1.43043994,0.77,0.8,0.75,0.0
64,Menard,Menard,12272,0,92.34443651,2.281488467,28.70318005,16.57059415,23.165,3.733518419,1.812574374,0.73,0.76,0.75,0.0
65,Mercer,Mercer,15632,0,92.44515569,3.558386905,27.83873545,15.94252035,22.73,3.767150399,1.690833409,0.76,0.77,0.63,0.0
66,Monroe,Monroe,34953,0,94.44556504,3.207767308,29.5065119,18.10929253,23.665,3.016303309,1.514950799,0.71,0.77,0.72,0.0
67,Montgomery,Montgomery,28242,0,94.32283925,2.715564081,28.8911184,16.66078768,23.11,3.544614183,1.603818817,0.72,0.76,0.69,0.0
68,Morgan,Morgan,33494,0,95.19990956,2.751605677,28.62696607,16.41568287,23.575,3.631034895,1.542168406,0.73,0.77,0.0,0.0
69,Moultrie,Moultrie,14492,0,91.96626657,2.62715537,28.63434705,16.84699769,23.125,3.508988484,1.699622,0.74,0.72,0.72,0.0
70,Ogle,Ogle,51762,0,92.26175799,3.380169626,27.31333294,14.94108414,21.729999999999997,4.062292541,1.484306113,0.74,0.76,0.73,0.0
71,Peoria,Peoria,181512,0,91.53705416,2.940808962,27.91111797,15.89678879,23.915,3.781345028,1.434869991,0.75,0.78,0.71,0.0
72,Perry,Perry,20892,0,95.10095982,2.969987775,29.22713263,17.8499987,24.145000000000003,2.830176078,1.463251571,0.72,0.75,0.75,0.0
73,Piatt,Piatt,16683,0,92.04978252,2.489122841,28.29756096,16.40961122,0.0,3.478756105,1.874455542,0.73,0.77,0.81,0.0
74,Pike,Pike,14637,0,94.56881405,3.371729435,28.29931766,17.05742941,22.835,3.478225529,1.827218994,0.73,0.78,0.79,0.0
75,Pope,Pope,3758,0,96.52307604,4.126585432,28.83545214,18.01846493,23.045,2.881988687,1.997368888,0.78,0.84,0.72,0.0
76,Pulaski,Pulaski,5179,0,95.84563972,3.849074235,29.43703752,18.74350373,23.759999999999998,2.90798698,1.497675626,0.75,0.8,0.73,0.0
77,Putnam,Putnam,5631,0,90.0900302,3.284752777,27.93997995,15.8798544,22.950000000000003,3.567213564,1.549504472,0.75,0.77,0.74,0.0
78,Randolph,Randolph,30084,0,94.53541021,3.017227919,29.14866083,17.81024301,24.175,2.890891274,1.563165764,0.73,0.76,0.7,0.0
79,Richland,Richland,15805,0,95.61577125,3.391093582,29.08324926,17.04892701,23.83,3.249845944,1.491453055,0.73,0.76,0.68,0.0
80,Rock Island,Rock Island,144360,0,90.73943328,3.696572718,27.80324311,16.00890589,23.189999999999998,3.666956337,1.387077017,0.75,0.76,0.74,0.0
81,St. Clair,St. Clair,257070,0,94.89142726,3.960072554,29.49184197,17.95105561,25.355,2.931508975,1.361151293,0.72,0.75,0.72,0.0
82,Saline,Saline,23741,0,95.87690804,3.856320288,29.23936738,17.93390956,23.555,2.833901385,1.459087339,0.72,0.8,0.77,0.0
83,Sangamon,Sangamon,196223,0,92.79330508,2.402726779,28.78696915,16.67526848,24.025,3.646269527,1.526050889,0.72,0.76,0.74,0.0
84,Schuyler,Schuyler,6870,0,94.30976708,2.796153082,28.10136644,16.52008308,23.19,3.750847766,1.851242828,0.76,0.8,0.74,0.0
85,Scott,Scott,5074,0,94.90702733,3.223222929,28.56763413,16.73437842,22.86,3.594073422,1.526018456,0.73,0.76,0.74,0.0
86,Shelby,Shelby,20907,0,94.22440231,3.301512874,28.56414033,16.64444337,22.9,3.532146127,1.682299208,0.73,0.77,0.76,0.0
87,Stark,Stark,5388,0,92.24083913,3.179946636,27.71132742,15.49845177,0.0,3.74930369,1.777213696,0.75,0.76,0.73,0.0
88,Stephenson,Stephenson,44573,0,93.87616136,3.917832267,26.58092829,14.60976806,21.25,4.034976968,1.715422732,0.77,0.77,0.78,0.0
89,Tazewell,Tazewell,131296,1,91.54527744,3.027634307,28.42608211,16.19823734,24.555,3.749444996,1.487371104,0.74,0.76,0.74,0.7616378259809895
90,Union,Union,17298,0,95.72713011,4.451538058,29.44301256,18.273926,23.57,2.815581541,1.774585952,0.74,0.82,0.74,0.0
91,Vermilion,Vermilion,74010,0,93.35085658,3.013580613,28.23176245,15.70410802,22.865000000000002,3.468129268,1.582231885,0.74,0.78,0.77,0.0
92,Wabash,Wabash,11315,0,96.32018307,2.89837853,29.26967899,17.36412027,23.15,2.951087612,1.510590181,0.73,0.75,0.73,0.0
93,Warren,Warren,16832,0,93.99016547,3.185704491,27.66191474,15.75683583,0.0,3.852792541,1.556376298,0.77,0.78,0.74,0.0
94,Washington,Washington,13731,0,94.76681553,3.066974711,29.14503404,17.85129826,0.0,3.167133497,1.586055585,0.73,0.78,0.76,0.0
95,Wayne,Wayne,16161,0,95.37236896,3.336916195,29.26049527,17.54241998,0.0,3.308065732,1.646523881,0.73,0.76,0.72,0.0
96,White,White,13814,0,96.89820921,3.996470822,29.18686085,17.61175545,23.215,3.010181203,1.537758967,0.73,0.77,0.67,0.0
97,Whiteside,Whiteside,55574,0,90.50009831,3.316305061,27.6670465,15.67190527,23.015,3.551379002,1.424271231,0.74,0.76,0.74,0.0
98,Will,Will,696909,1,91.1888735,2.851173633,27.86267734,15.79492614,24.525,3.594211064,1.049993221,0.72,0.72,0.7,0.14349075704288508
99,Williamson,Williamson,67121,0,95.76648396,3.418332385,29.22402498,18.09814005,24.145,2.788521783,1.364461096,0.74,0.8,0.75,0.0
100,Winnebago,Winnebago,284963,0,91.42739207,3.742552941,27.23780177,15.11982954,22.91,4.05488565,1.369670283,0.74,0.75,0.0,0.0
101,Woodford,Woodford,38407,0,91.37977764,3.855801789,28.34677434,15.93323453,23.884999999999998,3.734553915,1.614286463,0.74,0.78,0.0,0.0
