,County,County,2024,Cases_2024,Hum_24,Pre_24,Tmax_24,Tmin_24,LSTMean_2024,WS_24,Chlorophyll_2024,Ag_MEAN_2024,Fs_MEAN_2024,Rn_MEAN_2024,Cases_normalized_2024
25,Fayette,Fayette,21157,0,91.03258297,3.505951766,28.92975971,17.26791734,23.5,3.810479483,1.650571095,0.81,0.82,0.7818,0.0
26,Ford,Ford,13451,0,90.86135166,2.676736908,28.00029511,15.95027754,0.0,3.651499209,1.903581122,0.83,0.81,0.7831,0.0
27,Franklin,Franklin,37033,0,92.08360244,3.607624183,30.066379,18.27649572,23.925,2.979144967,1.991247108,0.8,0.8,0.7739,0.0
28,Fulton,Fulton,32510,0,91.0001228,3.616946375,28.45767409,16.05757318,22.555,3.835899534,2.026999039,0.82,0.82,0.7889,0.0
29,Gallatin,Gallatin,4690,0,93.19556123,4.201973675,30.35837237,18.1517231,21.955,3.122933172,1.389580035,0.77,0.83,0.7601,0.0
30,Greene,Greene,11417,0,91.0962032,2.971710604,29.3414765,17.13485767,22.18,3.708982234,1.688647722,0.81,0.83,0.7639,0.0
31,Grundy,Grundy,53835,0,88.78425669,2.875318658,28.46419699,15.90150968,21.895,3.533788908,1.673034222,0.8,0.78,0.7867,0.0
32,Hamilton,Hamilton,7818,0,92.14728795,3.696467939,30.20578758,18.01673189,2.1,3.166398784,1.447362029,0.8,0.82,0.7934,0.0
33,Hancock,Hancock,17008,0,88.44625846,2.934062245,28.47323695,16.75089105,22.25,3.747231254,1.691764256,0.81,0.81,0.8063,0.0
34,Hardin,Hardin,3550,0,93.25580443,4.228044915,30.09882195,18.20360476,22.48,3.34411998,2.04013151,0.79,0.84,0.7867,0.0
35,Henderson,Henderson,6048,0,90.45215349,3.147839661,28.18291031,16.15834348,22.415,3.724698696,1.775694589,0.82,0.81,0.819,0.0
36,Henry,Henry,48177,0,90.17424351,3.128694715,28.12427011,15.8980646,20.97,3.682797302,1.771833821,0.83,0.81,0.7913,0.0
37,Iroquois,Iroquois,26067,0,90.10379118,2.761632855,28.12452311,15.89034889,20.9,3.675546423,1.817149939,0.83,0.83,0.7772,0.0
38,Jackson,Jackson,53199,0,92.02476391,4.11750852,30.00169679,18.30079921,23.005000000000003,3.086483128,1.586601289,0.79,0.83,0.7884,0.0
39,Jasper,Jasper,9092,0,90.58800827,3.071092858,29.16024053,17.20036817,22.405,3.701391749,1.51272536,0.81,0.81,0.7998,0.0
40,Jefferson,Jefferson,36107,0,92.43374675,4.052416479,29.97851424,17.77889406,23.98,3.250401325,2.290535858,0.8,0.81,0.7819,0.0
41,Jersey,Jersey,21150,0,90.94732443,3.05905289,29.84711955,17.56945142,22.985,3.619817706,1.6551837,0.82,0.84,0.7961,0.0
42,Jo Daviess,Jo Daviess,21528,0,93.2081771,3.669028346,26.89201283,14.78825307,20.880000000000003,3.638265656,1.613571995,0.81,0.81,0.7268,0.0
43,Johnson,Johnson,13320,0,93.76984835,3.805204416,30.05163872,18.39742017,22.66,3.022867877,1.682617582,0.82,0.83,0.7372,0.0
44,Kane,Kane,520997,4,89.36410421,3.361539062,27.63546568,15.3708985,22.259999999999998,3.962219188,1.210109779,0.8,0.77,0.7277,0.7677587394937014
45,Kankakee,Kankakee,106410,0,91.29045159,2.961066361,28.0007147,15.54827943,22.09,3.578864102,1.635312416,0.81,0.8,0.7931,0.0
46,Kendall,Kendall,143171,0,88.49417795,3.238236852,28.37676163,15.80303454,21.375,3.602110794,1.533913183,0.8,0.79,0.7325,0.0
47,Knox,Knox,48716,0,90.50733088,3.477082796,28.12138914,15.92011141,21.28,3.78508008,1.976881999,0.83,0.83,0.7241,0.0
48,Lake,Lake,718604,6,90.51673825,3.783499186,26.66410758,15.65453283,21.15,4.095288117,1.26430872,0.73,0.74,0.7583,0.8349522129016816
49,LaSalle,LaSalle,108390,0,89.08349982,2.997416059,27.99490773,15.44246361,23.225,3.63764228,1.691723472,0.81,0.78,0.7681,0.0
50,Lawrence,Lawrence,14801,0,91.1804184,3.23914802,29.61799962,17.45628227,21.655,3.313248419,1.406571665,0.8,0.81,0.781,0.0
51,Lee,Lee,33544,0,89.89740948,3.244947109,27.82257415,15.25724425,20.810000000000002,3.834380302,1.6797131,0.81,0.8,0.8173,0.0
52,Livingston,Livingston,35375,0,90.63918596,2.426404678,28.22673595,15.71339069,21.3,3.55072862,1.801370944,0.82,0.8,0.8125,0.0
53,Logan,Logan,27518,0,90.497503,3.189101186,28.58604986,16.50636225,21.805,3.743169038,1.88927706,0.83,0.82,0.7597,0.0
54,McDonough,McDonough,26662,0,91.57072662,2.964055672,28.21053696,16.23408559,21.095,3.843160211,1.732705003,0.83,0.82,0.7608,0.0
55,McHenry,McHenry,315959,1,93.09499863,3.780444361,27.29440944,14.76581959,21.119999999999997,3.939986663,1.345666521,0.8,0.78,0.7508,0.3164967606556547
56,McLean,McLean,172069,0,91.22097268,2.821321978,28.17816256,15.91097502,21.265,3.854007244,1.901706498,0.83,0.81,0.78,0.0
57,Macon,Macon,100737,1,89.31922769,3.325277828,28.4323166,16.91203008,22.795,3.729234752,1.703863372,0.82,0.8,0.7333,0.9926839195131878
58,Macoupin,Macoupin,43895,0,91.19759307,2.73411769,29.13562945,16.97918559,22.060000000000002,3.806197245,1.40664445,0.82,0.83,0.7534,0.0
59,Madison,Madison,263017,0,90.20517788,3.5760055,29.99213949,18.13906979,24.2,3.644118494,1.43727025,0.8,0.8,0.8032,0.0
60,Marion,Marion,36437,0,91.03360604,4.491959575,29.68785539,17.75472029,22.805,3.586577869,1.675418461,0.81,0.82,0.7884,0.0
61,Marshall,Marshall,11552,0,89.36478332,2.776915823,28.3568298,15.78150615,21.93,3.652205031,1.841429622,0.83,0.82,0.7995,0.0
62,Mason,Mason,12543,0,90.54637257,3.733322488,28.74565124,16.39916056,22.759999999999998,3.811580964,2.892374045,0.79,0.78,0.7824,0.0
63,Massac,Massac,13627,0,95.78595987,4.179163672,30.19497878,18.34689107,23.549999999999997,3.052690612,1.40328578,0.8,0.81,0.8102,0.0
64,Menard,Menard,11963,0,89.78240225,3.601869307,28.77188143,16.71689519,21.515,3.832187777,2.058311022,0.82,0.82,0.8028,0.0
65,Mercer,Mercer,15292,0,91.42658554,3.051938996,28.25926506,15.903618,21.94,3.64388171,1.828113764,0.84,0.83,0.7783,0.0
66,Monroe,Monroe,34969,0,89.17836425,4.951098952,30.2474667,18.69131522,23.055,3.285526851,1.497265145,0.78,0.81,0.7311,0.0
67,Montgomery,Montgomery,27615,0,90.96263852,3.252524419,29.18386557,16.82637744,22.05,3.832261357,1.430013074,0.81,0.83,0.7616,0.0
68,Morgan,Morgan,32618,0,91.02773045,2.989594672,29.03291177,16.68548997,23.145,3.826570141,1.748607997,0.81,0.81,0,0.0
69,Moultrie,Moultrie,14365,0,90.77769467,3.311477076,28.274988,16.57308626,22.355,3.710470442,1.752204206,0.82,0.79,0.7838,0.0
70,Ogle,Ogle,51345,0,90.60787082,3.555556277,27.63149868,15.10175261,20.314999999999998,3.952491968,1.583260344,0.81,0.8,0.7718,0.0
71,Peoria,Peoria,179630,0,87.79715974,3.136844512,28.37901523,16.41789618,22.759999999999998,3.771957417,1.817181761,0.82,0.81,0.7898,0.0
72,Perry,Perry,20272,0,91.61301436,4.061234187,30.03622557,18.18365935,22.82,3.102621121,1.471254264,0.78,0.78,0.7669,0.0
73,Piatt,Piatt,16628,0,89.15676593,3.30245947,28.29424975,16.83074731,0.0,3.614678881,1.946297853,0.83,0.82,0.8005,0.0
74,Pike,Pike,14258,0,89.85093095,3.000360771,28.98252666,17.14683986,22.355,3.672168185,1.791334959,0.8,0.82,0.7576,0.0
75,Pope,Pope,3703,0,93.65434479,4.76544905,30.04928704,18.39784273,22.295,3.071795879,1.906009316,0.8,0.85,0.7721,0.0
76,Pulaski,Pulaski,4879,0,94.51204439,3.658455512,30.10469892,18.80429083,22.935,3.099912422,1.527164549,0.79,0.82,0.7796,0.0
77,Putnam,Putnam,5633,0,88.2015908,2.814473816,28.08502681,15.74029393,22.105,3.593049561,1.716197909,0.8,0.8,0.7218,0.0
78,Randolph,Randolph,29903,0,89.85390778,3.816850471,30.03669771,18.25556723,23.785,3.175721605,1.498958407,0.79,0.8,0.7699,0.0
79,Richland,Richland,15362,0,90.5636404,3.600533964,29.5773398,17.52703697,22.740000000000002,3.514938512,1.560254183,0.8,0.81,0.7697,0.0
80,Rock Island,Rock Island,142731,0,90.31892098,3.387234114,28.28834699,15.98575023,22.22,3.550954905,1.333631417,0.81,0.79,0.7507,0.0
81,St. Clair,St. Clair,251149,3,89.74559635,4.844529093,30.18406902,18.57996778,24.39,3.207640167,1.374590055,0.8,0.79,0.7641,1.1945100318934179
82,Saline,Saline,22826,0,92.56128217,4.131217729,30.43843588,18.1927305,22.655,3.063391134,1.482560566,0.78,0.82,0.7727,0.0
83,Sangamon,Sangamon,194345,1,88.95233613,3.208388043,28.91509836,17.0973231,22.869999999999997,3.818352728,1.637843882,0.81,0.81,0.784,0.5145488692788598
84,Schuyler,Schuyler,6750,0,89.57393104,2.999234026,28.73461542,16.77676569,22.22,3.822220565,1.910578175,0.81,0.83,0.777,0.0
85,Scott,Scott,4880,0,90.58981975,3.167550273,29.09392203,16.95815829,22.015,3.813234077,1.671077518,0.8,0.81,0.7848,0.0
86,Shelby,Shelby,20542,0,91.954647,3.475859318,28.4667477,16.55292887,22.28,3.795600395,1.564202203,0.82,0.83,0.783,0.0
87,Stark,Stark,5272,0,89.10058724,3.718111973,27.99620863,15.87179991,0.0,3.704943056,2.032760586,0.83,0.82,0.7793,0.0
88,Stephenson,Stephenson,43088,0,92.91757734,3.600631862,27.07051039,14.74512698,12.64,3.865015233,1.649848277,0.81,0.79,0.8051,0.0
89,Tazewell,Tazewell,129821,2,89.96032246,3.405764748,28.89560309,16.17655685,23.725,3.801000234,1.801836377,0.82,0.79,0.7407,1.540582802474176
90,Union,Union,16886,0,93.71664647,3.910110278,29.73875713,18.30222416,23.085,3.027004827,1.781086131,0.78,0.83,0.8005,0.0
91,Vermilion,Vermilion,71106,1,91.27006354,3.467179069,28.49083327,15.87656799,21.915,3.597271713,1.61124192,0.83,0.82,0.7527,1.4063510814839817
92,Wabash,Wabash,10979,0,90.92806893,3.495487265,30.11535928,17.89498446,21.755000000000003,3.208527244,1.375636985,0.78,0.8,0.7736,0.0
93,Warren,Warren,16217,0,90.56734346,3.389811881,28.06049647,15.98835042,0.0,3.79599129,1.953576275,0.84,0.83,0.7619,0.0
94,Washington,Washington,13535,0,91.6225154,4.930877004,29.83930473,18.14790584,0.0,3.416524131,1.673771951,0.79,0.82,0.7836,0.0
95,Wayne,Wayne,15928,0,91.66089501,3.834207371,29.85481099,17.81767594,0.0,3.548867705,1.554992345,0.8,0.81,0.7412,0.0
96,White,White,13395,0,92.31710545,4.006030912,30.38826251,18.1782739,22.345,3.238352643,1.385642414,0.79,0.81,0.7555,0.0
97,Whiteside,Whiteside,54657,0,89.60207623,3.247247621,27.90480563,15.77227883,21.439999999999998,3.454725507,1.716051314,0.81,0.8,0.7413,0.0
98,Will,Will,708583,2,90.32714615,3.290598665,28.39317943,15.66438962,23.335,3.600910625,1.185811375,0.78,0.75,0.7786,0.2822534551351077
99,Williamson,Williamson,67064,0,92.38655297,3.691178983,30.17887702,18.31754838,23.705,2.992142172,1.384584897,0.79,0.81,0.7805,0.0
100,Winnebago,Winnebago,283790,4,91.90621908,3.870280545,27.43685961,14.90689569,21.115,3.896779581,1.356499799,0.79,0.79,0,1.4094929349166638
101,Woodford,Woodford,38290,0,90.23327007,2.723549583,28.61214303,15.58370573,23.075,3.758493978,1.775689925,0.83,0.82,0,0.0
