,County,County,2017,Cases_2017,Hum_17,Pre_17,Tmax_17,Tmin_17,LSTMean_2017,WS_17,Chlorophyll_2017,Ag_MEAN_2017,Fs_MEAN_2017,Rn_MEAN_2017,Cases_normalized_2017
13,Clinton,Clinton,37645,0,86.50549241,1.975902563,29.74424799,17.26469634,24.18,3.674456245,1.391024456,0.75,0.79,0.68,0.0
14,Coles,Coles,51353,0,86.4599174,1.889236579,28.92053246,16.20624985,22.6,3.770011338,1.329303107,0.77,0.79,0.67,0.0
15,Cook,Cook,5200821,52,85.99302353,2.644728493,26.98567235,16.0532431,23.475,3.840832462,0.924031471,0.67,0.72,0.64,0.999842140308232
16,Crawford,Crawford,18975,0,91.34095992,2.058746941,29.06349664,16.06539738,23.205,3.374272444,1.284724667,0.78,0.79,0.77,0.0
17,Cumberland,Cumberland,10880,0,88.00521381,1.794440168,29.4747909,16.15078715,22.445,3.798657063,1.322019712,0.78,0.79,0.79,0.0
18,DeKalb,DeKalb,104309,0,92.88308482,3.33591502,26.84899447,14.16654409,21.34,3.984796261,1.28333178,0.84,0.81,0.74,0.0
19,De Witt,De Witt,15906,0,86.06902132,1.686750401,28.60701741,15.69108149,23.235,3.832159555,1.31532649,0.79,0.77,0.0,0.0
20,Douglas,Douglas,19629,1,86.81304191,1.852270731,28.77467714,15.96559716,0.0,3.76857723,1.267654138,0.77,0.77,0.65,5.094503031229303
21,DuPage,DuPage,930265,6,90.9315972,2.546450143,27.54555045,14.94493132,22.295,3.975308231,0.734576391,0.72,0.71,0.76,0.6449775064094639
22,Edgar,Edgar,17390,0,90.04908983,1.959279971,28.59923957,15.62568926,0.0,3.670773567,1.346951743,0.79,0.79,0.73,0.0
23,Edwards,Edwards,6448,0,89.2293945,2.231451154,30.02201531,17.09930698,0.0,3.384262606,1.424772515,0.77,0.78,0.73,0.0
24,Effingham,Effingham,34123,0,87.57095305,1.855982724,29.76048206,16.28479885,23.875,3.836249061,1.419701487,0.76,0.78,0.76,0.0
25,Fayette,Fayette,21514,0,87.76039421,2.10820395,29.51408719,16.24979406,24.0,3.807028906,1.648082619,0.78,0.8,0.72,0.0
26,Ford,Ford,13298,0,91.56700946,3.019090986,28.04316354,15.0800383,0.0,3.699378192,1.508504993,0.81,0.79,0.77,0.0
27,Franklin,Franklin,38995,1,88.83478629,1.999551657,29.74724713,17.52913954,24.48,2.912973216,1.510652112,0.78,0.78,0.77,2.564431337350942
28,Fulton,Fulton,35104,0,86.76912803,2.231658906,28.43947894,15.43375781,23.295,3.998526997,1.590269529,0.82,0.82,0.76,0.0
29,Gallatin,Gallatin,5071,0,91.9898042,2.388901266,29.68648289,17.50211416,23.205,3.088117197,1.479904093,0.75,0.82,0.77,0.0
30,Greene,Greene,13156,0,86.36003834,1.900444891,29.45662535,16.47525518,23.085,3.734151536,1.612419864,0.79,0.79,0.73,0.0
31,Grundy,Grundy,50622,0,91.19797153,2.703826546,27.73453748,14.86576357,21.975,3.588869808,1.441510265,0.81,0.77,0.75,0.0
32,Hamilton,Hamilton,8181,0,90.26122136,2.284951925,29.83569902,17.17807355,0.0,3.181057311,1.715928559,0.77,0.79,0.8,0.0
33,Hancock,Hancock,17958,0,84.06104095,2.430544132,28.68719798,16.16496002,22.6,3.971736653,1.697939377,0.82,0.81,0.78,0.0
34,Hardin,Hardin,3922,0,93.13323194,2.15265737,29.27673652,17.26043208,23.15,3.287582522,1.756177833,0.78,0.82,0.82,0.0
35,Henderson,Henderson,6819,0,84.91944926,2.438220525,28.35969264,15.68120153,22.305,3.974899494,1.658975252,0.84,0.8,0.82,0.0
36,Henry,Henry,49219,0,88.78605302,2.88911037,27.79919371,14.95635384,22.055,3.816385962,1.565552946,0.85,0.82,0.81,0.0
37,Iroquois,Iroquois,27777,0,92.54691616,3.968137224,27.83495448,15.06662052,22.025,3.699161704,1.418115899,0.81,0.81,0.78,0.0
38,Jackson,Jackson,57904,2,91.1875009,2.451525495,29.73822904,17.36167812,23.645,2.947613444,1.700405642,0.78,0.82,0.68,3.453992815694943
39,Jasper,Jasper,9523,0,88.64401663,2.104955338,29.23317624,16.44616536,23.784999999999997,3.731234467,1.363817044,0.78,0.78,0.74,0.0
40,Jefferson,Jefferson,38045,0,88.19129562,1.892787366,29.71355068,16.91698405,24.625,3.242663974,1.521175104,0.75,0.77,0.78,0.0
41,Jersey,Jersey,21912,0,87.18735756,2.033272529,29.5350335,16.77675024,23.315,3.63074209,1.658294122,0.78,0.82,0.76,0.0
42,Jo Daviess,Jo Daviess,21495,0,93.74098007,3.567672546,26.46212926,13.75183314,20.91,3.709770473,1.49702995,0.81,0.8,0.77,0.0
43,Johnson,Johnson,12399,0,91.94352043,2.5630352,29.79984588,17.76280719,23.509999999999998,2.908352577,1.99457164,0.8,0.82,0.72,0.0
44,Kane,Kane,532272,2,92.71253415,3.260181254,26.94002269,14.36694419,23.165,3.987093913,1.098059874,0.8,0.75,0.72,0.3757477379986172
45,Kankakee,Kankakee,110540,2,92.28108564,3.261819412,27.57955984,15.01623123,22.375,3.584325488,1.337208813,0.8,0.79,0.76,1.8092998009770218
46,Kendall,Kendall,126152,0,91.14139814,2.857047307,27.51181351,14.82745291,21.585,3.668518147,1.295479137,0.81,0.78,0.8,0.0
47,Knox,Knox,50577,0,88.43475979,2.484987953,27.9300567,14.81687706,21.985,3.975097306,1.695958545,0.84,0.82,0.67,0.0
48,Lake,Lake,702475,6,91.96546784,4.422210053,25.88461361,14.77201599,21.369999999999997,4.159084157,59.34232677,0.72,0.73,0.75,0.8541229225239332
49,LaSalle,LaSalle,109622,1,90.16670659,2.69552163,27.66995581,14.69495496,23.295,3.720457848,1.459513394,0.84,0.78,0.61,0.912225648136323
50,Lawrence,Lawrence,16027,0,90.1668412,2.021095217,29.43589199,16.61421796,23.53,3.382775369,1.204407124,0.75,0.78,0.81,0.0
51,Lee,Lee,34540,1,91.94147762,2.885476192,27.16800089,14.35002205,21.53,3.866197515,1.406590792,0.84,0.81,0.76,2.895193977996526
52,Livingston,Livingston,36124,0,91.53236915,2.782691691,28.16600598,14.97028668,22.340000000000003,3.619199964,1.480265901,0.8,0.79,0.79,0.0
53,Logan,Logan,29034,0,85.62340763,2.021150882,28.91815603,15.84748776,22.994999999999997,3.859518529,1.545452457,0.82,0.81,0.8,0.0
54,McDonough,McDonough,30373,0,88.40391624,2.35864416,28.29830789,15.47998954,21.98,4.022823161,1.610823014,0.83,0.81,0.74,0.0
55,McHenry,McHenry,307815,4,95.02090858,3.906843843,26.56153593,13.79483651,21.46,3.994027628,1.151043171,0.79,0.78,0.74,1.2994818316196417
56,McLean,McLean,172754,0,88.69866176,2.370441809,28.47556612,15.32701538,22.435,4.007438295,1.529230204,0.81,0.79,0.7,0.0
57,Macon,Macon,105399,0,84.51861245,2.0473919,28.82898915,16.22326139,24.215,3.81828954,1.392971772,0.79,0.76,0.77,0.0
58,Macoupin,Macoupin,45505,0,86.85554227,2.353506921,29.28615088,16.35955019,23.064999999999998,3.807513191,1.546874968,0.8,0.8,0.68,0.0
59,Madison,Madison,265251,2,87.11338967,2.750657759,29.55599168,17.28720515,25.045,3.621335844,1.494163322,0.79,0.78,0.72,0.7540028124304904
60,Marion,Marion,37726,0,87.70306739,1.917704326,29.73260039,16.55601942,24.18,3.623321687,1.486644533,0.75,0.78,0.81,0.0
61,Marshall,Marshall,11668,0,88.30493716,2.305194353,28.0935695,15.02807578,22.305,3.814620193,1.637534043,0.84,0.81,0.79,0.0
62,Mason,Mason,13677,0,85.57943046,2.378550186,29.06442589,15.7624188,23.16,3.952556924,1.687139713,0.81,0.77,0.77,0.0
63,Massac,Massac,14291,1,92.76093814,2.830628083,29.73910856,18.07118514,23.97,2.922096994,1.525340482,0.78,0.79,0.79,6.997410957945561
64,Menard,Menard,12293,0,84.07777895,1.952171571,29.15499316,16.13022142,23.08,3.95451502,1.656890258,0.82,0.81,0.82,0.0
65,Mercer,Mercer,15608,0,87.78244667,2.561399527,28.16564638,15.12098174,22.25,3.899347025,1.594471707,0.84,0.82,0.76,0.0
66,Monroe,Monroe,34179,0,85.65836763,1.669963043,30.32552057,17.64118168,23.994999999999997,3.247105516,1.489951891,0.75,0.79,0.79,0.0
67,Montgomery,Montgomery,28781,0,86.75721879,2.347829172,29.47043054,16.22067754,23.405,3.820907213,1.527063051,0.8,0.81,0.71,0.0
68,Morgan,Morgan,34245,0,86.69970189,1.380142982,29.36955071,15.91812426,23.560000000000002,3.902285767,1.418694061,0.78,0.78,0.0,0.0
69,Moultrie,Moultrie,14701,0,86.1333906,1.977744774,28.95087698,16.06187407,23.15,3.794404699,1.458348212,0.78,0.75,0.76,0.0
70,Ogle,Ogle,50993,0,93.4504839,3.464883592,27.03833715,14.12383968,21.09,3.97008199,1.333491748,0.84,0.82,0.8,0.0
71,Peoria,Peoria,182525,1,86.19462898,2.370438381,28.10659274,15.24382505,23.235,3.935771922,1.48802104,0.83,0.8,0.75,0.5478701547733187
72,Perry,Perry,21281,0,88.90569379,2.139186929,29.78375947,17.26345036,24.145,3.009038664,1.459253667,0.73,0.76,0.71,0.0
73,Piatt,Piatt,16422,0,85.8380639,1.738836171,28.72644451,15.97882287,0.0,3.760186791,1.561099534,0.79,0.78,0.76,0.0
74,Pike,Pike,15668,0,85.83898947,2.194510674,29.33752906,16.47573094,22.86,3.769445368,1.757314792,0.78,0.79,0.78,0.0
75,Pope,Pope,4183,0,93.21733081,2.377543587,29.57694874,17.45732971,23.11,2.978456365,2.100924047,0.79,0.84,0.76,0.0
76,Pulaski,Pulaski,5520,0,92.29430207,1.86090425,29.70870911,18.2195882,23.810000000000002,2.959007476,1.52420263,0.79,0.8,0.82,0.0
77,Putnam,Putnam,5694,0,87.7195656,2.578654137,27.76821695,15.04479373,22.245,3.740326897,1.498178626,0.84,0.8,0.68,0.0
78,Randolph,Randolph,32297,0,88.28286697,1.812025694,30.16647777,17.27237389,24.86,3.067820626,1.375789721,0.73,0.77,0.74,0.0
79,Richland,Richland,15837,0,89.24726747,2.161418188,29.51215753,16.49068655,24.13,3.565182598,1.296858704,0.75,0.77,0.74,0.0
80,Rock Island,Rock Island,143828,0,88.15255089,3.069153108,27.90917957,15.16374668,22.665,3.755058113,1.265823904,0.82,0.79,0.65,0.0
81,St. Clair,St. Clair,262600,1,85.8947409,1.785990302,30.33244708,17.66056241,25.935000000000002,3.158624182,1.336084553,0.75,0.76,0.74,0.38080731150038083
82,Saline,Saline,23963,0,91.49270727,2.222310207,29.79123612,17.41956696,24.03,3.023812216,1.542844332,0.75,0.79,0.78,0.0
83,Sangamon,Sangamon,197072,0,84.18182578,1.656788729,29.37038857,16.32929616,23.939999999999998,3.892987206,1.43896147,0.81,0.8,0.79,0.0
84,Schuyler,Schuyler,6948,0,86.49736909,2.241679983,28.86214939,15.9174001,23.145,4.009405836,1.720806137,0.81,0.81,0.76,0.0
85,Scott,Scott,4983,0,86.00177139,1.564243375,29.38237079,16.20924349,23.009999999999998,3.880629114,1.518550343,0.78,0.78,0.74,0.0
86,Shelby,Shelby,21774,0,86.95597049,1.943523593,29.37377589,16.1332821,23.155,3.822633966,1.317698618,0.77,0.78,0.78,0.0
87,Stark,Stark,5457,0,88.23071178,2.548422742,27.71964556,14.71638005,0.0,3.855812106,1.651665664,0.85,0.83,0.79,0.0
88,Stephenson,Stephenson,44997,0,94.62153865,4.074588717,26.35619748,13.81169394,20.755000000000003,3.907062265,1.360908378,0.82,0.8,0.77,0.0
89,Tazewell,Tazewell,133489,0,85.35883456,2.391461906,28.74621286,15.65196743,24.285,3.949357863,1.532691939,0.83,0.79,0.77,0.0
90,Union,Union,16968,0,91.63726847,2.198804238,29.81902897,17.73447078,24.09,2.877764068,1.828382073,0.79,0.82,0.71,0.0
91,Vermilion,Vermilion,77689,0,90.30036763,2.524362441,28.18155849,15.41712185,23.105,3.682211592,1.400512627,0.81,0.8,0.82,0.0
92,Wabash,Wabash,11523,0,90.7789218,2.341870523,29.71443359,16.8485196,23.705,3.253086308,1.338341105,0.75,0.78,0.69,0.0
93,Warren,Warren,17144,0,87.37401581,2.342902475,28.08289892,15.09153431,0.0,4.003167784,1.679182825,0.85,0.83,0.72,0.0
94,Washington,Washington,13963,0,87.42123098,1.968812062,29.75914497,17.230283,0.0,3.390652443,1.394413977,0.74,0.78,0.77,0.0
95,Wayne,Wayne,16412,0,88.294222,1.978849693,30.13116953,16.90927657,0.0,3.59709975,1.554837007,0.76,0.78,0.79,0.0
96,White,White,13903,0,91.84686762,2.484011248,29.6136494,17.12821452,23.825,3.262666387,1.617663149,0.8,0.8,0.71,0.0
97,Whiteside,Whiteside,55955,0,90.37150007,3.071367227,27.47881216,14.89120216,22.45,3.578727355,1.324899709,0.82,0.81,0.74,0.0
98,Will,Will,690479,1,91.88613126,2.779096262,27.5841715,14.8514293,23.445,3.660678083,1.026979963,0.78,0.73,0.75,0.14482699691084017
99,Williamson,Williamson,67049,0,90.82795405,2.335024554,29.80294952,17.61184546,24.485,2.927229161,1.548733977,0.79,0.8,0.77,0.0
100,Winnebago,Winnebago,284681,3,93.71725648,3.636186251,26.61738126,14.11800621,21.845,3.928297117,1.156344637,0.81,0.79,0.0,1.0538111078716177
101,Woodford,Woodford,38670,0,87.44277122,2.051112885,28.57189106,15.10877868,23.18,3.929354221,1.45549051,0.81,0.8,0.0,0.0
