iter	RMSE
545	0.03363967852
546	0.03350811776
547	0.03337782123
548	0.03324805911
549	0.03311890859
550	0.03298940191
551	0.03286087241
552	0.03273288703
553	0.03260537251
554	0.03247828632
555	0.0323518269
556	0.03222570817
557	0.03209990319
558	0.03197440131
559	0.03184998239
560	0.03172604855
561	0.03160306093
562	0.03148013114
563	0.03135755865
564	0.03123586677
565	0.03111415724
566	0.03099276417
567	0.03087220056
568	0.03075207147
569	0.03063279672
570	0.03051400522
571	0.03039534501
572	0.0302767979
573	0.0301586014
574	0.03004141474
575	0.02992430703
576	0.02980795817
577	0.02969169131
578	0.02957607557
579	0.02946054059
580	0.02934614928
581	0.02923243816
582	0.02911897569
583	0.02900557529
584	0.02889284958
585	0.02878031564
586	0.02866854257
587	0.02855704597
588	0.02844605654
589	0.02833546867
590	0.02822520133
591	0.02811528437
592	0.02800583939
593	0.0278969705
594	0.02778776162
595	0.02767964055
596	0.02757170556
597	0.02746406299
598	0.02735707544
599	0.02725046023
600	0.02714494968
601	0.02703898727
602	0.0269336297
603	0.02682866763
604	0.02672420767
605	0.0266200554
606	0.02651630939
607	0.02641243513
608	0.02630943089
609	0.02620713819
610	0.02610524714
611	0.02600357978
612	0.02590220537
613	0.02580177571
614	0.02570184371
615	0.02560167239
616	0.0255016298
617	0.02540205719
618	0.02530320751
619	0.02520441997
620	0.02510630329
621	0.02500899409
622	0.02491168616
623	0.02481511391
624	0.0247186936
625	0.02462253498
626	0.02452667627
627	0.02443104899
628	0.0243361475
629	0.02424164041
630	0.02414719617
631	0.02405323938
632	0.0239596374
633	0.02386664674
634	0.02377398115
635	0.02368182054
636	0.02359017371
637	0.02349835283
638	0.02340725006
639	0.02331651533
640	0.02322561654
641	0.02313521333
642	0.02304504437
643	0.02295546399
644	0.02286641401
645	0.02277737763
646	0.0226884408
647	0.02260039587
648	0.02251266592
649	0.02242495355
650	0.02233750115
651	0.02225065655
652	0.02216411237
653	0.02207779562
654	0.02199214632
655	0.02190649463
656	0.02182135846
657	0.02173636832
658	0.02165173186
659	0.02156761834
660	0.02148360457
661	0.02140030004
662	0.02131700991
663	0.02123407464
664	0.02115152201
665	0.02106927537
666	0.02098734063
667	0.02090602892
668	0.02082473676
669	0.02074390454
670	0.02066336856
671	0.02058305439
672	0.02050299863
673	0.02042362487
674	0.0203443048
675	0.02026525321
676	0.02018641163
677	0.02010801354
678	0.0200298028
679	0.01995191314
680	0.01987405179
681	0.01979699965
682	0.0197200552
683	0.01964332764
684	0.01956701418
685	0.01949101043
686	0.01941530941
687	0.01934003568
688	0.01926487867
689	0.01919007394
690	0.01911548903
691	0.01904124104
692	0.01896725366
693	0.01889366638
694	0.01882057363
695	0.01874746108
696	0.01867463904
697	0.01860214705
698	0.01852989371
699	0.01845801383
700	0.01838634996
701	0.01831497681
702	0.01824386752
703	0.01817298205
704	0.01810243335
705	0.01803216521
706	0.01796235776
707	0.01789264811
708	0.0178232211
709	0.01775407037
710	0.01768544246
711	0.01761682298
712	0.01754853918
713	0.01748047532
714	0.01741258931
715	0.01734533852
716	0.01727832987
717	0.01721137687
718	0.01714464701
719	0.01707818021
720	0.01701198526
721	0.01694604928
722	0.01688038034
723	0.01681501079
724	0.01674985893
725	0.01668497095
726	0.01662033452
727	0.01655596241
728	0.01649184672
729	0.0164279821
730	0.01636436953
731	0.01630101288
732	0.01623790634
733	0.01617512491
734	0.01611252597
735	0.0160500777
736	0.01598796974
737	0.01592604651
738	0.01586432028
739	0.01580295087
740	0.01574183217
741	0.01568111853
742	0.01562048161
743	0.01556008437
744	0.01549992814
745	0.0154400835
746	0.01538057965
747	0.01532114351
748	0.01526193891
749	0.01520297281
750	0.01514424564
751	0.01508581533
752	0.01502754888
753	0.01496951722
754	0.01491164359
755	0.01485407187
756	0.01479673019
757	0.01473962293
758	0.01468274388
759	0.01462608687
760	0.01456958426
761	0.01451330583
762	0.01445732621
763	0.01440172292
764	0.01434618697
765	0.01429087318
766	0.01423578067
767	0.01418090859
768	0.01412630159
769	0.0140720187
770	0.01401782172
771	0.01396374153
772	0.01391000283
773	0.01385642819
774	0.01380306994
775	0.0137498465
776	0.01369683659
777	0.01364404116
778	0.01359152871
779	0.01353922669
780	0.01348713428
781	0.01343517728
782	0.01338350257
783	0.01333203515
784	0.01328077236
785	0.01322963912
786	0.0131787113
787	0.01312806144
788	0.01307754072
789	0.01302722302
790	0.01297717903
791	0.01292726373
792	0.01287754911
793	0.01282810398
794	0.01277885892
795	0.0127297391
796	0.01268081846
797	0.01263217543
798	0.0125836434
799	0.01253537578
800	0.01248724872
801	0.01243936601
802	0.01239160673
803	0.01234403978
804	0.01229673237
805	0.01224961389
806	0.01220263105
807	0.01215582202
808	0.01210920166
809	0.01206278312
810	0.01201655023
811	0.01197054984
812	0.01192468591
813	0.0118790069
814	0.01183349471
815	0.01178816617
816	0.01174303496
817	0.01169808583
818	0.0116533194
819	0.01160873363
820	0.01156432651
821	0.01152009999
822	0.01147605073
823	0.01143218067
824	0.01138846145
825	0.01134491897
826	0.01130157455
827	0.01125840656
828	0.01121538842
829	0.01117256742
830	0.01112989387
831	0.0110874172
832	0.01104511108
833	0.01100297613
834	0.01096101169
835	0.01091921834
836	0.01087759293
837	0.01083610532
838	0.01079481506
839	0.01075369205
840	0.01071273565
841	0.01067191212
842	0.01063128689
843	0.01059082518
844	0.01055055028
845	0.01051038087
846	0.01047040691
847	0.01043059626
848	0.01039091222
849	0.0103513894
850	0.01031205786
851	0.01027290675
852	0.01023386099
853	0.0101950042
854	0.01015630531
855	0.0101177637
856	0.0100793436
857	0.01004111348
858	0.01000300395
859	0.009965083999
860	0.009927317283
861	0.009889704282
862	0.009852244406
863	0.009814938097
864	0.009777742976
865	0.009740699542
866	0.009703843773
867	0.009667138229
868	0.009630543229
869	0.009594143735
870	0.009557846578
871	0.009521697667
872	0.009485729619
873	0.009449872963
874	0.009414196737
875	0.00937866717
876	0.009343245393
877	0.009308003356
878	0.009272676805
879	0.009237494868
880	0.009202637273
881	0.009167506853
882	0.009132518982
883	0.009097897542
884	0.009063417972
885	0.009029079713
886	0.008995041467
887	0.008960744935
888	0.008926587728
889	0.008892569306
890	0.008859069905
891	0.0088253218
892	0.008791710897
893	0.008758236664
894	0.00872507112
895	0.008691865292
896	0.008658794572
897	0.008626028376
898	0.008593214641
899	0.008560542108
900	0.008528002627
901	0.008495760158
902	0.008463472752
903	0.008431316944
904	0.008399299886
905	0.008367404998
906	0.008335640194
907	0.00830401182
908	0.008272775975
909	0.008241391797
910	0.008210142739
911	0.008179013527
912	0.008148011437
913	0.008117135981
914	0.00808638667
915	0.008055767742
916	0.008025268525
917	0.007994898689
918	0.007964777096
919	0.007934646299
920	0.007903941888
921	0.007873366025
922	0.007843727281
923	0.007813398026
924	0.00778319577
925	0.007753915426
926	0.007723956865
927	0.007694123772
928	0.007665197679
929	0.007635605406
930	0.007606137093
931	0.007577561149
932	0.007548330817
933	0.007519222955
934	0.007490993113
935	0.00746212043
936	0.007433368749
937	0.007405481008
938	0.007376961739
939	0.007348756358
940	0.007321206317
941	0.007293227093
942	0.007265362962
943	0.00723771965
944	0.007210612587
945	0.007183323398
946	0.007155902841
947	0.007129123055
948	0.007102161568
949	0.007075311324
950	0.007048571888
951	0.007022219657
952	0.0069956952
953	0.006969029638
954	0.006942720667
955	0.006916790375
956	0.00689069307
957	0.006864451666
958	0.006838566519
959	0.006813051686
960	0.006787374945
961	0.006761551164
962	0.006736083308
963	0.006710977558
964	0.0066857149
965	0.006660556841
966	0.006635245319
967	0.006610542378
968	0.006585687426
969	0.006560935479
970	0.006536027249
971	0.006511720945
972	0.006487267425
973	0.006462915343
974	0.006438404206
975	0.006414476114
976	0.006390417422
977	0.006366458628
978	0.006342338666
979	0.006318575412
980	0.00629513588
981	0.006271564751
982	0.006248091623
983	0.006224451193
984	0.006201457384
985	0.006178267449
986	0.006154911562
987	0.006131911208
988	0.006109218234
989	0.00608640416
990	0.00606368514
991	0.006040794165
992	0.006018261083
993	0.005996088185
994	0.005973473173
995	0.005951212504
996	0.00592904473
997	0.005907228974
998	0.005884975933
999	0.005863076388
1000	0.005841268337
1001	0.005819738116
1002	0.005797897004
1003	0.005776087483
1004	0.005754369099
1005	0.005733000389
1006	0.005711903565
1007	0.005690499227
1008	0.005669128803
1009	0.005647847801
1010	0.005627156502
1011	0.005606301385
1012	0.005585533709
1013	0.005564594402
1014	0.005544173603
1015	0.005523658577
1016	0.005503017844
1017	0.005482414681
1018	0.005461943684
1019	0.005441933776
1020	0.005421580106
1021	0.005401357073
1022	0.005381169779
1023	0.005361485291
1024	0.005341507373
1025	0.005321556931
1026	0.005301731875
1027	0.005282366536
1028	0.005262702741
1029	0.005243496976
1030	0.005223947403
1031	0.005204901463
1032	0.005185552698
1033	0.005166721775
1034	0.005147531622
1035	0.005128796529
1036	0.005109762752
1037	0.005091250674
1038	0.005072317177
1039	0.005053514668
1040	0.00503522886
1041	0.005016525459
1042	0.00499795157
1043	0.004979403047
1044	0.004961413489
1045	0.004943065604
1046	0.004924742782
1047	0.004906547279
1048	0.00488884901
1049	0.00487074931
1050	0.004852775492
1051	0.004835294123
1052	0.004817414996
1053	0.004799660331
1054	0.004782393369
1055	0.004764753581
1056	0.004747214879
1057	0.004730159689
1058	0.004712734402
1059	0.004695409183
1060	0.004678563319
1061	0.00466135006
1062	0.004644235874
1063	0.004626984475
1064	0.004610221121
1065	0.004593316603
1066	0.004576276242
1067	0.004559817112
1068	0.004542347887
1069	0.004525715488
1070	0.004509543879
1071	0.004493012806
1072	0.004476583473
1073	0.004460520601
1074	0.004443055997
1075	0.004426054987
1076	0.004408731593
1077	0.004393015999
1078	0.004376218296
1079	0.00435949255
1080	0.004343843765
1081	0.004326852048
1082	0.004311333612
1083	0.0042948688
1084	0.004278076265
1085	0.00426274804
1086	0.004246087709
1087	0.004230887228
1088	0.004214743604
1089	0.004198278522
1090	0.004183264437
1091	0.004167313377
1092	0.00415143082
1093	0.004135616473
1094	0.004120844673
1095	0.004105156746
1096	0.004089536231
1097	0.004073451784
1098	0.004058918643
1099	0.004044429617
1100	0.004028649544
1101	0.004013334381
1102	0.003997561962
1103	0.003983325193
1104	0.003969150578
1105	0.003953676742
1106	0.003939601149
1107	0.003924641053
1108	0.003908774469
1109	0.003892905862
1110	0.003879076381
1111	0.00386333861
1112	0.003847748356
1113	0.003834068082
1114	0.003818531795
1115	0.003803069435
1116	0.003789556487
1117	0.003774221065
1118	0.003759026311
1119	0.00374567892
1120	0.003730539769
1121	0.003715472559
1122	0.003700541716
1123	0.003687430392
1124	0.003672556475
1125	0.003657753145
1126	0.003644780905
1127	0.00363009913
1128	0.003615547257
1129	0.003602734141
1130	0.003588240179
1131	0.00357381492
1132	0.003559515587
1133	0.003546931952
1134	0.00353269166
1135	0.003518518789
1136	0.003506066331
1137	0.003492065013
1138	0.003478073378
1139	0.00346577388
1140	0.003451897211
1141	0.003438229179
1142	0.003426103666
1143	0.003412547979
1144	0.003400496971
1145	0.003387050811
1146	0.003375111308
1147	0.003363224019
1148	0.003350040355
1149	0.003336806096
1150	0.003325063238
1151	0.00331337178
1152	0.003300130909
1153	0.003287212184
1154	0.003275662413
1155	0.003262584618
1156	0.003249717622
1157	0.003238306709
1158	0.0032269458
1159	0.003214073724
1160	0.003201514347
1161	0.003190291223
1162	0.003177577673
1163	0.003166446546
1164	0.00315408618
1165	0.003141529184
1166	0.003130533145
1167	0.00311832516
1168	0.003105922775
1169	0.003094611186
1170	0.003082555278
1171	0.003071337937
1172	0.003059380372
1173	0.003048256499
1174	0.00303718152
1175	0.003025365267
1176	0.003014382592
1177	0.003002662654
1178	0.002991771519
1179	0.002980147083
1180	0.002969402692
1181	0.002958644309
1182	0.002947989154
1183	0.002937381082
1184	0.002926753141
1185	0.002916233248
1186	0.002905693261
1187	0.002895260859
1188	0.002884808137
1189	0.002874462541
1190	0.002864162792
1191	0.002853836935
1192	0.002843622966
1193	0.002833382689
1194	0.002823253834
1195	0.002813169958
1196	0.002803054061
1197	0.002793054294
1198	0.002783022327
1199	0.002773106015
1200	0.002763233836
1201	0.002753323816
1202	0.002743534108
1203	0.002733706406
1204	0.002723998528
1205	0.002714333955
1206	0.002704613154
1207	0.002695029522
1208	0.002685388886
1209	0.002675885567
1210	0.002666324474
1211	0.002656900844
1212	0.00264741868
1213	0.002638074121
1214	0.00262877142
1215	0.00261940417
1216	0.002610179612
1217	0.002600889779
1218	0.002591742758
1219	0.002582529744
1220	0.002573472777
1221	0.00256445646
1222	0.002555355072
1223	0.002546415054
1224	0.002537388165
1225	0.00252852208
1226	0.002519569115
1227	0.002509931102
1228	0.002501173345
1229	0.002492329393
1230	0.002483634062
1231	0.002474978068
1232	0.002466241131
1233	0.002457658086
1234	0.002448993419
1235	0.002439643032
1236	0.002431166181
1237	0.002422727783
1238	0.002414202454
1239	0.002405835307
1240	0.002397380608
1241	0.002389122152
1242	0.002379630529
1243	0.002371441466
1244	0.002362024952
1245	0.002353904719
1246	0.002344562709
1247	0.002336510749
1248	0.002327242643
1249	0.002319258402
1250	0.002311262703
1251	0.002302098981
1252	0.002294215835
1253	0.002286321315
1254	0.00227726072
1255	0.002269477451
1256	0.002261729143
1257	0.00225270927
1258	0.002243729378
1259	0.002236077073
1260	0.002227167383
1261	0.002218297185
1262	0.002210739679
1263	0.002201938809
1264	0.002189724792
1265	0.00217492528
1266	0.00216290313
1267	0.002154297868
1268	0.002142390134
1269	0.002127954929
1270	0.002116234269
1271	0.002108212849
1272	0.002100228761
1273	0.002086094984
1274	0.002078186905
1275	0.002070315627
1276	0.002063279598
1277	0.002056275139
1278	0.002049302133
1279	0.002042360461
1280	0.002035285505
1281	0.002028403169
1282	0.002021551823
1283	0.002008001092
1284	0.001996993037
1285	0.00199002667
1286	0.001983092617
1287	0.001976190738
1288	0.001969468256
1289	0.001956314848
1290	0.001948494812
1291	0.00194071568
1292	0.001933974829
1293	0.00192726528
1294	0.001920586899
1295	0.001913939555
1296	0.001907323116
1297	0.001900866299
1298	0.001894307688
1299	0.001887907176
1300	0.001881535808
1301	0.0018750613
1302	0.001868745589
1303	0.001862458694
1304	0.001856067312
1305	0.001849835433
1306	0.001842445166
1307	0.001836135649
1308	0.001829982895
1309	0.001823858314
1310	0.001817629969
1311	0.001811559137
1312	0.001805516164
1313	0.001798309648
1314	0.001792186589
1315	0.001786220538
1316	0.001775191583
1317	0.001768896615
1318	0.001762631525
1319	0.001756396181
1320	0.00175019045
1321	0.001744014203
1322	0.001737867311
1323	0.001727557958
1324	0.001721478751
1325	0.001715428474
1326	0.001709152451
1327	0.001703154853
1328	0.001697185825
1329	0.001690987172
1330	0.001680571553
1331	0.001675145578
1332	0.001669285921
1333	0.001663399372
1334	0.001657337657
1335	0.001652002574
1336	0.001646240339
1337	0.001640251785
1338	0.001634984308
1339	0.001628633387
1340	0.001618622069
1341	0.001608693212
1342	0.00160353873
1343	0.001598408782
1344	0.001593303271
1345	0.0015882221
1346	0.001582705282
1347	0.00157696888
1348	0.001571501172
1349	0.001565812096
1350	0.001560836541
1351	0.001555436262
1352	0.001549628475
1353	0.001543849262
1354	0.001538098478
1355	0.001532375977
1356	0.001526681616
1357	0.001521015251
1358	0.001515376742
1359	0.001509765946
1360	0.001504182725
1361	0.001498626939
1362	0.001493098451
1363	0.001487219452
1364	0.001482261769
1365	0.00147680086
1366	0.001470989362
1367	0.001465577067
1368	0.001459813444
1369	0.001454075804
1370	0.001449234842
1371	0.001443910173
1372	0.001438238394
1373	0.001433560243
1374	0.001427932291
1375	0.001422694662
1376	0.001417113075
1377	0.001412405664
1378	0.001407232169
1379	0.001401714627
1380	0.001397168582
1381	0.001391693664
1382	0.00138660481
1383	0.001381174995
1384	0.00137576968
1385	0.001371309894
1386	0.001366304377
1387	0.001360961455
1388	0.001356561145
1389	0.001351259496
1390	0.001346897088
1391	0.001341636384
1392	0.001336749817
1393	0.001331532466
1394	0.001327236751
1395	0.001321945624
1396	0.001317689794
1397	0.001312900937
1398	0.001307781717
1399	0.001303575533
1400	0.001296450605
1401	0.001289763524
1402	0.001284740873
1403	0.001279740937
1404	0.001274763612
1405	0.001269808792
1406	0.001264876374
1407	0.001259966256
1408	0.001255078335
1409	0.001251053083
1410	0.001247047446
1411	0.001243061345
1412	0.001238116465
1413	0.001234165237
1414	0.001230224712
1415	0.00122352765
1416	0.001216879542
1417	0.001210643067
1418	0.001205956661
1419	0.001201291484
1420	0.001196647439
1421	0.001192024428
1422	0.001187422357
1423	0.001182841129
1424	0.00117908155
1425	0.001175340397
1426	0.001171617593
1427	0.001166966835
1428	0.001163276699
1429	0.001156979993
1430	0.001152040027
1431	0.001147544559
1432	0.001142655307
1433	0.001138201107
1434	0.001133767978
1435	0.001129355817
1436	0.001124878812
1437	0.001120423055
1438	0.001115737135
1439	0.001111079778
1440	0.001106762361
1441	0.001099390237
1442	0.001095123646
1443	0.001090877261
1444	0.001086650986
1445	0.001082444723
1446	0.001078258373
1447	0.001074091842
1448	0.001069945032
1449	0.00106571167
1450	0.001061498414
1451	0.001058132266
1452	0.00105478309
1453	0.001051450812
1454	0.001048135357
1455	0.00104483665
1456	0.001041554618
1457	0.001038289188
1458	0.001032702573
1459	0.001025790356
1460	0.001021744771
1461	0.001017719714
1462	0.001013715079
1463	0.001009733568
1464	0.001002999701
1465	0.0009991349898
1466	0.0009952109942
1467	0.0009913069138
1468	0.0009874908866
1469	0.0009836223861
1470	0.000979840285
1471	0.0009760070559
1472	0.0009729616404
1473	0.000969931684
1474	0.0009669171187
1475	0.0009639178768
1476	0.000960933891
1477	0.0009579524066
1478	0.0009550968085
1479	0.0009522552764
1480	0.0009493265097
1481	0.0009442582205
1482	0.0009386200475
1483	0.0009349530321
1484	0.0009313046923
1485	0.0009277326831
1486	0.0009241177223
1487	0.0009213829886
1488	0.0009185653084
1489	0.0009158568411
1490	0.0009130662963
1491	0.0009103838955
1492	0.0009055493658
1493	0.0009001953061
1494	0.0008966928944
1495	0.0008919125419
1496	0.0008866692516
1497	0.0008834737501
1498	0.0008802935807
