,Year,GEOID,County,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,2017,2018,2019,2020,2021,2022,2023,2024,Cases_2017,2017_normalized
79,2017.0,17159.0,Richland,-0.121128490759934,-0.0393046514343466,0.0133575485031257,-0.0794080445603848,0.0146344274053656,-0.107359776735566,0.0313076923006379,0.0586143929569179,-0.0215493404951108,-0.1981323568325987,0.0827868080223645,0.0130177900873281,-0.0328929044139554,0.0297053494581673,-0.0649058650231279,0.0819300498952351,-0.1800926742599276,0.0798063005872703,-0.1097546854616606,0.0409272921610141,-0.0569345342853119,0.0201141465175679,0.0270151816072627,0.1001414732358457,-0.0256387027035827,0.1414691167368534,-0.0135805542574525,-0.0242868642948924,-0.0078261344481636,-0.1713727548010685,-0.1801130482961456,-0.1157555624506794,0.1066612032651029,0.0492758380737093,-0.054527545865621,-0.0852284404361552,-0.0968119018484621,-0.1059858417161188,0.0702048904953372,-0.0360416876701395,0.0072222591174572,0.0898758266081604,0.1950397498472454,-0.1079655044136866,-0.0852530007140022,0.0319480132462955,0.1726497148258732,-0.0558377338672875,0.2150112368372543,-0.1317588940535189,-0.0258034225764876,0.0667601052588796,-0.1316621573897548,0.0701486116916542,0.1678283746259611,0.1854454378683177,-0.0660497228038804,0.140377128310399,0.0215999274326336,-0.1052344439533248,-0.1074315601003809,-0.1143441124940729,-0.123399593346069,0.0321894217721045,15837.0,15695.0,15513.0,15805.0,15784.0,15536.0,15502.0,15362.0,0.0,0.0
80,2017.0,17161.0,Rock Island,-0.0685983524151056,-0.0814194905983728,0.0456087400895755,-0.1056124150096942,0.0394937712379352,-0.1179185458654831,-0.0322384383329848,0.1099905075950819,0.0009022182800281,-0.1560728134093199,0.0880878140834592,-0.0280145885404619,-0.0005471493866285,-0.0104320106181894,-0.1154489838360483,0.0944248504565181,-0.1266515989473946,0.070304892627029,-0.127078914038176,0.0417745088737276,-0.0408442971625266,-0.0605947353870989,0.0329470923668069,0.0687799764611764,-0.0043127892395205,0.129564623950385,-0.0816078148146852,-0.0471734487809363,0.0616154496958561,-0.1565371342237531,-0.1510114072490426,-0.0794233561785037,0.0466070415758254,0.0071527619767539,-0.0542156397954789,0.0332177001431449,-0.0595840632458288,-0.0867753400884821,0.0801790489943626,-0.0468508599355398,-0.0534711002450749,0.0405349844011824,0.1537373477237587,-0.0721944904871046,-0.0643934822008516,0.0365751531865783,0.1884782141358999,-0.0041056630252273,0.1413557287533358,-0.1626235256219599,0.0351343446140021,0.0783159364661125,-0.1173412431090842,0.0798397728119738,0.1261992590752683,0.1389202893276614,0.0320786364955555,0.1103076515014482,0.00540135060886,-0.0380529082278257,-0.1023351678896308,-0.1076813128172298,-0.1611624975427154,0.036446890012316,143828.0,142621.0,141879.0,144360.0,142943.0,141812.0,141939.0,142731.0,0.0,0.0
81,2017.0,17165.0,Saline,-0.1302715736568339,-0.0603061984312693,0.0075216171586655,-0.038687503594316,0.0096379121694121,-0.0878561690427934,0.0140323456948913,0.0565442727320571,-0.0018401646701866,-0.1546769874738319,0.0558343707049934,-0.0192513084595584,-0.064805382780981,-0.0192163982190512,-0.0958971035874224,0.0956675735895823,-0.1540676282167993,0.0625983679263842,-0.1187884983963955,0.0433911710149716,-0.0624822125498187,0.0451467532128409,-0.0062422408107414,0.0889365449794074,-0.0080997385951099,0.1231764666380409,-0.0733600654978589,-0.0721300011109414,-0.0040428376619274,-0.0851140163170096,-0.1587234371947923,-0.0887997329645346,0.0852378439331266,0.0118745259594607,-0.0973330988440784,-0.0895266018566817,-0.1130194663725339,-0.1522500892767772,0.0583006206922109,-0.0610497515302149,-0.0014329427490973,0.0820532086541064,0.2069422583045915,-0.0686116979489572,-0.0258986569100535,0.0390090954360901,0.1280440770745959,-0.0758844134344835,0.1976766650587795,-0.1323608158307566,-0.0556148275322721,0.0658259577717414,-0.1120381350419873,0.0991867792677573,0.1447306539184917,0.1907709688639392,-0.0667698266360852,0.1514533332158923,0.0355140265512502,-0.0917558736430423,-0.1036062536022284,-0.1085176933203095,-0.1034086078191253,0.0400126406210677,23963.0,23789.0,23491.0,23741.0,23368.0,23141.0,22988.0,22826.0,0.0,0.0
82,2017.0,17167.0,Sangamon,-0.0935217582638666,-0.075268758267948,0.0126130829066055,-0.0987007825704214,0.0189128269484272,-0.11504711947757,0.0016779563495535,0.0552449014225823,0.0124069086086008,-0.1967644189830707,0.0926484127052173,0.0223946564092747,-0.018089344664033,0.0041590279337288,-0.0798512560107022,0.071646911575328,-0.142132503814695,0.0925202725631198,-0.1065122805286013,0.0289870601323293,-0.0675711808735863,0.0283208032177025,0.0248524192855248,0.0871518939877793,-0.0438383583128397,0.1386059347298452,-0.005337594251834,-0.0099854574837555,0.0006052759073458,-0.1857664095615415,-0.1736581532660387,-0.1201458056269481,0.0643587086720686,0.0341557200156429,-0.0498233692607799,-0.0400292433146048,-0.0837020222550981,-0.0812499302402879,0.1002673166756132,-0.0516942881642244,-0.0237814864461643,0.0626597219030289,0.1926315588666315,-0.1267326028813614,-0.0885864788032737,0.0203228887504524,0.1784158038104052,-0.0528667995312105,0.1905655654758363,-0.1211881304757183,0.0367767996396031,0.060406539432429,-0.150063265555937,0.06443648519792,0.1666306907237729,0.1715204326988999,-0.046570931516599,0.0992507435598668,0.0189993752667496,-0.1182474389306924,-0.092184953224163,-0.0729316922122854,-0.1391578820348601,0.0522997228225346,197072.0,195639.0,194672.0,196223.0,195468.0,194483.0,194216.0,194345.0,0.0,0.0
83,2017.0,17169.0,Schuyler,-0.1049232306747137,-0.0248669731343065,0.0176634212016313,-0.0787751621657455,0.0433600277850573,-0.1309442079416598,-0.004682520474871,0.110311133615633,0.0023622464858908,-0.1486984483432256,0.0849802044583796,-0.0098730038646723,-0.0249129436623484,-9.166046739574934e-05,-0.1218219927384355,0.1447083758735639,-0.1308473691270656,0.0763747547003244,-0.1649626764290207,0.0306478061248819,-0.0369786175308353,-0.0089008049075159,0.0216384692150456,0.0913556284982708,0.0261713395260175,0.1083283482522389,-0.1319341865301586,-0.0464056020797655,0.0242359361797365,-0.1345113694102169,-0.1694037681262144,-0.0697339318586672,0.0830290521372498,0.0021500671333869,-0.0664844559987352,-0.0357488430772687,-0.086718788692747,-0.143716473026502,0.0678554177804201,-0.0907282218186156,-0.023446850624715,0.0578559555862022,0.2057964926502582,-0.0796427230847433,-0.0765126852265819,0.0191541139662501,0.2034946749539816,-0.0609482456136977,0.1792471704747369,-0.1468738126983209,0.0005092061675721,0.0554700807669358,-0.101589188461553,0.1133286706110659,0.1164528148618358,0.1933605315966253,-0.000428910712749,0.1162282438916306,0.0180922248599691,-0.0378590771212775,-0.1137055888536846,-0.104639071755214,-0.1593051912774441,0.0308658521513508,6948.0,6870.0,6768.0,6870.0,6835.0,6755.0,6725.0,6750.0,0.0,0.0
84,2017.0,17171.0,Scott,-0.1097478774738297,-0.0467194714299272,0.0225387174640339,-0.1011140534832016,0.0294350109027378,-0.1084515951448191,-0.0051518949985475,0.0764864378512937,-0.0056748224615164,-0.1727543217167081,0.0663154119683055,0.017481903142673,-0.020565009672841,0.0174484130605136,-0.0878244172028006,0.1079714535442753,-0.141910461973393,0.0830901695875308,-0.1359304603422763,0.02508130470568,-0.0544297712425813,0.0014284499106967,0.0232396315463547,0.0998474856070211,-0.020642061285354,0.1279366203733702,-0.0588900261171142,-0.0361359506619003,0.0090684301219059,-0.1760839084189389,-0.1759975999528077,-0.0978165184460708,0.097240597604167,0.0139239341609152,-0.0807531616298324,-0.0452710104417936,-0.0744898476272243,-0.1049998986684826,0.0936252698256926,-0.0636333793673408,-0.0132916510548534,0.0721319649673237,0.2059293202510032,-0.1117233424297426,-0.0865211552172298,0.0136969380994742,0.185108491153464,-0.0560726697774635,0.1919646423499087,-0.1364130556795373,0.0246593216124055,0.0645180066822488,-0.1150139921004751,0.1053156872385064,0.1509172188682921,0.1971589476810026,-0.054373561380986,0.1157994088836867,0.025369011289803,-0.0845641264474085,-0.1262008237431796,-0.0881479375613332,-0.1517745381196311,0.0457220308578048,4983.0,4927.0,4951.0,5074.0,4984.0,4898.0,4850.0,4880.0,0.0,0.0
85,2017.0,17173.0,Shelby,-0.0915117329018928,-0.0337450464677197,0.0241896066253581,-0.1039924007957217,0.009825282406704,-0.0942751762272587,0.0376792874618367,0.0645094044759248,0.0134134094469872,-0.1967670465641977,0.081415222693216,0.0226898574512843,-0.0317576334689441,0.0121648173618098,-0.0740065567938689,0.0810268067489929,-0.1580775001890431,0.0896464863905328,-0.1094016445968718,0.0345143970497259,-0.0682713735303189,0.0522193090001974,0.0307869708207769,0.0946006290387829,-0.0365930432368277,0.1490446890937589,-0.0126661201168244,-0.0143195569725024,-0.0037946242486878,-0.1808661258997826,-0.1751548644402692,-0.1080172546199034,0.0941437974002137,0.036818923836331,-0.0705708594304617,-0.086488323763662,-0.095327765765058,-0.1064634882215218,0.0863434194197027,-0.0527379747881681,-0.0080478064518068,0.0798214567660688,0.2070963058198127,-0.1397506074604368,-0.0807527486698463,0.0432493911542327,0.1741161337582297,-0.0556861574689716,0.1970908987354025,-0.1057533216427191,0.0298347783053699,0.0555900863065903,-0.1487698413470814,0.0700372742062696,0.1612004676451343,0.1908236115223305,-0.0646250385172755,0.1237075065432279,0.0090491253795906,-0.1171298805095278,-0.1045681584304394,-0.0911060382407884,-0.1291873147080642,0.0497727260301899,21774.0,21726.0,21634.0,20907.0,20853.0,20706.0,20593.0,20542.0,0.0,0.0
86,2017.0,17163.0,St. Clair,-0.1201151008171457,-0.0969172759558604,0.0296531023547513,-0.0567336810722139,0.0194176772708712,-0.0808770452870644,0.0218303746054383,0.0291423568034212,-0.0381590497352187,-0.1796354053686199,0.0631158082257105,-0.0280688327604934,-0.0595755805366946,-0.0242366355341056,-0.0769710566714996,0.0664446894124378,-0.1468271872256294,0.0638485080047298,-0.0988591728836359,0.0501047777754469,-0.0697425490341039,0.0137393862506792,-0.0176847515301357,0.0682357395056031,-0.0387539351610165,0.1612259875050343,-0.0494313117000673,-0.0540966522528595,-0.001019334600878,-0.1103525646266297,-0.1524194413381725,-0.1144792075738189,0.0678855076280686,0.0327552948499929,-0.0814183597068734,-0.0711400375480355,-0.1011287562941871,-0.1419311275639261,0.0586791062478228,-0.0275536484000116,-0.0254216000018049,0.0676338551282384,0.2020444140091742,-0.0701320178056737,-0.0275065360856515,0.0350682018880848,0.1259368250133403,-0.0399538562756633,0.2076357800312625,-0.1271578944188078,-0.044090727385481,0.0510993071724284,-0.1368206567647438,0.0751951547261379,0.1677858664747483,0.1466882660699432,-0.0661092082245565,0.1348381945921797,0.0390931597976019,-0.0621669516641212,-0.0898577941883055,-0.1152334760999196,-0.1228517210739182,0.0309208329070256,262600.0,261360.0,259686.0,257070.0,255210.0,252947.0,252094.0,251149.0,1.0,0.38080731150038083
87,2017.0,17175.0,Stark,-0.0751527584606613,-0.0524782523451335,0.0611942946161715,-0.1482756690928879,0.0201416733747655,-0.1180171387558566,-0.0198055775001004,0.1132850342055281,0.0355125587214023,-0.1866804633301038,0.0817771404552595,0.0403910704323639,0.0197256567627547,0.0293884916482001,-0.0686864153139878,0.0752520937713715,-0.1307929823691751,0.0932484630582526,-0.1253785920793799,0.0392129150044519,-0.0477391673275934,0.0077126396607274,0.0846434010865724,0.088667665655913,-0.0391349257676586,0.1276430428167689,-0.0192827743998352,0.0190298377156743,0.0087285424907075,-0.2246708221239961,-0.1732086002723752,-0.1146035048277629,0.0741658780658204,0.0327902514259555,-0.0510958691735319,-0.0197084966184948,-0.0651141136657283,-0.0381650319197947,0.1266415192472922,-0.044821655211545,-0.014061172696835,0.0673518322063868,0.1626588695211223,-0.1662488666714406,-0.1131920622056007,0.0018668586213992,0.2214851109017343,-0.0494056296498433,0.1524361711071039,-0.1133089530695789,0.1061643070308399,0.0770225850239828,-0.15006534691641,0.0508261327704113,0.146205631237473,0.1927785011110566,-0.048529576841356,0.0967552189123202,-0.0202986489217466,-0.1386042365482419,-0.1271032870036764,-0.0443160894933675,-0.1579736016015294,0.0683400729631353,5457.0,5418.0,5342.0,5388.0,5291.0,5324.0,5267.0,5272.0,0.0,0.0
88,2017.0,17177.0,Stephenson,-0.049876685247788,-0.0536762761233104,0.0741277300643745,-0.1440962696734142,0.0429541123305992,-0.1336565788456573,-0.030899021924945,0.1177866081503744,0.031196700749407,-0.1805937716540434,0.0779698386111445,0.0073392086808457,0.032717141439886,0.0486920283689584,-0.1175660714456217,0.0866371393922963,-0.1157531173163866,0.0785519033263605,-0.1278392450674872,0.0315911492799594,-0.0241427259077392,-0.0769791152741542,0.0787286461127065,0.0726764077065115,-0.0130860595118874,0.116234662305562,-0.0419566604184956,-0.0057981281212187,0.0606155259417606,-0.2172088164222587,-0.1703531409915804,-0.1131836986026191,0.0558390762356503,-0.0209332221493997,-0.0548580143897785,0.0511557609540869,-0.0282516226303918,-0.0646168939357519,0.1063365552640511,-0.0426225618467896,-0.020439591946676,0.0737066353825321,0.1231469982340413,-0.147716589808083,-0.1073587786427014,-0.0080378378906594,0.226438207431462,-0.0291315319677771,0.1140021737845863,-0.1301284321700902,0.0648936427102275,0.0728772689636854,-0.121846294076596,0.0596386375626842,0.1473386359685509,0.1896956912066701,0.000851312515602,0.0926140494434173,-0.0120591983816358,-0.085522845373104,-0.1328095795659127,-0.0762284941448093,-0.1727481467845829,0.0401227251509102,44997.0,44797.0,44498.0,44573.0,44130.0,43702.0,43347.0,43088.0,0.0,0.0
