,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,GEOID
0,-0.1261851276300894,-0.038989587009119205,0.02003813272450341,-0.06519391023482707,0.015522508864265977,-0.08946571851753675,0.03369706323409698,0.07082877708935395,-0.011625332774590049,-0.1721959921898394,0.07187142200251535,-0.030415384559866355,-0.055262112708820275,-0.003372949506720702,-0.10214023186572287,0.11396627264201366,-0.15500248115018875,0.07341496851736592,-0.10382253856421829,0.05126200042527748,-0.0625313933771525,0.031508794104739224,0.009559628522235719,0.08578402949511958,0.002790180378556078,0.12557773657045074,-0.0801547963222618,-0.07306458596575026,0.005293505623793186,-0.10772033320322015,-0.17210157882844374,-0.08810859611370757,0.08693612851498726,0.0289609302128294,-0.09263181618990918,-0.07976396365373227,-0.12049766423062647,-0.1535375263187262,0.05154390914830814,-0.06601417633343248,0.001758915033480245,0.07684131361652324,0.20294507221144864,-0.06925988064618523,-0.05410549795277123,0.03547406528659469,0.15310862464197236,-0.06699922821751467,0.21183527683873618,-0.13615636500832348,-0.0329274105065726,0.049525843247575946,-0.11600832146695902,0.09356535110956668,0.1432496476415489,0.18258915816201846,-0.06328396942806792,0.13992169811934285,0.028745835891050467,-0.06837101504951036,-0.10922494143750563,-0.12057268588025363,-0.12249721392559329,0.030838431002495302,17121
1,-0.11965860270080768,-0.03545787249856843,0.01593904285361454,-0.0736421527885241,0.008037632233757133,-0.10031211452265368,0.03836317256110766,0.07155831971143368,-0.014893905338083048,-0.1891014447822759,0.07596482328453755,0.0026645794222955868,-0.039928761111642015,0.003600518878951108,-0.07277844868013776,0.0968636160608457,-0.15595171460862317,0.0694983743052569,-0.10003420660974793,0.039602404240111924,-0.07075025405427937,0.036506582120479476,0.02340386526418818,0.08001584012457735,-0.022652095412225525,0.1334279379640829,-0.05020861232567523,-0.03910587477545215,-0.017672489052941828,-0.13977172389187553,-0.17222413302453318,-0.1011442740802953,0.08982654514027723,0.04341884241151313,-0.07772566443954332,-0.08127989386495721,-0.11267264586316245,-0.13588786484024082,0.06858453016352324,-0.04569634287099117,-0.005591250814414964,0.087424712805558,0.20578898164824924,-0.10260036624100599,-0.0629116827322912,0.032757535133451976,0.16384327774116103,-0.05915912190750748,0.21825087525107414,-0.11012741245460175,-0.010459113612728364,0.047732607260905204,-0.13910859494460848,0.0632978917588118,0.15241826196116237,0.1775320639067469,-0.06765759559916064,0.13670390133269278,0.01375781831063992,-0.09112102211800835,-0.11094458967492166,-0.09857911076045982,-0.12537342591877693,0.048797835959443404,17005
2,-0.12186913003680878,-0.0323140560744638,0.01752251296709679,-0.05495263852337551,0.015985657617863983,-0.11715184335431289,-0.0001430934175318553,0.09447688330974918,0.018357666307834367,-0.15847075731618598,0.07688485023221618,-0.010060296296587773,-0.030163559573385647,-0.014891311233191292,-0.09410263456472824,0.10547817709658555,-0.13549260637490226,0.07197217191798386,-0.13912823108210082,0.017925881006891603,-0.05609704387909584,0.026218703716234432,-0.007417020778992895,0.09910788582097124,0.009972352665779706,0.11944823864550412,-0.10224651128542864,-0.05647072929864798,-0.007865345896915952,-0.11566718624856477,-0.17149768607700405,-0.07377140434647013,0.07805497688308533,0.01448146664455121,-0.0638548252694557,-0.05971279864242043,-0.11207258685517668,-0.14968627280724844,0.07456489855766738,-0.08451671922362386,-0.019359628559980968,0.05966894432335766,0.22272315051555527,-0.10419611671947472,-0.06068197492343948,0.02550566063655194,0.17401910707440352,-0.06983007379095334,0.18037620357271614,-0.1290654277200773,-0.014823732985493006,0.05556190929692637,-0.11548491345526604,0.1010577335792804,0.13690041478081572,0.18157912262259684,-0.033972799982999215,0.13093646469879008,0.024551436047598723,-0.05980336015626902,-0.10019305178472822,-0.10809004545026561,-0.14861709080806573,0.03079801472437968,17083
3,-0.1201151008171457,-0.09691727595586042,0.0296531023547513,-0.05673368107221391,0.019417677270871212,-0.08087704528706446,0.021830374605438362,0.02914235680342127,-0.03815904973521875,-0.1796354053686199,0.06311580822571058,-0.028068832760493455,-0.05957558053669465,-0.02423663553410569,-0.07697105667149963,0.06644468941243786,-0.1468271872256294,0.0638485080047298,-0.09885917288363594,0.05010477777544698,-0.06974254903410394,0.01373938625067927,-0.01768475153013579,0.06823573950560316,-0.03875393516101659,0.16122598750503436,-0.0494313117000673,-0.05409665225285951,-0.001019334600878072,-0.11035256462662979,-0.15241944133817253,-0.1144792075738189,0.06788550762806869,0.0327552948499929,-0.0814183597068734,-0.07114003754803551,-0.10112875629418713,-0.1419311275639261,0.058679106247822826,-0.027553648400011642,-0.025421600001804975,0.06763385512823841,0.20204441400917425,-0.0701320178056737,-0.02750653608565158,0.03506820188808484,0.12593682501334036,-0.0399538562756633,0.20763578003126254,-0.12715789441880787,-0.04409072738548109,0.051099307172428436,-0.13682065676474384,0.07519515472613794,0.16778586647474836,0.14668826606994326,-0.06610920822455658,0.13483819459217972,0.03909315979760193,-0.06216695166412121,-0.08985779418830556,-0.11523347609991964,-0.12285172107391827,0.030920832907025606,17163
4,-0.10461682244134447,-0.08423871137689487,0.014397194279685669,-0.0859763080970023,0.006387770472504875,-0.09392369347640249,0.039886211458724195,0.04795496976866588,-0.051359722828964345,-0.17652331474882732,0.08262672270927222,0.0003357049731050506,-0.041539263973790715,-0.010122460043181973,-0.061699341996106785,0.0655296332154213,-0.17580841575929773,0.03870464325622409,-0.08060546026494325,0.029727035467102883,-0.06520263331034426,0.014350540945813447,0.005742159341992116,0.07935251482287704,-0.040229866703988426,0.1346647379611748,0.007616673671572195,-0.01681394136815315,-0.012918694238500061,-0.15530604630665282,-0.1551781486082262,-0.0990327565650874,0.09479042928538055,0.05610334511532165,-0.09076983484928124,-0.06442010450234384,-0.07657818005978258,-0.11972409012630254,0.06580086657763003,-0.017601815343880937,-0.01592385913926705,0.07983997356446947,0.1931636527447531,-0.1081942992175305,-0.03595986477134754,0.022352327505725963,0.13932895307761275,-0.03828252381961007,0.20995890548863885,-0.11541709631909687,-0.026570623738211348,0.04582462680723944,-0.1523917529318118,0.028025933886227948,0.16720072839604277,0.16512585637916066,-0.08220891920614323,0.13752005207593967,0.024551069008892704,-0.08635369536644073,-0.10194361666861043,-0.10693856840900988,-0.09875996215211921,0.08098565433760904,17027
5,-0.11169401181175666,-0.03722909151343527,-0.010723599284448994,-0.03722864692172143,0.011560016422041896,-0.11920330933721877,-0.0006073164737193353,0.10718896772075995,0.008639791022693027,-0.12050426453836031,0.08780635783925815,-0.04500172380849405,-0.04868261977841776,-0.049613210530237616,-0.12256166563306511,0.10877216282116008,-0.13625776477483972,0.04206269862237924,-0.18578525960050873,0.0070514513739451026,-0.04498967307834371,0.005858611424087496,-0.050454821644169395,0.08979608322105778,0.03561083734626571,0.08280499432727341,-0.1437402619340676,-0.09854267926319916,0.013583541731145194,-0.04349889581726843,-0.1469588470775147,-0.023486952969983012,0.06373721452760489,-0.0003200125140994938,-0.07149171702381812,-0.04814517608034791,-0.07626736049759524,-0.19145413326042887,0.05497273086914598,-0.09460552293812652,-0.043690607916148996,0.05142156674031987,0.24181219537562537,-0.06343318192620948,-0.00720654806258621,0.0566155194387151,0.14680242042760308,-0.06696322521913325,0.16705383723136896,-0.1452129631980537,-0.05524743974815133,0.05884767708693453,-0.07908173593791275,0.10834596844584123,0.10130911430707353,0.18463348754670136,0.0020286450408489687,0.11688083029632394,0.03685184958983345,-0.017341803908319894,-0.09250223361909173,-0.1416721577809806,-0.1252217294025758,0.05098261068127798,17013
6,-0.11951400892720729,-0.07769468488248156,0.030596979739312143,-0.05708303607693879,0.01870024618218665,-0.09057961091998169,0.00458856040788429,0.03456924596583111,-0.019931661569699218,-0.17991913010695013,0.06688283722979013,-0.026086959341638436,-0.05963704797368645,-0.016269207238264183,-0.0911144602098221,0.07746308723947354,-0.13203191339103068,0.08191433806547732,-0.09622127692597736,0.04579522474604431,-0.07804355429791889,0.01551028075035856,-0.010288242790689092,0.07176534283825019,-0.03026203146785751,0.1507481374871029,-0.07342319025168303,-0.07704862673048025,0.007426547544251701,-0.11188229035767067,-0.15875978205875105,-0.09607679247503569,0.06143299184613033,0.023945609102660373,-0.07284791259927066,-0.050226018270344536,-0.1022407103887087,-0.1462531020750849,0.058933246971183684,-0.03316339036100328,-0.02830872774934832,0.06649864416498037,0.19669406084484267,-0.06915385823804503,-0.041918883974872666,0.03299620938345772,0.13603632789223236,-0.03158460717960682,0.20184705004500722,-0.1314108465338712,-0.02786267769588754,0.05051910599334657,-0.13363493358701597,0.08542058624158935,0.16379714259159162,0.1414037158648792,-0.052429669268803686,0.13252722783563556,0.03159047277868019,-0.05678141416646802,-0.09387507834123678,-0.1184916576339886,-0.13777744611697595,0.028745665518029397,17119
7,-0.13020082745048,-0.06558998462687157,-0.003496677604578166,-0.0602670737355868,0.019074819038216152,-0.06071304710729051,0.03391537300994892,0.06034701135514885,-0.01986255620911978,-0.16547701463663944,0.0545634115704133,-0.023681222857078965,-0.05912569298971829,-0.015539115151808605,-0.07130550493709051,0.07822588274802317,-0.16287680515988806,0.04570823774773234,-0.12652955009110628,0.032895030481997226,-0.07713723283925897,0.011533366340483008,-0.016219031931799195,0.07889898889291255,-0.023350975001169342,0.11919667246174533,-0.06298992374092592,-0.06379235381083342,-0.004489119143866085,-0.10090272595790296,-0.15781577756255374,-0.09799022421249917,0.09339088728573067,0.018046851711381613,-0.08548164601924327,-0.09833117991473435,-0.10829601015287728,-0.16168073679997266,0.07387507557432645,-0.03054746926827713,-0.021513622476450604,0.07742490102902454,0.21979939255024336,-0.07391191188339055,-0.024446465555183892,0.036629056683490126,0.1136084064444708,-0.05428183255230749,0.20646917571930712,-0.11612524652361177,-0.06034405736314039,0.05733920954138962,-0.11863895693987331,0.06343986347263825,0.14686379187840715,0.17660148584020596,-0.08110705048557713,0.12165215404207189,0.05054343977250963,-0.06235066944020939,-0.10287151674740438,-0.12972128489613177,-0.11589343532156582,0.043242456881201645,17133
8,-0.11172040038940259,-0.039952254999360344,0.018316549315534284,-0.08673527593921157,0.011503570664561508,-0.11752085855144452,0.010019129855463457,0.07399786869006293,0.008089858396554411,-0.17974800430042548,0.08344493932480467,0.0044214650356036635,-0.021409989745851787,0.006964145639842727,-0.08837215871348075,0.08654559954016039,-0.14482208595800825,0.08361326002348542,-0.12053220192223238,0.032938810432845876,-0.07158340651855948,0.03975725711840602,0.016399286474508345,0.09628595391474908,-0.02526137609822171,0.13309474730147908,-0.06165713076067092,-0.033714451530956355,-0.006931289544269542,-0.15253606856309998,-0.17891122801107046,-0.10098993222234268,0.08244208244516407,0.02441896061605414,-0.062267076825108854,-0.061237284256300865,-0.10283912840665783,-0.11874330362345673,0.09036005436981447,-0.07554773004620409,-0.014565317769112227,0.07066872301133778,0.21129932659943046,-0.12205185395063385,-0.08251354763716272,0.02086858709691656,0.17927172291281257,-0.06352779348251217,0.19233041629498498,-0.11445834488936724,0.009621416884085639,0.0536553424004404,-0.1336935216504948,0.08135134826728734,0.14965382169586594,0.1836279880368907,-0.05480191479986147,0.12243867247623971,0.017202549364985588,-0.08521699482513377,-0.11159846190755354,-0.09569904490583245,-0.14283744121082742,0.04015940236363939,17117
9,-0.10974787747382977,-0.04671947142992724,0.02253871746403394,-0.10111405348320161,0.029435010902737837,-0.1084515951448191,-0.005151894998547576,0.07648643785129378,-0.005674822461516408,-0.17275432171670813,0.06631541196830551,0.01748190314267307,-0.02056500967284106,0.01744841306051365,-0.08782441720280067,0.10797145354427536,-0.14191046197339308,0.08309016958753086,-0.13593046034227635,0.02508130470568006,-0.054429771242581394,0.0014284499106967065,0.02323963154635476,0.09984748560702118,-0.020642061285354053,0.12793662037337022,-0.05889002611711425,-0.036135950661900354,0.009068430121905974,-0.17608390841893898,-0.1759975999528077,-0.09781651844607088,0.09724059760416703,0.013923934160915271,-0.08075316162983248,-0.045271010441793644,-0.07448984762722435,-0.10499989866848268,0.09362526982569268,-0.0636333793673408,-0.013291651054853448,0.07213196496732373,0.20592932025100327,-0.11172334242974269,-0.08652115521722988,0.013696938099474273,0.18510849115346406,-0.05607266977746354,0.19196464234990873,-0.13641305567953735,0.02465932161240554,0.06451800668224882,-0.11501399210047519,0.10531568723850648,0.15091721886829218,0.19715894768100262,-0.05437356138098608,0.11579940888368674,0.025369011289803053,-0.08456412644740853,-0.12620082374317962,-0.0881479375613332,-0.15177453811963112,0.04572203085780486,17171
