,FIPS,County,State,Population,X,Y,HC_2002,HC_2003,HC_2004,HC_2005,HC_2006,HC_2007,HC_2008,HC_2009,HC_2010,HC_2011,HC_2012,HC_2013,HC_2014,HC_2015,HC_2016,HC_2017,HC_2018,HC_2019,HC_2020,HC_2021,HC_2022,HC_2023,HC_2024,HC_2002_per_100k,HC_2003_per_100k,HC_2004_per_100k,HC_2005_per_100k,HC_2006_per_100k,HC_2007_per_100k,HC_2008_per_100k,HC_2009_per_100k,HC_2010_per_100k,HC_2011_per_100k,HC_2012_per_100k,HC_2013_per_100k,HC_2014_per_100k,HC_2015_per_100k,HC_2016_per_100k,HC_2017_per_100k,HC_2018_per_100k,HC_2019_per_100k,HC_2020_per_100k,HC_2021_per_100k,HC_2022_per_100k,HC_2023_per_100k,HC_2024_per_100k
58,17117,Macoupin,Illinois,44926,-89.9244,39.261,6,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,13.355295374616036,2.225882562436006,0.0,0.0,4.451765124872012,0.0,0.0,0.0,0.0,0.0,2.225882562436006,0.0,2.225882562436006,0.0,2.225882562436006,0.0,2.225882562436006,0.0,0.0,0.0,0.0,0.0,0.0
59,17119,Madison,Illinois,262966,-89.9018,38.8302,14,2,0,0,2,2,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,2,0,5.323882174881924,0.7605545964117034,0.0,0.0,0.7605545964117034,0.7605545964117034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.140831894617555,0.3802772982058517,0.7605545964117034,0.7605545964117034,0.0,0.0,0.0,0.0,0.7605545964117034,0.0
60,17121,Marion,Illinois,37205,-88.919,38.6496,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,1,0,2.6878107781212206,0.0,0.0,0.0,2.6878107781212206,0.0,0.0,0.0,0.0,8.063432334363661,0.0,2.6878107781212206,0.0,0.0,0.0,0.0,5.375621556242441,0.0,0.0,0.0,0.0,2.6878107781212206,0.0
61,17123,Marshall,Illinois,11438,-89.3447,41.0332,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,8.742787200559539,0.0,0.0,8.742787200559539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.742787200559539,0.0
62,17125,Mason,Illinois,13359,-89.9168,40.2396,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7.485590238790328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.485590238790328,0.0,14.971180477580656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,17127,Massac,Illinois,13772,-88.7077,37.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.261109497531223,7.261109497531223,0.0,7.261109497531223,0.0,0.0,0.0,0.0,0.0
64,17129,Menard,Illinois,12196,-89.8022,40.0274,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.199409642505739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.199409642505739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,17131,Mercer,Illinois,15437,-90.7386,41.2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.477942605428517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,17133,Monroe,Illinois,34637,-90.1744,38.2785,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.887086064035569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.887086064035569,0.0,2.887086064035569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,17135,Montgomery,Illinois,28414,-89.4789,39.231,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07756739635391,0.0,0.0,0.0,0.0,0.0,3.5193918490884775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,17137,Morgan,Illinois,33658,-90.2015,39.7156,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9710618575078733,2.9710618575078733,0.0,0.0,0.0,0.0,0.0,0.0,2.9710618575078733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,17139,Moultrie,Illinois,14501,-88.6193,39.6415,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.896076132680504,0.0,0.0,0.0,20.688228398041513,0.0,0.0,0.0,0.0,0.0,0.0,6.896076132680504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,17141,Ogle,Illinois,50643,-89.3206,42.0426,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.974606559642991,1.974606559642991,0.0,0.0,0.0,0.0,0.0,1.974606559642991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.974606559642991,0.0
71,17143,Peoria,Illinois,179179,-89.76,40.7881,6,0,0,7,0,0,0,0,1,0,3,1,0,0,1,1,1,1,0,1,2,3,0,3.3486067005620077,0.0,0.0,3.9067078173223426,0.0,0.0,0.0,0.0,0.5581011167603347,0.0,1.6743033502810039,0.5581011167603347,0.0,0.0,0.5581011167603347,0.5581011167603347,0.5581011167603347,0.5581011167603347,0.0,0.5581011167603347,1.1162022335206694,1.6743033502810039,0.0
72,17145,Perry,Illinois,20916,-89.367,38.0838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.781028877414419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,17147,Piatt,Illinois,16344,-88.5911,40.0104,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.355359765051393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,17149,Pike,Illinois,15561,-90.8826,39.6233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.4263222157959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,17151,Pope,Illinois,4177,-88.5616,37.4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,17153,Pulaski,Illinois,5335,-89.1266,37.2229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.744142455482663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,17155,Putnam,Illinois,5739,-89.2858,41.2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,17157,Randolph,Illinois,31782,-89.8237,38.0546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.146435089044113,0.0,0.0,0.0,0.0,0.0,3.146435089044113,0.0,0.0
79,17159,Richland,Illinois,15513,-88.0851,38.7123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.44620640752917,0.0,0.0,6.44620640752917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,17161,Rock Island,Illinois,141879,-90.5632,41.4656,2,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1.4096518864666372,0.7048259432333186,0.7048259432333186,1.4096518864666372,0.7048259432333186,0.7048259432333186,0.0,0.0,0.0,0.7048259432333186,0.0,0.0,0.0,0.0,0.0,0.0,1.4096518864666372,0.0,0.0,0.0,0.0,0.7048259432333186,0.0
81,17163,St. Clair,Illinois,259686,-89.9275,38.4699,15,1,3,2,2,3,0,2,0,0,1,5,0,9,3,1,2,2,0,0,1,4,3,5.776206649569096,0.38508044330460633,1.155241329913819,0.7701608866092127,0.7701608866092127,1.155241329913819,0.0,0.7701608866092127,0.0,0.0,0.38508044330460633,1.9254022165230316,0.0,3.4657239897414573,1.155241329913819,0.38508044330460633,0.7701608866092127,0.7701608866092127,0.0,0.0,0.38508044330460633,1.5403217732184253,1.155241329913819
82,17165,Saline,Illinois,23491,-88.5408,37.7532,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.256949470009791,0.0,0.0,0.0,0.0,12.770848410029373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,17167,Sangamon,Illinois,194672,-89.6589,39.7582,13,4,3,1,3,1,0,0,0,0,3,1,0,1,2,0,1,1,0,0,0,1,1,6.67789923563738,2.054738226349963,1.5410536697624724,0.5136845565874908,1.5410536697624724,0.5136845565874908,0.0,0.0,0.0,0.0,1.5410536697624724,0.5136845565874908,0.0,0.5136845565874908,1.0273691131749816,0.0,0.5136845565874908,0.5136845565874908,0.0,0.0,0.0,0.5136845565874908,0.5136845565874908
84,17169,Schuyler,Illinois,6768,-90.6151,40.158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14.775413711583925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,17171,Scott,Illinois,4951,-90.4747,39.6441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.197939810139363,0.0,0.0,0.0,0.0,0.0
86,17173,Shelby,Illinois,21634,-88.8055,39.3912,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.867061107515946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,17175,Stark,Illinois,5342,-89.7975,41.0934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.71958068139274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,17177,Stephenson,Illinois,44498,-89.6623,42.3517,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2.2472920131241856,0.0,0.0,0.0,2.2472920131241856,0.0,2.2472920131241856,0.0,0.0,0.0,0.0,2.2472920131241856,0.0,0.0,0.0,0.0,4.494584026248371,0.0,0.0,0.0,0.0,2.2472920131241856,0.0
89,17179,Tazewell,Illinois,131803,-89.5134,40.5075,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,2,0,1,0,0,0,2,0.7587080718951769,0.0,0.0,0.0,0.7587080718951769,0.7587080718951769,0.0,0.7587080718951769,0.7587080718951769,0.0,0.0,0.7587080718951769,0.0,0.0,0.7587080718951769,0.0,1.5174161437903537,0.0,0.7587080718951769,0.0,0.0,0.0,1.5174161437903537
90,17181,Union,Illinois,16653,-89.2529,37.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,17183,Vermilion,Illinois,75758,-87.7328,40.1834,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3.9599778241241848,1.319992608041395,0.0,0.0,1.319992608041395,0.0,0.0,0.0,0.0,0.0,0.0,3.9599778241241848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319992608041395
92,17185,Wabash,Illinois,11520,-87.8443,38.4461,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,8.680555555555555,0.0,0.0,8.680555555555555,0.0,0.0,0.0,0.0,0.0,8.680555555555555,0.0,8.680555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,17187,Warren,Illinois,16844,-90.615,40.8488,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.936832106388032,0.0,5.936832106388032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.936832106388032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,17189,Washington,Illinois,13887,-89.4105,38.3522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200979333189314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,17191,Wayne,Illinois,16215,-88.4256,38.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,17193,White,Illinois,13537,-88.1796,38.0875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.387161113983896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.387161113983896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,17195,Whiteside,Illinois,55175,-89.9123,41.7553,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.8124150430448573,5.437245129134571,0.0,0.0,0.0,1.8124150430448573,1.8124150430448573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8124150430448573,0.0,0.0,0.0,0.0,0.0,0.0
98,17197,Will,Illinois,690743,-87.9787,41.445,18,3,3,8,18,3,0,0,2,1,11,0,1,3,10,1,4,0,1,4,0,4,2,2.605889600039378,0.4343149333398963,0.4343149333398963,1.158173155573057,2.605889600039378,0.4343149333398963,0.0,0.0,0.28954328889326425,0.14477164444663213,1.5924880889129531,0.0,0.14477164444663213,0.4343149333398963,1.447716444466321,0.14477164444663213,0.5790865777865285,0.0,0.14477164444663213,0.5790865777865285,0.0,0.5790865777865285,0.28954328889326425
99,17199,Williamson,Illinois,66597,-88.9299,37.7303,2,0,0,0,0,1,0,1,0,0,1,3,0,0,1,0,1,0,0,1,0,0,0,3.0031382795020796,0.0,0.0,0.0,0.0,1.5015691397510398,0.0,1.5015691397510398,0.0,0.0,1.5015691397510398,4.504707419253119,0.0,0.0,1.5015691397510398,0.0,1.5015691397510398,0.0,0.0,1.5015691397510398,0.0,0.0,0.0
100,17201,Winnebago,Illinois,282572,-89.1608,42.3363,1,1,0,2,0,2,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,2,4,0.3538921053749133,0.3538921053749133,0.0,0.7077842107498266,0.0,0.7077842107498266,0.0,0.0,0.0,0.3538921053749133,1.06167631612474,0.3538921053749133,0.0,0.0,0.0,0.3538921053749133,0.3538921053749133,0.0,0.0,0.0,0.0,0.7077842107498266,1.4155684214996531
101,17203,Woodford,Illinois,38459,-89.2112,40.7882,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5.2003432226526956,5.2003432226526956,0.0,0.0,0.0,0.0,0.0,0.0,2.6001716113263478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2003432226526956,0.0
