County_1,FIPS,Population,Hum_20,Pre_20,Tmax_20,Tmin_20,WS_20,LSTMean_2020,Chlorophyll_2020,Ag_MEAN_2020,Fs_MEAN_2020,Rn_MEAN_2020,Cases_normalized_2020
Moultrie,17139,14501,91.96626657,2.62715537,28.63434705,16.84699769,3.508988484,23.125,1.699622,0.74,0.72,0.72,0.0
Ogle,17141,50643,92.26175799,3.380169626,27.31333294,14.94108414,4.062292541,21.729999999999997,1.484306113,0.74,0.76,0.73,0.0
Peoria,17143,179179,91.53705416,2.940808962,27.91111797,15.89678879,3.781345028,23.915,1.434869991,0.75,0.78,0.71,0.0
Perry,17145,20916,95.10095982,2.969987775,29.22713263,17.8499987,2.830176078,24.145000000000003,1.463251571,0.72,0.75,0.75,0.0
Piatt,17147,16344,92.04978252,2.489122841,28.29756096,16.40961122,3.478756105,0.0,1.874455542,0.73,0.77,0.81,0.0
Pike,17149,15561,94.56881405,3.371729435,28.29931766,17.05742941,3.478225529,22.835,1.827218994,0.73,0.78,0.79,0.0
Pope,17151,4177,96.52307604,4.126585432,28.83545214,18.01846493,2.881988687,23.045,1.997368888,0.78,0.84,0.72,0.0
Pulaski,17153,5335,95.84563972,3.849074235,29.43703752,18.74350373,2.90798698,23.759999999999998,1.497675626,0.75,0.8,0.73,0.0
Putnam,17155,5739,90.0900302,3.284752777,27.93997995,15.8798544,3.567213564,22.950000000000003,1.549504472,0.75,0.77,0.74,0.0
Randolph,17157,31782,94.53541021,3.017227919,29.14866083,17.81024301,2.890891274,24.175,1.563165764,0.73,0.76,0.7,0.0
Richland,17159,15513,95.61577125,3.391093582,29.08324926,17.04892701,3.249845944,23.83,1.491453055,0.73,0.76,0.68,0.0
Rock Island,17161,141879,90.73943328,3.696572718,27.80324311,16.00890589,3.666956337,23.189999999999998,1.387077017,0.75,0.76,0.74,0.0
St. Clair,17163,259686,94.89142726,3.960072554,29.49184197,17.95105561,2.931508975,25.355,1.361151293,0.72,0.75,0.72,0.0
Saline,17165,23491,95.87690804,3.856320288,29.23936738,17.93390956,2.833901385,23.555,1.459087339,0.72,0.8,0.77,0.0
Sangamon,17167,194672,92.79330508,2.402726779,28.78696915,16.67526848,3.646269527,24.025,1.526050889,0.72,0.76,0.74,0.0
Schuyler,17169,6768,94.30976708,2.796153082,28.10136644,16.52008308,3.750847766,23.19,1.851242828,0.76,0.8,0.74,0.0
Scott,17171,4951,94.90702733,3.223222929,28.56763413,16.73437842,3.594073422,22.86,1.526018456,0.73,0.76,0.74,0.0
Shelby,17173,21634,94.22440231,3.301512874,28.56414033,16.64444337,3.532146127,22.9,1.682299208,0.73,0.77,0.76,0.0
Stark,17175,5342,92.24083913,3.179946636,27.71132742,15.49845177,3.74930369,0.0,1.777213696,0.75,0.76,0.73,0.0
Stephenson,17177,44498,93.87616136,3.917832267,26.58092829,14.60976806,4.034976968,21.25,1.715422732,0.77,0.77,0.78,0.0
Tazewell,17179,131803,91.54527744,3.027634307,28.42608211,16.19823734,3.749444996,24.555,1.487371104,0.74,0.76,0.74,0.7616378259809895
Union,17181,16653,95.72713011,4.451538058,29.44301256,18.273926,2.815581541,23.57,1.774585952,0.74,0.82,0.74,0.0
Vermilion,17183,75758,93.35085658,3.013580613,28.23176245,15.70410802,3.468129268,22.865000000000002,1.582231885,0.74,0.78,0.77,0.0
Wabash,17185,11520,96.32018307,2.89837853,29.26967899,17.36412027,2.951087612,23.15,1.510590181,0.73,0.75,0.73,0.0
Warren,17187,16844,93.99016547,3.185704491,27.66191474,15.75683583,3.852792541,0.0,1.556376298,0.77,0.78,0.74,0.0
Washington,17189,13887,94.76681553,3.066974711,29.14503404,17.85129826,3.167133497,0.0,1.586055585,0.73,0.78,0.76,0.0
Wayne,17191,16215,95.37236896,3.336916195,29.26049527,17.54241998,3.308065732,0.0,1.646523881,0.73,0.76,0.72,0.0
White,17193,13537,96.89820921,3.996470822,29.18686085,17.61175545,3.010181203,23.215,1.537758967,0.73,0.77,0.67,0.0
Whiteside,17195,55175,90.50009831,3.316305061,27.6670465,15.67190527,3.551379002,23.015,1.424271231,0.74,0.76,0.74,0.0
Will,17197,690743,91.1888735,2.851173633,27.86267734,15.79492614,3.594211064,24.525,1.049993221,0.72,0.72,0.7,0.143490757042885
Williamson,17199,66597,95.76648396,3.418332385,29.22402498,18.09814005,2.788521783,24.145,1.364461096,0.74,0.8,0.75,0.0
Winnebago,17201,282572,91.42739207,3.742552941,27.23780177,15.11982954,4.05488565,22.91,1.369670283,0.74,0.75,0.0,0.0
Woodford,17203,38459,91.37977764,3.855801789,28.34677434,15.93323453,3.734553915,23.884999999999998,1.614286463,0.74,0.78,0.0,0.0
