County_1,FIPS,Population,Hum_20,Pre_20,Tmax_20,Tmin_20,WS_20,LSTMean_2020,Chlorophyll_2020,Ag_MEAN_2020,Fs_MEAN_2020,Rn_MEAN_2020,Cases_normalized_2020
Adams,17001,65435,92.37030173,3.153757639,28.03056487,17.06124708,3.564110968,23.285,1.487578291,0.73,0.77,0.74,0.0
Alexander,17003,5761,95.7510072,3.810848079,29.43386739,18.57764971,2.939468935,24.185000000000002,1.548022547,0.71,0.82,0.68,0.0
Bond,17005,16426,95.13529741,3.190252771,28.8691192,17.0600427,3.511251988,23.715,1.778664916,0.73,0.76,0.75,0.0
Boone,17007,53544,92.79567843,3.497108712,27.29448732,14.75983709,4.06674539,22.405,1.418312108,0.74,0.76,0.74,0.0
Brown,17009,6578,94.699153,2.975417994,28.06360517,16.52473088,3.645824757,23.009999999999998,1.735941886,0.75,0.8,0.75,0.0
Bureau,17011,32628,90.94754525,3.115395304,27.74003324,15.60283427,3.60977729,22.380000000000003,1.591829155,0.75,0.77,0.76,0.0
Calhoun,17013,4739,94.38856734,3.492924929,29.10424327,17.58130759,3.337479363,23.305,1.941569359,0.74,0.8,0.79,0.0
Carroll,17015,14305,91.68253083,3.232816785,27.45541426,15.11385346,3.779175458,21.975,1.612978684,0.76,0.79,0.73,0.0
Cass,17017,12147,94.17509594,2.540772902,28.63825988,16.38990216,3.721504263,23.225,1.835609709,0.73,0.78,0.73,0.0
Champaign,17019,209689,92.7614764,3.110303033,28.00506238,15.99228295,3.453715895,0.0,1.674981663,0.73,0.76,0.7,0.0
Christian,17021,32304,93.88344294,2.604866296,28.47237289,16.5474707,3.58799909,23.314999999999998,1.637396347,0.72,0.75,0.72,0.0
Clark,17023,15441,94.65672983,3.197186422,28.43449177,16.41985428,3.334522911,22.63,1.460566073,0.74,0.78,0.73,0.0
Clay,17025,13184,95.33390818,3.417311664,29.18343574,17.09596501,3.335514728,0.0,1.576911068,0.72,0.77,0.76,0.0
Clinton,17027,37562,94.97333436,3.522532961,29.03736256,17.62061917,3.41926691,24.02,1.461866798,0.72,0.77,0.67,0.0
Coles,17029,50621,92.42685133,3.256169538,28.56290922,16.8426758,3.487225909,22.494999999999997,1.692730083,0.74,0.78,0.57,0.0
Cook,17031,5150233,84.61355603,2.716444544,27.43310234,17.03958186,3.881133377,24.53,0.92161504,0.64,0.71,0.78,0.6455199397312207
Crawford,17033,18667,96.39232448,3.318016983,28.54138033,16.53402636,3.059309384,23.009999999999998,1.464452304,0.76,0.78,0.71,0.0
Cumberland,17035,10766,94.59788219,3.619201902,28.60901782,16.66927772,3.503741077,22.595,1.426709677,0.74,0.77,0.73,0.0
DeKalb,17037,104897,91.53273033,3.04351028,27.24227289,14.98195411,4.073757407,22.880000000000003,1.172323318,0.74,0.74,0.6,0.0
De Witt,17039,15638,92.17413825,2.25487504,28.26846268,16.17918602,3.607652289,23.2,1.635061379,0.73,0.75,0.0,0.0
Douglas,17041,19465,92.35059365,2.968156416,28.45254419,16.53913883,3.485208506,0.0,1.549374316,0.74,0.76,0.78,0.0
DuPage,17043,922921,88.32557239,2.468563112,27.84374185,16.16754198,4.031417639,23.65,0.737333598,0.68,0.69,0.75,0.4294112342567106
Edgar,17045,17161,93.8892787,3.58247349,28.63560479,16.29141005,3.406841704,0.0,1.584700955,0.74,0.78,0.73,0.0
Edwards,17047,6395,95.86086447,2.976660576,29.33428507,17.57542905,3.084563815,0.0,1.63982972,0.74,0.77,0.76,0.0
Effingham,17049,34008,94.91346333,3.107923452,28.71497772,16.81730956,3.534507726,23.72,1.461543191,0.72,0.76,0.7,0.0
Fayette,17051,21336,95.04736389,3.083690521,28.61551512,16.72513716,3.520937039,23.689999999999998,1.765017171,0.72,0.77,0.75,0.0
Ford,17053,12961,92.90159891,3.165805974,28.03492447,15.63830318,3.54163474,0.0,1.754554307,0.73,0.73,0.75,0.0
Franklin,17055,38469,94.66931769,2.853284537,29.19076976,18.20141875,2.741990958,24.195,1.394588297,0.73,0.76,0.74,0.0
Fulton,17057,34340,93.94115333,2.957664692,27.97880952,15.98403695,3.822573405,23.485,1.695702573,0.77,0.79,0.77,0.0
Gallatin,17059,4828,96.99471354,4.345247853,28.96347375,17.62526357,2.881095984,23.035,1.41212486,0.71,0.8,0.68,0.0
Greene,17061,12969,94.96145221,3.102566424,28.84349138,17.07673325,3.443906533,22.770000000000003,1.574410246,0.74,0.78,0.75,0.0
Grundy,17063,51054,90.51051257,3.110195643,28.06991111,15.85648006,3.481050409,22.96,1.556655184,0.73,0.74,0.77,1.903492909488912
Hamilton,17065,8116,95.67975112,3.289714547,29.20119461,17.76262574,2.953468023,0.0,1.527715178,0.72,0.78,0.8,0.0
Hancock,17067,17708,92.32318628,3.357260801,27.89238965,16.90001364,3.720979309,22.869999999999997,1.511636434,0.76,0.79,0.76,0.0
Hardin,17069,3821,96.74107652,4.509621899,28.51873733,17.73963639,3.130040759,23.03,1.905058093,0.77,0.83,0.76,0.0
Henderson,17071,6646,92.68503879,2.999336021,27.86224711,16.27902032,3.783074925,22.97,1.466735785,0.76,0.76,0.75,0.0
Henry,17073,48913,91.94908925,3.708462667,27.73933442,15.6588737,3.718366956,22.265,1.610793353,0.75,0.77,0.77,0.0
Iroquois,17075,27114,92.18909492,3.120088603,28.0267728,15.59634108,3.572903283,22.66,1.672012751,0.72,0.76,0.72,0.0
Jackson,17077,56750,95.64075869,3.238326531,29.37912433,18.02613962,2.82710609,23.439999999999998,1.67206643,0.73,0.81,0.73,0.0
Jasper,17079,9610,95.06341796,3.554982092,28.62768663,16.96979986,3.419908477,23.415,1.437923897,0.73,0.77,0.77,0.0
Jefferson,17081,37684,94.85780641,2.452261493,29.24894578,17.66435948,3.024098959,24.25,1.48683621,0.73,0.76,0.75,0.0
Jersey,17083,21773,94.83268687,2.937476041,29.04203269,17.42807717,3.341038163,23.505000000000003,1.729152085,0.75,0.8,0.79,0.0
Jo Daviess,17085,21235,93.34498027,4.113570006,26.66410996,14.78818495,3.782529413,21.854999999999997,1.835846864,0.78,0.79,0.66,0.0
Johnson,17087,12417,96.08559619,4.179994971,29.2749269,18.25632823,2.834109313,23.259999999999998,1.797013711,0.79,0.82,0.68,0.0
Kane,17089,532403,91.71962297,2.910992693,27.42508082,15.15563918,4.060875354,24.525,1.064203015,0.73,0.72,0.69,0.0
Kankakee,17091,109862,91.55962946,2.876183596,27.94451317,15.79613006,3.503659435,23.355,1.432757125,0.72,0.76,0.76,0.0
Kendall,17093,128990,90.58947347,2.434159438,27.79515208,15.58694668,3.621822354,23.175,1.266521626,0.72,0.74,0.65,0.0
Knox,17095,49699,93.30343562,3.149626187,27.67470904,15.58092109,3.841714877,22.57,1.637685412,0.77,0.78,0.69,2.007790226077179
Lake,17097,696535,90.25671198,3.038993346,26.72407886,15.76747515,4.298013866,22.259999999999998,1.753472075,0.69,0.7,0.68,0.0
LaSalle,17099,108669,89.80374501,3.048132533,27.74455076,15.75903671,3.62473416,24.32,1.447739604,0.73,0.75,0.72,0.0
Lawrence,17101,15678,95.91741339,3.047535752,29.0024539,17.10781256,3.062531142,23.32,1.431964932,0.74,0.77,0.73,0.0
Lee,17103,34096,91.91240995,2.937955044,27.47517801,15.08504595,3.892763389,22.285,1.386779697,0.74,0.75,0.75,0.0
Livingston,17105,35648,91.77903563,3.300786018,28.15760949,16.04427855,3.47018382,22.895,1.576832838,0.72,0.74,0.77,0.0
Logan,17107,28618,92.3401905,2.335210277,28.64349622,16.36990196,3.632731607,23.045,1.637005616,0.73,0.75,0.71,0.0
McDonough,17109,29682,95.61962541,3.207061975,27.71147272,16.06339279,3.806543863,22.229999999999997,1.582924597,0.76,0.79,0.71,0.0
McHenry,17111,307774,94.43308875,3.306819071,27.19139107,14.5395272,4.124363106,22.549999999999997,1.244989758,0.73,0.74,0.71,0.0
McLean,17113,171517,92.46040129,3.075367632,28.27546311,16.02714496,3.776563508,22.689999999999998,1.611132594,0.75,0.77,0.76,0.0
Macon,17115,104009,91.52863612,2.391586691,28.45873269,16.69655539,3.569843114,24.145000000000003,1.538592752,0.72,0.75,0.65,0.0
Macoupin,17117,44926,94.87693647,3.095240439,28.77030039,16.88324362,3.518880126,23.195,1.570593336,0.73,0.77,0.74,0.0
Madison,17119,262966,95.29321661,3.585589532,29.00664214,17.61945723,3.344825229,25.035,1.474131297,0.71,0.74,0.76,0.0
Marion,17121,37205,94.54048171,3.304998481,29.13676193,17.31938877,3.333712396,23.64,1.56894407,0.73,0.78,0.73,0.0
Marshall,17123,11438,91.25973094,3.429633545,27.98949708,15.93291707,3.637081277,22.880000000000003,1.716271246,0.75,0.78,0.78,0.0
Mason,17125,13359,92.84006902,2.518575364,28.56601763,16.29983862,3.755408925,23.479999999999997,1.659122562,0.72,0.74,0.73,0.0
Massac,17127,13772,96.54714902,4.050449,29.17571422,18.41862632,2.85942344,24.09,1.43043994,0.77,0.8,0.75,0.0
Menard,17129,12196,92.34443651,2.281488467,28.70318005,16.57059415,3.733518419,23.165,1.812574374,0.73,0.76,0.75,0.0
Mercer,17131,15437,92.44515569,3.558386905,27.83873545,15.94252035,3.767150399,22.73,1.690833409,0.76,0.77,0.63,0.0
Monroe,17133,34637,94.44556504,3.207767308,29.5065119,18.10929253,3.016303309,23.665,1.514950799,0.71,0.77,0.72,0.0
Montgomery,17135,28414,94.32283925,2.715564081,28.8911184,16.66078768,3.544614183,23.11,1.603818817,0.72,0.76,0.69,0.0
Morgan,17137,33658,95.19990956,2.751605677,28.62696607,16.41568287,3.631034895,23.575,1.542168406,0.73,0.77,0.0,0.0
