County_1,FIPS,Population,Hum_17,Pre_17,Tmax_17,Tmin_17,WS_17,LSTMean_2017,Chlorophyll_2017,Ag_MEAN_2017,Fs_MEAN_2017,Rn_MEAN_2017,Cases_normalized_2017
DeKalb,17037,104897,92.88308482,3.33591502,26.84899447,14.16654409,3.984796261,21.34,1.28333178,0.84,0.81,0.74,0.0
De Witt,17039,15638,86.06902132,1.686750401,28.60701741,15.69108149,3.832159555,23.235,1.31532649,0.79,0.77,0.0,0.0
Douglas,17041,19465,86.81304191,1.852270731,28.77467714,15.96559716,3.76857723,0.0,1.267654138,0.77,0.77,0.65,5.094503031229303
DuPage,17043,922921,90.9315972,2.546450143,27.54555045,14.94493132,3.975308231,22.295,0.734576391,0.72,0.71,0.76,0.6449775064094639
Edgar,17045,17161,90.04908983,1.959279971,28.59923957,15.62568926,3.670773567,0.0,1.346951743,0.79,0.79,0.73,0.0
Edwards,17047,6395,89.2293945,2.231451154,30.02201531,17.09930698,3.384262606,0.0,1.424772515,0.77,0.78,0.73,0.0
Effingham,17049,34008,87.57095305,1.855982724,29.76048206,16.28479885,3.836249061,23.875,1.419701487,0.76,0.78,0.76,0.0
Fayette,17051,21336,87.76039421,2.10820395,29.51408719,16.24979406,3.807028906,24.0,1.648082619,0.78,0.8,0.72,0.0
Ford,17053,12961,91.56700946,3.019090986,28.04316354,15.0800383,3.699378192,0.0,1.508504993,0.81,0.79,0.77,0.0
Franklin,17055,38469,88.83478629,1.999551657,29.74724713,17.52913954,2.912973216,24.48,1.510652112,0.78,0.78,0.77,2.564431337350942
Fulton,17057,34340,86.76912803,2.231658906,28.43947894,15.43375781,3.998526997,23.295,1.590269529,0.82,0.82,0.76,0.0
Gallatin,17059,4828,91.9898042,2.388901266,29.68648289,17.50211416,3.088117197,23.205,1.479904093,0.75,0.82,0.77,0.0
Greene,17061,12969,86.36003834,1.900444891,29.45662535,16.47525518,3.734151536,23.085,1.612419864,0.79,0.79,0.73,0.0
Grundy,17063,51054,91.19797153,2.703826546,27.73453748,14.86576357,3.588869808,21.975,1.441510265,0.81,0.77,0.75,0.0
Hamilton,17065,8116,90.26122136,2.284951925,29.83569902,17.17807355,3.181057311,0.0,1.715928559,0.77,0.79,0.8,0.0
Hancock,17067,17708,84.06104095,2.430544132,28.68719798,16.16496002,3.971736653,22.6,1.697939377,0.82,0.81,0.78,0.0
Hardin,17069,3821,93.13323194,2.15265737,29.27673652,17.26043208,3.287582522,23.15,1.756177833,0.78,0.82,0.82,0.0
Henderson,17071,6646,84.91944926,2.438220525,28.35969264,15.68120153,3.974899494,22.305,1.658975252,0.84,0.8,0.82,0.0
Henry,17073,48913,88.78605302,2.88911037,27.79919371,14.95635384,3.816385962,22.055,1.565552946,0.85,0.82,0.81,0.0
Iroquois,17075,27114,92.54691616,3.968137224,27.83495448,15.06662052,3.699161704,22.025,1.418115899,0.81,0.81,0.78,0.0
Jackson,17077,56750,91.1875009,2.451525495,29.73822904,17.36167812,2.947613444,23.645,1.700405642,0.78,0.82,0.68,3.453992815694943
Jasper,17079,9610,88.64401663,2.104955338,29.23317624,16.44616536,3.731234467,23.784999999999997,1.363817044,0.78,0.78,0.74,0.0
Jefferson,17081,37684,88.19129562,1.892787366,29.71355068,16.91698405,3.242663974,24.625,1.521175104,0.75,0.77,0.78,0.0
Jersey,17083,21773,87.18735756,2.033272529,29.5350335,16.77675024,3.63074209,23.315,1.658294122,0.78,0.82,0.76,0.0
Jo Daviess,17085,21235,93.74098007,3.567672546,26.46212926,13.75183314,3.709770473,20.91,1.49702995,0.81,0.8,0.77,0.0
Johnson,17087,12417,91.94352043,2.5630352,29.79984588,17.76280719,2.908352577,23.509999999999998,1.99457164,0.8,0.82,0.72,0.0
Kane,17089,532403,92.71253415,3.260181254,26.94002269,14.36694419,3.987093913,23.165,1.098059874,0.8,0.75,0.72,0.3757477379986172
Kankakee,17091,109862,92.28108564,3.261819412,27.57955984,15.01623123,3.584325488,22.375,1.337208813,0.8,0.79,0.76,1.8092998009770216
Kendall,17093,128990,91.14139814,2.857047307,27.51181351,14.82745291,3.668518147,21.585,1.295479137,0.81,0.78,0.8,0.0
Knox,17095,49699,88.43475979,2.484987953,27.9300567,14.81687706,3.975097306,21.985,1.695958545,0.84,0.82,0.67,0.0
Lake,17097,696535,91.96546784,4.422210053,25.88461361,14.77201599,4.159084157,21.369999999999997,59.34232677,0.72,0.73,0.75,0.8541229225239332
LaSalle,17099,108669,90.16670659,2.69552163,27.66995581,14.69495496,3.720457848,23.295,1.459513394,0.84,0.78,0.61,0.912225648136323
Lawrence,17101,15678,90.1668412,2.021095217,29.43589199,16.61421796,3.382775369,23.53,1.204407124,0.75,0.78,0.81,0.0
Lee,17103,34096,91.94147762,2.885476192,27.16800089,14.35002205,3.866197515,21.53,1.406590792,0.84,0.81,0.76,2.895193977996526
Livingston,17105,35648,91.53236915,2.782691691,28.16600598,14.97028668,3.619199964,22.340000000000003,1.480265901,0.8,0.79,0.79,0.0
Logan,17107,28618,85.62340763,2.021150882,28.91815603,15.84748776,3.859518529,22.994999999999997,1.545452457,0.82,0.81,0.8,0.0
McDonough,17109,29682,88.40391624,2.35864416,28.29830789,15.47998954,4.022823161,21.98,1.610823014,0.83,0.81,0.74,0.0
McHenry,17111,307774,95.02090858,3.906843843,26.56153593,13.79483651,3.994027628,21.46,1.151043171,0.79,0.78,0.74,1.2994818316196417
McLean,17113,171517,88.69866176,2.370441809,28.47556612,15.32701538,4.007438295,22.435,1.529230204,0.81,0.79,0.7,0.0
Macon,17115,104009,84.51861245,2.0473919,28.82898915,16.22326139,3.81828954,24.215,1.392971772,0.79,0.76,0.77,0.0
Macoupin,17117,44926,86.85554227,2.353506921,29.28615088,16.35955019,3.807513191,23.064999999999998,1.546874968,0.8,0.8,0.68,0.0
Madison,17119,262966,87.11338967,2.750657759,29.55599168,17.28720515,3.621335844,25.045,1.494163322,0.79,0.78,0.72,0.7540028124304904
Marion,17121,37205,87.70306739,1.917704326,29.73260039,16.55601942,3.623321687,24.18,1.486644533,0.75,0.78,0.81,0.0
Marshall,17123,11438,88.30493716,2.305194353,28.0935695,15.02807578,3.814620193,22.305,1.637534043,0.84,0.81,0.79,0.0
Mason,17125,13359,85.57943046,2.378550186,29.06442589,15.7624188,3.952556924,23.16,1.687139713,0.81,0.77,0.77,0.0
Massac,17127,13772,92.76093814,2.830628083,29.73910856,18.07118514,2.922096994,23.97,1.525340482,0.78,0.79,0.79,6.997410957945561
Menard,17129,12196,84.07777895,1.952171571,29.15499316,16.13022142,3.95451502,23.08,1.656890258,0.82,0.81,0.82,0.0
Mercer,17131,15437,87.78244667,2.561399527,28.16564638,15.12098174,3.899347025,22.25,1.594471707,0.84,0.82,0.76,0.0
Monroe,17133,34637,85.65836763,1.669963043,30.32552057,17.64118168,3.247105516,23.994999999999997,1.489951891,0.75,0.79,0.79,0.0
Montgomery,17135,28414,86.75721879,2.347829172,29.47043054,16.22067754,3.820907213,23.405,1.527063051,0.8,0.81,0.71,0.0
Morgan,17137,33658,86.69970189,1.380142982,29.36955071,15.91812426,3.902285767,23.560000000000002,1.418694061,0.78,0.78,0.0,0.0
Moultrie,17139,14501,86.1333906,1.977744774,28.95087698,16.06187407,3.794404699,23.15,1.458348212,0.78,0.75,0.76,0.0
Ogle,17141,50643,93.4504839,3.464883592,27.03833715,14.12383968,3.97008199,21.09,1.333491748,0.84,0.82,0.8,0.0
Peoria,17143,179179,86.19462898,2.370438381,28.10659274,15.24382505,3.935771922,23.235,1.48802104,0.83,0.8,0.75,0.5478701547733187
Perry,17145,20916,88.90569379,2.139186929,29.78375947,17.26345036,3.009038664,24.145,1.459253667,0.73,0.76,0.71,0.0
Piatt,17147,16344,85.8380639,1.738836171,28.72644451,15.97882287,3.760186791,0.0,1.561099534,0.79,0.78,0.76,0.0
Pike,17149,15561,85.83898947,2.194510674,29.33752906,16.47573094,3.769445368,22.86,1.757314792,0.78,0.79,0.78,0.0
Pope,17151,4177,93.21733081,2.377543587,29.57694874,17.45732971,2.978456365,23.11,2.100924047,0.79,0.84,0.76,0.0
Pulaski,17153,5335,92.29430207,1.86090425,29.70870911,18.2195882,2.959007476,23.810000000000002,1.52420263,0.79,0.8,0.82,0.0
Putnam,17155,5739,87.7195656,2.578654137,27.76821695,15.04479373,3.740326897,22.245,1.498178626,0.84,0.8,0.68,0.0
Randolph,17157,31782,88.28286697,1.812025694,30.16647777,17.27237389,3.067820626,24.86,1.375789721,0.73,0.77,0.74,0.0
Richland,17159,15513,89.24726747,2.161418188,29.51215753,16.49068655,3.565182598,24.13,1.296858704,0.75,0.77,0.74,0.0
Rock Island,17161,141879,88.15255089,3.069153108,27.90917957,15.16374668,3.755058113,22.665,1.265823904,0.82,0.79,0.65,0.0
St. Clair,17163,259686,85.8947409,1.785990302,30.33244708,17.66056241,3.158624182,25.935000000000002,1.336084553,0.75,0.76,0.74,0.3808073115003808
Saline,17165,23491,91.49270727,2.222310207,29.79123612,17.41956696,3.023812216,24.03,1.542844332,0.75,0.79,0.78,0.0
Sangamon,17167,194672,84.18182578,1.656788729,29.37038857,16.32929616,3.892987206,23.939999999999998,1.43896147,0.81,0.8,0.79,0.0
Schuyler,17169,6768,86.49736909,2.241679983,28.86214939,15.9174001,4.009405836,23.145,1.720806137,0.81,0.81,0.76,0.0
Scott,17171,4951,86.00177139,1.564243375,29.38237079,16.20924349,3.880629114,23.009999999999998,1.518550343,0.78,0.78,0.74,0.0
Shelby,17173,21634,86.95597049,1.943523593,29.37377589,16.1332821,3.822633966,23.155,1.317698618,0.77,0.78,0.78,0.0
Stark,17175,5342,88.23071178,2.548422742,27.71964556,14.71638005,3.855812106,0.0,1.651665664,0.85,0.83,0.79,0.0
Stephenson,17177,44498,94.62153865,4.074588717,26.35619748,13.81169394,3.907062265,20.755000000000003,1.360908378,0.82,0.8,0.77,0.0
Tazewell,17179,131803,85.35883456,2.391461906,28.74621286,15.65196743,3.949357863,24.285,1.532691939,0.83,0.79,0.77,0.0
Union,17181,16653,91.63726847,2.198804238,29.81902897,17.73447078,2.877764068,24.09,1.828382073,0.79,0.82,0.71,0.0
Vermilion,17183,75758,90.30036763,2.524362441,28.18155849,15.41712185,3.682211592,23.105,1.400512627,0.81,0.8,0.82,0.0
Wabash,17185,11520,90.7789218,2.341870523,29.71443359,16.8485196,3.253086308,23.705,1.338341105,0.75,0.78,0.69,0.0
Warren,17187,16844,87.37401581,2.342902475,28.08289892,15.09153431,4.003167784,0.0,1.679182825,0.85,0.83,0.72,0.0
Washington,17189,13887,87.42123098,1.968812062,29.75914497,17.230283,3.390652443,0.0,1.394413977,0.74,0.78,0.77,0.0
Wayne,17191,16215,88.294222,1.978849693,30.13116953,16.90927657,3.59709975,0.0,1.554837007,0.76,0.78,0.79,0.0
White,17193,13537,91.84686762,2.484011248,29.6136494,17.12821452,3.262666387,23.825,1.617663149,0.8,0.8,0.71,0.0
Whiteside,17195,55175,90.37150007,3.071367227,27.47881216,14.89120216,3.578727355,22.45,1.324899709,0.82,0.81,0.74,0.0
Will,17197,690743,91.88613126,2.779096262,27.5841715,14.8514293,3.660678083,23.445,1.026979963,0.78,0.73,0.75,0.1448269969108401
Williamson,17199,66597,90.82795405,2.335024554,29.80294952,17.61184546,2.927229161,24.485,1.548733977,0.79,0.8,0.77,0.0
Winnebago,17201,282572,93.71725648,3.636186251,26.61738126,14.11800621,3.928297117,21.845,1.156344637,0.81,0.79,0.0,1.0538111078716177
Woodford,17203,38459,87.44277122,2.051112885,28.57189106,15.10877868,3.929354221,23.18,1.45549051,0.81,0.8,0.0,0.0
