County_1,FIPS,Population,Hum_18,Pre_18,Tmax_18,Tmin_18,WS_18,LSTMean_2018,Chlorophyll_2018,Ag_MEAN_2018,Fs_MEAN_2018,Rn_MEAN_2018,Cases_normalized_2018
Ford,17053,12961,94.0619607,3.525825477,28.55330917,16.61671191,3.700249011,0.0,1.499395453,0.73,0.74,0.79,7.568876778686043
Franklin,17055,38469,94.07947196,4.139413461,30.00390867,19.1050443,2.860496224,25.045,1.369130875,0.79,0.79,0.76,2.584313218762114
Fulton,17057,34340,91.63492012,4.194181299,28.56327891,16.96576424,4.00900181,24.08,1.504928588,0.77,0.8,0.77,2.871088142405972
Gallatin,17059,4828,95.11039559,3.751509131,30.24249425,19.19811114,3.015396978,24.08,1.295577627,0.73,0.82,0.76,0.0
Greene,17061,12969,90.73775417,3.536891508,29.85277768,18.17302295,3.770474295,23.57,1.683626857,0.73,0.79,0.68,0.0
Grundy,17063,51054,92.21015711,3.098734082,28.27788959,16.30859368,3.601012976,23.2,1.366800594,0.73,0.75,0.77,0.0
Hamilton,17065,8116,94.26259463,4.146300876,30.16710023,18.96240928,3.071149542,0.0,1.369861316,0.76,0.8,0.76,0.0
Hancock,17067,17708,87.24335161,4.381747727,28.99904246,17.75600572,3.920646903,23.435000000000002,1.423828097,0.74,0.79,0.79,0.0
Hardin,17069,3821,95.75627907,4.265693477,29.65245229,19.00793195,3.294873601,24.2,1.682286996,0.79,0.83,0.76,0.0
Henderson,17071,6646,89.36282884,3.700324832,28.57150242,17.23597914,3.889746351,23.27,1.354338708,0.75,0.76,0.75,0.0
Henry,17073,48913,91.84706885,4.565503392,28.01684223,16.47309397,3.754948215,22.630000000000003,1.341223398,0.74,0.77,0.77,0.0
Iroquois,17075,27114,93.18699751,3.454099874,28.44586867,16.5367651,3.73916445,23.22,1.435175207,0.72,0.77,0.79,0.0
Jackson,17077,56750,93.92812904,4.672464853,30.02980067,19.20643354,2.980481634,24.314999999999998,1.507208017,0.79,0.84,0.75,0.0
Jasper,17079,9610,94.10514099,5.540488976,29.37295723,18.48132753,3.551870777,24.04,1.417226506,0.76,0.8,0.78,0.0
Jefferson,17081,37684,93.31301306,4.7663601,29.83274079,18.78772159,3.150349503,24.95,1.528519211,0.8,0.81,0.75,0.0
Jersey,17083,21773,91.55737615,2.898043919,30.00771613,18.37915361,3.72891717,24.455,1.560961033,0.74,0.81,0.75,0.0
Jo Daviess,17085,21235,96.04430128,6.527938374,26.62361714,15.10120762,3.696281281,21.945,1.4860072,0.76,0.79,0.79,0.0
Johnson,17087,12417,95.10026453,3.71231248,30.18002823,19.43152747,2.983674909,24.05,1.458175651,0.81,0.83,0.7,0.0
Kane,17089,532403,94.52195379,4.205305874,27.29450794,15.70403894,3.936629101,24.36,1.030692008,0.72,0.74,0.68,1.3140111127796967
Kankakee,17091,109862,92.76043135,3.091646807,28.32311941,16.42424511,3.66092182,23.77,1.322050306,0.72,0.76,0.72,0.0
Kendall,17093,128990,92.70534271,3.362064308,27.99786521,16.24481959,3.648522856,23.36,1.188073392,0.71,0.74,0.76,0.7829811223251407
Knox,17095,49699,92.36423004,4.278839421,28.14491595,16.45829911,3.921831434,23.01,1.340857869,0.76,0.79,0.66,0.0
Lake,17097,696535,94.39550925,4.868509596,26.19037586,15.69764721,4.254567575,22.795,1.109830099,0.7,0.72,0.7,1.1435318266348575
LaSalle,17099,108669,91.65667014,3.547299697,28.00620666,16.30566307,3.68807559,24.494999999999997,1.340794752,0.74,0.76,0.65,0.9160948707848184
Lawrence,17101,15678,94.18562016,4.97931636,30.100034,18.81131005,3.164520636,23.92,1.133504331,0.75,0.78,0.73,0.0
Lee,17103,34096,94.56440219,4.775606411,27.41032965,15.69753131,3.819124796,21.905,1.371356145,0.72,0.77,0.7,0.0
Livingston,17105,35648,93.27733288,3.386012496,28.50346768,16.50056459,3.613020414,23.095,1.449409805,0.71,0.74,0.76,0.0
Logan,17107,28618,92.22471681,3.529892974,29.0416265,17.37037087,3.824580076,23.58,1.430298808,0.72,0.76,0.78,0.0
McDonough,17109,29682,92.83518574,4.630297585,28.43897687,16.8035475,4.013890733,23.025,1.347673369,0.76,0.8,0.72,0.0
McHenry,17111,307774,96.97825307,5.320938522,26.72788693,14.77339341,3.949893365,22.814999999999998,1.32977429,0.73,0.75,0.72,0.6488219016321115
McLean,17113,171517,93.10987184,3.065279548,28.75121943,16.80930146,3.958093286,23.215,1.410552052,0.75,0.78,0.71,0.0
Macon,17115,104009,91.62013826,3.899011152,28.91230811,17.78559462,3.725911024,24.705,1.487452248,0.72,0.77,0.76,0.0
Macoupin,17117,44926,92.83864731,3.553475779,29.57604552,18.01862884,3.782365328,23.605,1.492661354,0.74,0.8,0.68,2.206628712652809
Madison,17119,262966,92.91903447,3.814408738,29.90866358,18.78468721,3.609970902,25.85,1.424295215,0.74,0.77,0.8,0.7575011551892616
Marion,17121,37205,92.70415332,5.666621012,29.7594213,18.64250111,3.475881122,24.57,1.733901929,0.79,0.83,0.76,5.350311655653941
Marshall,17123,11438,91.64609112,3.648472719,28.39813482,16.64281073,3.739627958,23.315,1.486918429,0.73,0.79,0.72,0.0
Mason,17125,13359,91.37473526,3.882406316,29.10529262,17.26961227,3.953896095,24.09,1.503607247,0.72,0.75,0.79,0.0
Massac,17127,13772,95.55368174,4.613021509,30.40518131,19.68409306,3.012352043,24.86,1.182090202,0.79,0.81,0.76,0.0
Menard,17129,12196,90.8423999,3.975016305,29.13873413,17.67870579,3.932027515,23.555,1.726998189,0.74,0.8,0.77,0.0
Mercer,17131,15437,91.44855868,4.413862181,28.36150696,16.72576678,3.767229656,23.015,1.362930962,0.76,0.77,0.8,0.0
Monroe,17133,34637,91.14250869,4.406732133,30.34290152,19.2928057,3.27476111,24.375,1.523707993,0.78,0.82,0.73,0.0
Montgomery,17135,28414,93.92416442,4.2860661,29.54122614,17.90246178,3.752178465,23.815,1.606291545,0.75,0.8,0.74,0.0
Morgan,17137,33658,92.17997672,4.120253459,29.33978038,17.57067981,3.872309077,24.37,1.59844541,0.72,0.78,0.0,0.0
Moultrie,17139,14501,93.2124436,4.209479246,29.11785068,17.87718886,3.635598377,23.73,1.591596761,0.75,0.77,0.78,0.0
Ogle,17141,50643,95.84585016,5.733770237,27.05805725,15.33326196,3.935053528,21.634999999999998,1.426792657,0.72,0.78,0.75,0.0
Peoria,17143,179179,90.80967829,3.54279444,28.35161013,16.82113583,3.918131755,24.375,1.276437825,0.74,0.79,0.74,0.5536485439043296
Perry,17145,20916,93.62251564,4.932249258,29.84072955,19.03073407,2.982243538,24.799999999999997,1.342911946,0.79,0.8,0.75,0.0
Piatt,17147,16344,92.78940686,3.810883428,28.74955789,17.51992972,3.608175664,0.0,1.740553545,0.76,0.79,0.76,0.0
Pike,17149,15561,87.27510397,3.115743971,29.77053363,18.29571152,3.820593665,23.655,1.579307451,0.72,0.79,0.81,0.0
Pope,17151,4177,95.81194802,4.811091294,29.86409742,19.18562824,3.03934289,24.06,1.643194412,0.8,0.85,0.79,0.0
Pulaski,17153,5335,95.47135112,3.84985605,30.33812179,19.81725675,3.061001406,24.674999999999997,1.236520259,0.78,0.81,0.77,0.0
Putnam,17155,5739,90.31468386,4.295241315,28.09857247,16.7019569,3.654900938,23.33,1.441697274,0.73,0.78,0.77,0.0
Randolph,17157,31782,91.86615388,4.760780002,29.79643831,19.1081774,3.0539485,25.155,1.499251904,0.79,0.81,0.77,0.0
Richland,17159,15513,94.23352208,5.51506171,29.79377151,18.56042905,3.382801112,24.47,1.36514918,0.75,0.79,0.72,0.0
Rock Island,17161,141879,91.03189783,4.533326476,28.08036833,16.72157322,3.653528487,23.455,1.079138874,0.75,0.76,0.71,1.4023180317064108
St. Clair,17163,259686,91.8545032,4.780218505,30.3800652,19.29561244,3.128871405,26.275,1.328784053,0.77,0.79,0.75,0.7652280379553107
Saline,17165,23491,94.63694188,3.757853498,30.29727072,19.17298093,2.972439941,24.880000000000003,1.287807327,0.75,0.81,0.75,0.0
Sangamon,17167,194672,92.03439755,4.45413397,29.35107544,17.91889911,3.81494811,24.695,1.432796502,0.72,0.78,0.78,0.5111455282433461
Schuyler,17169,6768,90.5579522,5.073540878,29.05681582,17.42010189,3.992100219,23.67,1.72195368,0.77,0.82,0.76,0.0
Scott,17171,4951,90.08175696,3.60355083,29.62339899,17.93603006,3.858925026,23.555,1.588709718,0.72,0.77,0.78,0.0
Shelby,17173,21634,94.90556724,5.044598237,29.29803423,17.80296959,3.665897789,23.775,1.589127445,0.76,0.81,0.73,0.0
Stark,17175,5342,92.27530089,3.89778117,28.03391717,16.30896707,3.803249896,0.0,1.402462389,0.74,0.77,0.75,0.0
Stephenson,17177,44498,96.30955544,6.330770686,26.55054773,15.03501205,3.871343201,21.04,1.370010411,0.74,0.76,0.74,4.464584682009956
Tazewell,17179,131803,90.6071754,3.528295826,28.91638282,17.17859418,3.934614286,25.36,1.452977177,0.73,0.77,0.79,1.5100037750094375
Union,17181,16653,94.37548341,4.005038369,30.26243179,19.47381217,2.955902964,24.46,1.607642654,0.8,0.84,0.74,0.0
Vermilion,17183,75758,95.04293436,4.382649364,28.35332097,17.01132838,3.575030006,23.695,1.370280817,0.75,0.81,0.72,0.0
Wabash,17185,11520,94.9393028,5.270692028,30.25363815,18.85782477,3.053654097,23.865000000000002,1.185035039,0.73,0.77,0.77,0.0
Warren,17187,16844,91.52646577,3.848232509,28.33725219,16.66874026,3.950107653,0.0,1.306482734,0.77,0.79,0.76,0.0
Washington,17189,13887,92.73268764,5.63273789,29.73027449,19.12946506,3.327854242,0.0,1.453867647,0.78,0.82,0.79,0.0
Wayne,17191,16215,93.49439955,5.542782011,30.23745203,18.85508377,3.440527802,0.0,1.597577214,0.77,0.81,0.75,0.0
White,17193,13537,95.81738949,3.920590003,30.27718609,18.90675928,3.115950288,24.325,1.361891589,0.75,0.78,0.71,0.0
Whiteside,17195,55175,92.85178145,5.038715771,27.62755643,16.18220345,3.535643569,23.05,1.30641897,0.73,0.76,0.69,1.8000828038089751
Will,17197,690743,93.49493137,3.687956713,28.11082001,16.19987781,3.6755305,24.895,1.018074698,0.72,0.73,0.77,0.5787464063465331
Williamson,17199,66597,94.43734223,4.231875518,30.06609322,19.26213392,2.905786604,25.015,5.228340751,0.79,0.82,0.72,1.49293840136156
Winnebago,17201,282572,96.14216193,6.34209937,26.55460094,15.08723483,3.875833415,22.515,1.299643145,0.74,0.77,0.76,0.3525720128336213
Woodford,17203,38459,91.43036677,3.272349064,28.80393112,16.67833279,3.883061463,24.345,1.466269725,0.76,0.8,0.0,0.0
